tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-comments,animal-life-stage,animal-reproductive-condition,animal-sex,attachment-type,data-processing-software,deployment-end-type,deployment-id,duty-cycle,manipulation-comments,manipulation-type,study-site,tag-manufacturer-name,tag-mass,tag-model,tag-readout-method
LilliputTag,Lilliput,Felis catus,2015-06-26 00:30:58.000,2015-07-04 21:56:37.000,Hunt: Yes; prey_p_month: 3,3 years,Spayed,f,collar,@Trip PC,removal,Lilliput,3-min fixes,hrs_indoors: 23; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LucimsTag,Lucims,Felis catus,2015-06-26 00:31:47.000,2015-07-04 22:18:36.000,Hunt: No; prey_p_month: 0,15 years,Spayed,f,collar,@Trip PC,removal,Lucims,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TipsyTag,Tipsy,Felis catus,2015-06-26 00:31:59.000,2015-07-06 03:56:30.000,Hunt: No; prey_p_month: 0,10 years,Fixed, ,collar,@Trip PC,removal,Tipsy,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MissyMooTag,MissyMoo,Felis catus,2015-06-26 00:32:20.000,2015-07-01 04:15:17.000,Hunt: ; prey_p_month: 0,8 years,Spayed,f,collar,@Trip PC,removal,MissyMoo,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MintyTag,Minty,Felis catus,2015-06-26 00:33:59.000,2015-07-02 05:16:36.000,Hunt: ; prey_p_month: 1,3 years,Spayed,f,collar,@Trip PC,removal,Minty,3-min fixes,hrs_indoors: 16; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TillyTag,Tilly,Felis catus,2015-06-26 00:52:59.000,2015-07-03 03:09:25.000,Hunt: ; prey_p_month: 0,7 years,Spayed,f,collar,@Trip PC,removal,Tilly,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TipsieTag,Tipsie,Felis catus,2015-06-26 19:47:26.000,2015-07-03 01:35:22.000,Hunt: Yes; prey_p_month: 4,3 years,Spayed,f,collar,@Trip PC,removal,Tipsie,3-min fixes,hrs_indoors: 5; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PearlTag,Pearl,Felis catus,2015-06-26 23:06:49.000,2015-07-03 14:58:04.000,Hunt: No; prey_p_month: 0,0 years,Spayed,f,collar,@Trip PC,removal,Pearl,3-min fixes,hrs_indoors: 0; n_cats: 0,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RingoTag,Ringo,Felis catus,2015-06-27 01:03:07.000,2015-07-01 22:25:18.000,Hunt: Yes; prey_p_month: 1,9 years,Neutered,m,collar,@Trip PC,removal,Ringo,3-min fixes,hrs_indoors: 12; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LibertyBelleTag,LibertyBelle,Felis catus,2015-06-27 01:55:31.000,2015-07-01 13:53:57.000,Hunt: Yes; prey_p_month: 3,2 years,Spayed,f,collar,@Trip PC,removal,LibertyBelle,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SmudgeTag,Smudge,Felis catus,2015-06-27 06:45:32.000,2015-07-04 19:46:38.000,Hunt: ; prey_p_month: 0,9 years,Neutered,m,collar,@Trip PC,removal,Smudge,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ScoutTag,Scout,Felis catus,2015-06-27 10:39:31.000,2015-07-02 21:45:05.000,Hunt: ; prey_p_month: 0,8 years,Neutered,m,collar,@Trip PC,removal,Scout,3-min fixes,hrs_indoors: 3; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RoxiTag,Roxi,Felis catus,2015-07-01 00:31:50.000,2015-07-14 19:54:11.000,Hunt: Yes; prey_p_month: 11,2 years,Spayed,f,collar,@Trip PC,removal,Roxi,3-min fixes,hrs_indoors: 12; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
DarcyTag,Darcy,Felis catus,2015-07-01 00:32:30.000,2015-07-09 14:58:45.000,Hunt: Yes; prey_p_month: 4,8 years,Neutered,m,collar,@Trip PC,removal,Darcy,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ZakTag,Zak,Felis catus,2015-07-01 01:32:34.000,2015-07-12 21:49:26.000,Hunt: Yes; prey_p_month: 11,2 years,Neutered,m,collar,@Trip PC,removal,Zak,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Kitty2Tag,Kitty2,Felis catus,2015-07-03 00:32:59.000,2015-07-11 13:35:42.000,Hunt: Yes; prey_p_month: 1,5 years,Neutered,m,collar,@Trip PC,removal,Kitty2,3-min fixes,hrs_indoors: 13; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Millie2Tag,Millie2,Felis catus,2015-07-03 00:33:35.000,2015-07-11 03:53:01.000,Hunt: ; prey_p_month: 0,11 years,Spayed,f,collar,@Trip PC,removal,Millie2,3-min fixes,hrs_indoors: 13; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CatTag,Cat,Felis catus,2015-07-03 00:34:05.000,2015-07-10 14:59:41.000,Hunt: Yes; prey_p_month: 1,6 years,Neutered,m,collar,@Trip PC,removal,Cat,3-min fixes,hrs_indoors: 13; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Darcie2Tag,Darcy2,Felis catus,2015-07-03 00:34:09.000,2015-07-08 02:39:41.000,Hunt: Yes; prey_p_month: 1,8 years,Neutered,m,collar,@Trip PC,removal,Darcy2,3-min fixes,hrs_indoors: 23; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BugsyTag,Bugsy,Felis catus,2015-07-03 00:35:03.000,2015-07-10 13:10:46.000,Hunt: Yes; prey_p_month: 3,5 years,Neutered,m,collar,@Trip PC,removal,Bugsy,3-min fixes,hrs_indoors: 6; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
StumpyTag,Stumpy,Felis catus,2015-07-08 00:32:35.000,2015-07-15 14:57:58.000,Hunt: 0; prey_p_month: 0,0 years,, ,collar,@Trip PC,removal,Stumpy,3-min fixes,hrs_indoors: 0; n_cats: 0,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RumpyTag,Rumpy,Felis catus,2015-07-08 00:49:15.000,2015-07-15 14:59:12.000,Hunt: Yes; prey_p_month: 3,11 years,Neutered,m,collar,@Trip PC,removal,Rumpy,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
EldrickTag,Eldrick,Felis catus,2015-07-08 03:22:14.000,2015-07-16 15:28:10.000,Hunt: Yes; prey_p_month: 11,2 years,Neutered,m,collar,@Trip PC,removal,Eldrick,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LatteTag,Latte,Felis catus,2015-07-08 10:35:53.000,2015-07-16 03:47:25.000,Hunt: Yes; prey_p_month: 3,4 years,Spayed,f,collar,@Trip PC,removal,Latte,3-min fixes,hrs_indoors: 17; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MerlotTag,Merlot,Felis catus,2015-07-09 00:33:10.000,2015-07-16 19:27:28.000,Hunt: Yes; prey_p_month: 8,9 years,Neutered,m,collar,@Trip PC,removal,Merlot,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
HollyTag,Holly,Felis catus,2015-07-09 00:35:08.000,2015-07-14 13:40:55.000,Hunt: Yes; prey_p_month: 7,3 years,Spayed,f,collar,@Trip PC,removal,Holly,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GeorgeTag,George,Felis catus,2015-07-15 00:32:49.000,2015-07-25 14:59:52.000,Hunt: Yes; prey_p_month: 3,3 years,Neutered,m,collar,@Trip PC,removal,George,3-min fixes,hrs_indoors: 10; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SparkleTag,Sparkle,Felis catus,2015-07-15 00:47:10.000,2015-07-25 14:57:37.000,Hunt: Yes; prey_p_month: 5,4 years,Spayed,f,collar,@Trip PC,removal,Sparkle,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BasilTag,Basil,Felis catus,2015-07-15 01:38:34.000,2015-07-21 13:24:13.000,Hunt: Yes; prey_p_month: 2,3 years,Neutered,m,collar,@Trip PC,removal,Basil,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MilfredTag,Milfred,Felis catus,2015-07-16 00:32:11.000,2015-07-27 03:14:48.000,Hunt: Yes; prey_p_month: 7,3 years,Neutered,m,collar,@Trip PC,removal,Milfred,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ZazzieMTag,ZazzieM,Felis catus,2015-07-16 00:33:04.000,2015-07-23 08:09:14.000,Hunt: 0; prey_p_month: 0,0 years,, ,collar,@Trip PC,removal,ZazzieM,3-min fixes,hrs_indoors: 0; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SylviaTag,Sylvia,Felis catus,2015-07-16 00:33:51.000,2015-07-21 15:34:05.000,Hunt: Yes; prey_p_month: 3,10 years,Spayed,f,collar,@Trip PC,removal,Sylvia,3-min fixes,hrs_indoors: 14; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LeoTag,Leo,Felis catus,2015-07-16 00:34:18.000,2015-07-22 21:46:49.000,Hunt: Yes; prey_p_month: 3,2 years,Neutered,m,collar,@Trip PC,removal,Leo,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
OscarTag,Oscar,Felis catus,2015-07-16 00:48:20.000,2015-07-21 14:22:05.000,Hunt: Yes; prey_p_month: 1,10 years,Neutered,m,collar,@Trip PC,removal,Oscar,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PepperTag,Pepper,Felis catus,2015-07-16 01:02:09.000,2015-07-21 12:38:19.000,Hunt: Yes; prey_p_month: 2,2 years,Neutered,m,collar,@Trip PC,removal,Pepper,3-min fixes,hrs_indoors: 6; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JerichoTag,Jericho,Felis catus,2015-07-17 00:30:33.000,2015-07-21 23:06:52.000,Hunt: ; prey_p_month: 0,12 years,Neutered,m,collar,@Trip PC,removal,Jericho,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
IronManTag,IronMan,Felis catus,2015-07-17 00:34:10.000,2015-07-22 09:06:11.000,Hunt: 0; prey_p_month: 0,0 years,, ,collar,@Trip PC,removal,IronMan,3-min fixes,hrs_indoors: 0; n_cats: 0,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MoggyTag,Moggy,Felis catus,2015-07-21 00:49:41.000,2015-07-27 23:55:14.000,Hunt: Yes; prey_p_month: 1,11 years,Spayed,f,collar,@Trip PC,removal,Moggy,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LouisTag,Louis,Felis catus,2015-07-22 00:34:27.000,2015-07-30 06:37:21.000,Hunt: No; prey_p_month: 0,12 years,Neutered,m,collar,@Trip PC,removal,Louis,3-min fixes,hrs_indoors: 21; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ThorntonTag,Thornton,Felis catus,2015-07-22 00:48:56.000,2015-07-29 05:46:49.000,Hunt: Yes; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,Thornton,3-min fixes,hrs_indoors: 1; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CleoTag,Cleo,Felis catus,2015-07-22 00:51:30.000,2015-07-28 16:11:07.000,Hunt: Yes; prey_p_month: 0,4 years,Spayed,f,collar,@Trip PC,removal,Cleo,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AngelTag,Angel,Felis catus,2015-07-22 07:03:05.000,2015-07-29 01:21:37.000,Hunt: Yes; prey_p_month: 5,3 years,Spayed,f,collar,@Trip PC,removal,Angel,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CharlieFrankTag,CharlieFrank,Felis catus,2015-07-22 08:16:55.000,2015-07-28 13:24:04.000,Hunt: No; prey_p_month: 0,4 years,Neutered,m,collar,@Trip PC,removal,CharlieFrank,3-min fixes,hrs_indoors: 4; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BungeyTag,Bungey,Felis catus,2015-07-22 09:38:33.000,2015-07-27 11:17:27.000,Hunt: Yes; prey_p_month: 1,6 years,Neutered,m,collar,@Trip PC,removal,Bungey,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GusTag,Gus,Felis catus,2015-07-23 00:41:01.000,2015-07-28 18:09:34.000,Hunt: Yes; prey_p_month: 3,3 years,Neutered,m,collar,@Trip PC,removal,Gus,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PusskinsTag,Pusskins,Felis catus,2015-07-23 01:10:38.000,2015-07-29 01:43:17.000,Hunt: ; prey_p_month: 0,7 years,Neutered,m,collar,@Trip PC,removal,Pusskins,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
EddieTag,Eddie,Felis catus,2015-07-29 00:32:04.000,2015-08-05 13:20:23.000,Hunt: No; prey_p_month: 0,11 years,Neutered,m,collar,@Trip PC,removal,Eddie,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GoldfingerTag,Goldfinger,Felis catus,2015-07-29 00:32:05.000,2015-08-07 18:31:33.000,Hunt: No; prey_p_month: 0,4 years,Neutered,m,collar,@Trip PC,removal,Goldfinger,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PussyGaloreTag,PussyGalore,Felis catus,2015-07-29 00:32:27.000,2015-08-09 09:02:50.000,Hunt: ; prey_p_month: 1,0.25years,Spayed,f,collar,@Trip PC,removal,PussyGalore,3-min fixes,hrs_indoors: 15; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TashaTag,Tasha,Felis catus,2015-07-29 00:32:34.000,2015-08-06 02:20:26.000,Hunt: Yes; prey_p_month: 1,9 years,Spayed,f,collar,@Trip PC,removal,Tasha,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ChuckNorrisTag,ChuckNorris,Felis catus,2015-07-29 04:19:13.000,2015-08-03 03:32:51.000,Hunt: Yes; prey_p_month: 2,3 years,Neutered,m,collar,@Trip PC,removal,ChuckNorris,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PhoenixTag,Phoenix,Felis catus,2015-07-30 00:30:33.000,2015-08-07 04:46:32.000,Hunt: Yes; prey_p_month: 0,4 years,Neutered,m,collar,@Trip PC,removal,Phoenix,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JackTag,Jack,Felis catus,2015-07-30 00:31:33.000,2015-08-07 14:06:25.000,Hunt: Yes; prey_p_month: 5,6 years,Neutered,m,collar,@Trip PC,removal,Jack,3-min fixes,hrs_indoors: 2; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CosiTag,Cosi,Felis catus,2015-07-30 00:32:03.000,2015-08-09 07:39:25.000,Hunt: Yes; prey_p_month: 3,8 years,Spayed,f,collar,@Trip PC,removal,Cosi,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BootsTag,Boots,Felis catus,2015-07-30 00:32:03.000,2015-08-09 19:37:03.000,Hunt: Yes; prey_p_month: 3,3 years,Spayed,f,collar,@Trip PC,removal,Boots,3-min fixes,hrs_indoors: 8; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
YodaTag,Yoda,Felis catus,2015-07-30 00:32:04.000,2015-08-06 14:57:47.000,Hunt: Yes; prey_p_month: 0,5 years,Neutered,m,collar,@Trip PC,removal,Yoda,3-min fixes,hrs_indoors: 16; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BuddhaTag,Buddha,Felis catus,2015-07-30 00:33:14.000,2015-08-06 14:56:53.000,Hunt: Yes; prey_p_month: 2,6 years,Neutered,m,collar,@Trip PC,removal,Buddha,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BagheeraTag,Bagheera,Felis catus,2015-07-30 02:16:44.000,2015-08-05 22:51:34.000,,,, ,collar,@Trip PC,removal,Bagheera,3-min fixes,,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Milo2Tag,Milo2,Felis catus,2015-07-31 03:54:37.000,2015-08-06 17:07:30.000,Hunt: Yes; prey_p_month: 16,2 years,Neutered,m,collar,@Trip PC,removal,Milo2,3-min fixes,hrs_indoors: 6; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
WinnieTag,Winnie,Felis catus,2015-08-01 00:30:35.000,2015-08-07 15:46:53.000,Hunt: No; prey_p_month: 0,14 years,Spayed,f,collar,@Trip PC,removal,Winnie,3-min fixes,hrs_indoors: 5; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
XanderTag,Xander,Felis catus,2015-08-01 01:49:44.000,2015-08-09 22:17:39.000,Hunt: Yes; prey_p_month: 3,2 years,Neutered,m,collar,@Trip PC,removal,Xander,3-min fixes,hrs_indoors: 15; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PatraTag,Patra,Felis catus,2015-08-05 00:32:05.000,2015-08-12 14:57:07.000,Hunt: Yes; prey_p_month: 2,8 years,Spayed,f,collar,@Trip PC,removal,Patra,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PantsTag,Pants,Felis catus,2015-08-06 00:33:26.000,2015-08-12 13:20:23.000,Hunt: Yes; prey_p_month: 4,7 years,Neutered,m,collar,@Trip PC,removal,Pants,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Leo2Tag,Leo2,Felis catus,2015-08-12 00:32:34.000,2015-08-20 14:59:12.000,Hunt: No; prey_p_month: 0,10 years,Neutered,m,collar,@Trip PC,removal,Leo2,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LillyTag,Lilly,Felis catus,2015-08-12 00:32:47.000,2015-08-20 14:58:19.000,Hunt: ; prey_p_month: 0,4 years,Spayed,f,collar,@Trip PC,removal,Lilly,3-min fixes,hrs_indoors: 1; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BennyTag,Benny,Felis catus,2015-08-12 00:33:04.000,2015-08-20 14:54:56.000,Hunt: Yes; prey_p_month: 1,7 years,Neutered,m,collar,@Trip PC,removal,Benny,3-min fixes,hrs_indoors: 13; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MussTag,Muss,Felis catus,2015-08-13 00:30:57.000,2015-08-20 14:59:44.000,Hunt: Yes; prey_p_month: 1,7 years,Neutered,m,collar,@Trip PC,removal,Muss,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
DCTag,DC,Felis catus,2015-08-13 00:31:03.000,2015-08-23 00:34:16.000,Hunt: No; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,DC,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Milo3Tag,Milo3,Felis catus,2015-08-13 00:32:34.000,2015-08-17 19:56:30.000,Hunt: Yes; prey_p_month: 2,4 years,Neutered,m,collar,@Trip PC,removal,Milo3,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MerlinTag,Merlin,Felis catus,2015-08-13 00:32:55.000,2015-08-18 20:47:45.000,Hunt: Yes; prey_p_month: 4,1 year,Neutered,m,collar,@Trip PC,removal,Merlin,3-min fixes,hrs_indoors: 12; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TippyTag,Tippy,Felis catus,2015-08-13 00:50:34.000,2015-08-21 02:27:01.000,Hunt: ; prey_p_month: 0,12 years,Not Fixed,m,collar,@Trip PC,removal,Tippy,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
HaHaTag,HaHa,Felis catus,2015-08-14 00:30:56.000,2015-08-21 00:13:55.000,Hunt: Yes; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,HaHa,3-min fixes,hrs_indoors: 17; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PaulTag,Paul,Felis catus,2015-08-14 00:34:56.000,2015-08-20 15:18:06.000,Hunt: No; prey_p_month: 0,0.4 years,Neutered,m,collar,@Trip PC,removal,Paul,3-min fixes,hrs_indoors: 10; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Ruby2Tag,Ruby2,Felis catus,2015-08-14 00:48:53.000,2015-08-22 22:19:03.000,Hunt: Yes; prey_p_month: 6,2 years,Spayed,f,collar,@Trip PC,removal,Ruby2,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PantherTag,Panther,Felis catus,2015-08-14 02:43:21.000,2015-08-20 16:42:58.000,Hunt: Yes; prey_p_month: 0,2 years,Spayed,f,collar,@Trip PC,removal,Panther,3-min fixes,hrs_indoors: 17; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MittensTag,Mittens,Felis catus,2015-08-15 01:19:43.000,2015-08-20 06:10:20.000,Hunt: Yes; prey_p_month: 2,5 years,Spayed,f,collar,@Trip PC,removal,Mittens,3-min fixes,hrs_indoors: 10; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JesterTag,Jester,Felis catus,2015-08-15 01:28:34.000,2015-08-20 20:57:40.000,Hunt: Yes; prey_p_month: 2,5 years,Neutered,m,collar,@Trip PC,removal,Jester,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Ruby3Tag,Ruby3,Felis catus,2015-08-19 00:51:33.000,2015-08-25 12:53:55.000,Hunt: Yes; prey_p_month: 1,9 years,Spayed,f,collar,@Trip PC,removal,Ruby3,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AliTag,Ali,Felis catus,2015-08-19 01:34:26.000,2015-08-26 15:56:45.000,Hunt: Yes; prey_p_month: 5,0.67 years,Spayed,f,collar,@Trip PC,removal,Ali,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
StinkyTag,Stinky,Felis catus,2015-08-19 03:52:56.000,2015-08-25 08:29:34.000,Hunt: No; prey_p_month: 0,14 years,Spayed,f,collar,@Trip PC,removal,Stinky,3-min fixes,hrs_indoors: 6; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ShadowTag,Shadow,Felis catus,2015-08-20 00:32:32.000,2015-08-26 05:48:30.000,Hunt: Yes; prey_p_month: 13,8 years,Spayed,f,collar,@Trip PC,removal,Shadow,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
KikkiDeeTag,KikkiDee,Felis catus,2015-08-20 00:35:19.000,2015-08-26 09:18:30.000,Hunt: Yes; prey_p_month: 0,8 years,Spayed,f,collar,@Trip PC,removal,KikkiDee,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Jasper2Tag,Jasper2,Felis catus,2015-08-21 00:48:25.000,2015-08-29 03:38:03.000,Hunt: Yes; prey_p_month: 2,2 years,Neutered,m,collar,@Trip PC,removal,Jasper2,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SootyTa,Sooty,Felis catus,2015-08-21 05:43:18.000,2015-08-27 08:00:06.000,Hunt: Yes; prey_p_month: 2,10 years,Spayed,f,collar,@Trip PC,removal,Sooty,3-min fixes,hrs_indoors: 4; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
