tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-comments,animal-life-stage,animal-reproductive-condition,animal-sex,attachment-type,data-processing-software,deployment-end-type,deployment-id,duty-cycle,manipulation-comments,manipulation-type,study-site,tag-manufacturer-name,tag-mass,tag-model,tag-readout-method
TruffleTag,Truffle,Felis catus,2016-02-18 01:31:42.000,2016-02-25 14:59:12.000,Hunt: ; prey_p_month: 1,3 years,Spayed,f,collar,@Trip PC,removal,Truffle,3-min fixes,hrs_indoors: 1; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MissyTag,Missy,Felis catus,2016-02-18 01:32:33.000,2016-02-19 14:00:48.000,Hunt: Yes; prey_p_month: 2,3 years,Spayed,f,collar,@Trip PC,removal,Missy,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RafikiTag,Rafiki,Felis catus,2016-02-18 08:22:05.000,2016-02-24 02:42:57.000,Hunt: Yes; prey_p_month: 4,1 year,Spayed,f,collar,@Trip PC,removal,Rafiki,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CarmelloTag,Carmello,Felis catus,2016-02-18 13:58:01.000,2016-02-25 16:06:56.000,Hunt: Yes; prey_p_month: 0,9 years,Neutered,m,collar,@Trip PC,removal,Carmello,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MilkoMcCavityTag,MilkoMcCavity,Felis catus,2016-02-25 01:32:17.000,2016-03-03 14:57:17.000,Hunt: Yes; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,MilkoMcCavity,3-min fixes,hrs_indoors: 9; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Leo4Tag,Leo4,Felis catus,2016-02-25 01:33:28.000,2016-03-03 14:58:05.000,Hunt: No; prey_p_month: 0,16 years,Neutered,m,collar,@Trip PC,removal,Leo4,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LeilaTag,Leila,Felis catus,2016-02-25 01:34:27.000,2016-03-01 19:05:03.000,Hunt: Yes; prey_p_month: 11,8 years,Spayed,f,collar,@Trip PC,removal,Leila,3-min fixes,hrs_indoors: 4; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Kitty6Tag,Kitty6,Felis catus,2016-02-25 03:41:51.000,2016-03-02 17:40:19.000,Hunt: Yes; prey_p_month: 1,5 years,Spayed,f,collar,@Trip PC,removal,Kitty6,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SamsonTag,Samson,Felis catus,2016-02-25 08:45:57.000,2016-03-01 04:46:01.000,Hunt: Yes; prey_p_month: 1,5 years,Neutered,m,collar,@Trip PC,removal,Samson,3-min fixes,hrs_indoors: 18; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Delilah2Tag,Delilah2,Felis catus,2016-02-25 08:48:20.000,2016-03-02 13:17:59.000,Hunt: Yes; prey_p_month: 6,6 years,Spayed,f,collar,@Trip PC,removal,Delilah2,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SylvesterTag,Sylvester,Felis catus,2016-02-26 01:33:02.000,2016-03-05 09:03:27.000,Hunt: No; prey_p_month: 0,7 years,Neutered,m,collar,@Trip PC,removal,Sylvester,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BBTag,BB,Felis catus,2016-02-26 01:33:19.000,2016-03-04 15:06:00.000,Hunt: No; prey_p_month: 1,1 year,Spayed,f,collar,@Trip PC,removal,BB,3-min fixes,hrs_indoors: 20; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SallyTag,Sally,Felis catus,2016-02-26 07:13:04.000,2016-03-04 14:59:10.000,Hunt: Yes; prey_p_month: 1,4 years,Spayed,f,collar,@Trip PC,removal,Sally,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ElmoTag,Elmo,Felis catus,2016-03-04 01:30:39.000,2016-03-14 19:28:38.000,Hunt: Yes; prey_p_month: 2,12 years,Neutered,m,collar,@Trip PC,removal,Elmo,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
StealthTag,Stealth,Felis catus,2016-03-04 01:32:04.000,2016-03-11 12:45:29.000,Hunt: No; prey_p_month: 0,1 year,Neutered,m,collar,@Trip PC,removal,Stealth,3-min fixes,hrs_indoors: 20; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JonesTag,Jones,Felis catus,2016-03-04 01:32:33.000,2016-03-14 11:19:07.000,Hunt: ; prey_p_month: 0,11 years,Neutered,m,collar,@Trip PC,removal,Jones,3-min fixes,hrs_indoors: 6; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MimiTag,Mimi,Felis catus,2016-03-04 01:35:57.000,2016-03-11 17:48:08.000,Hunt: No; prey_p_month: 0,14 years,Spayed,f,collar,@Trip PC,removal,Mimi,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Charlie6Tag,Charlie6,Felis catus,2016-03-04 02:12:09.000,2016-03-13 02:52:13.000,Hunt: Yes; prey_p_month: 9,2 years,Neutered,m,collar,@Trip PC,removal,Charlie6,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Sox2Tag,Sox2,Felis catus,2016-03-04 04:10:25.000,2016-03-11 23:31:43.000,Hunt: No; prey_p_month: 0,0.4 years,Not Fixed,f,collar,@Trip PC,removal,Sox2,3-min fixes,hrs_indoors: 24; n_cats: 4,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
FrankTag,Frank,Felis catus,2016-03-04 11:55:03.000,2016-03-10 06:59:21.000,Hunt: No; prey_p_month: 0,0.5 years,Not Fixed,m,collar,@Trip PC,removal,Frank,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
DanaTag,Dana,Felis catus,2016-03-10 01:32:03.000,2016-03-17 06:39:51.000,Hunt: Yes; prey_p_month: 2,4 years,Spayed,f,collar,@Trip PC,removal,Dana,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GigiTag,Gigi,Felis catus,2016-03-10 01:32:39.000,2016-03-18 15:05:05.000,Hunt: Yes; prey_p_month: 1,13 years,Spayed,f,collar,@Trip PC,removal,Gigi,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
VenomTag,Venom,Felis catus,2016-03-10 01:32:56.000,2016-03-17 06:15:47.000,Hunt: Yes; prey_p_month: 4,7 years,, ,collar,@Trip PC,removal,Venom,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
WigglesTag,Wiggles,Felis catus,2016-03-10 01:33:03.000,2016-03-23 23:37:51.000,Hunt: Yes; prey_p_month: 11,2 years,Neutered,m,collar,@Trip PC,removal,Wiggles,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MagicTag,Magic,Felis catus,2016-03-10 05:49:31.000,2016-03-15 15:26:30.000,Hunt: Yes; prey_p_month: 3,6 years,Spayed,f,collar,@Trip PC,removal,Magic,3-min fixes,hrs_indoors: 4; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MowdiiTag,Mowdii,Felis catus,2016-03-10 12:59:04.000,2016-03-17 13:31:52.000,Hunt: Yes; prey_p_month: 3,8 years,Spayed,f,collar,@Trip PC,removal,Mowdii,3-min fixes,hrs_indoors: 19; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MynxTag,Mynx,Felis catus,2016-03-11 01:31:24.000,2016-03-20 14:59:43.000,Hunt: Yes; prey_p_month: 4,2 years,Neutered,m,collar,@Trip PC,removal,Mynx,3-min fixes,hrs_indoors: 10; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Sooty2Tag,Sooty2,Felis catus,2016-03-11 01:32:26.000,2016-03-20 14:57:11.000,Hunt: Yes; prey_p_month: 1,11 years,Spayed,f,collar,@Trip PC,removal,Sooty2,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SethTag,Seth,Felis catus,2016-03-11 01:33:55.000,2016-03-20 14:59:10.000,Hunt: ; prey_p_month: 0,1 year,Neutered,m,collar,@Trip PC,removal,Seth,3-min fixes,hrs_indoors: 8; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Henry2Tag,Henry2,Felis catus,2016-03-18 01:32:31.000,2016-03-24 04:28:59.000,Hunt: Yes; prey_p_month: 0,8 years,Neutered,m,collar,@Trip PC,removal,Henry2,3-min fixes,hrs_indoors: 5; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
EestiTag,Eesti,Felis catus,2016-03-18 01:33:21.000,2016-03-28 14:58:11.000,Hunt: Yes; prey_p_month: 1,5 years,Neutered,m,collar,@Trip PC,removal,Eesti,3-min fixes,hrs_indoors: 10; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RoseyTag,Rosey,Felis catus,2016-03-18 01:50:56.000,2016-03-24 12:42:32.000,Hunt: Yes; prey_p_month: 1,6 years,Spayed,f,collar,@Trip PC,removal,Rosey,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RemyTag,Remy,Felis catus,2016-03-24 03:10:03.000,2016-03-31 14:59:17.000,Hunt: Yes; prey_p_month: 21,10 years,Neutered,m,collar,@Trip PC,removal,Remy,3-min fixes,hrs_indoors: 4; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LunaTag,Luna,Felis catus,2016-03-24 22:10:45.000,2016-03-29 22:35:09.000,Hunt: Yes; prey_p_month: 0,0 years,Spayed,f,collar,@Trip PC,removal,Luna,3-min fixes,hrs_indoors: 9; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TiaTag,Tia,Felis catus,2016-03-25 02:17:55.000,2016-03-31 04:42:26.000,Hunt: Yes; prey_p_month: 3,10 years,Spayed,f,collar,@Trip PC,removal,Tia,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
