freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LCC3,SI04	26.6 	30.4 	30.8 	31.2 
A,CVA,LCC3,SK	15.9 	20.3 	24.9 	30.9 
A,CVA,LCC3,SK0	15.9 	20.3 	24.9 	30.9 
A,CVA,LCC3,SK01	63.6 	63.4 	: 	98.9 
A,CVA,LCC3,SK02	30.6 	36.1 	46.5 	51.8 
A,CVA,LCC3,SK03	37 	42.3 	43.8 	47.0 
A,CVA,LCC3,SK04	22.2 	35.3 	38.2 	44.7 
A,CVA,LCC3,UK	6.6 	5.6 	7.1 	11.0 
A,CVA,LCC3,UKC	71 	48.7 	92.8 	58.0 
A,CVA,LCC3,UKC1	96.9 	68.5 	92.5 	71.0 
A,CVA,LCC3,UKC2	102.5 	69 	: 	100.7 
A,CVA,LCC3,UKD	29.7 	21.6 	25.9 	31.2 
A,CVA,LCC3,UKD1	44.3 	36.4 	47.8 	43.3 
A,CVA,LCC3,UKD3	76.1 	74.5 	72.8 	51.9 
A,CVA,LCC3,UKD4	54.9 	55.5 	54.3 	102.3 
A,CVA,LCC3,UKD6	101.3 	43.1 	100.7 	57.8 
A,CVA,LCC3,UKD7	: 	69.7 	69.1 	102.3 
A,CVA,LCC3,UKE	32.9 	16.6 	35.8 	41.7 
A,CVA,LCC3,UKE1	: 	34.7 	: 	: 
A,CVA,LCC3,UKE2	54.5 	19.4 	47.1 	49.1 
A,CVA,LCC3,UKE3	54.9 	: 	97 	101.0 
A,CVA,LCC3,UKE4	63.2 	69.4 	66.6 	99.7 
A,CVA,LCC3,UKF	49.8 	29.8 	34.6 	29.0 
A,CVA,LCC3,UKF1	48.6 	32.8 	34.7 	41.1 
A,CVA,LCC3,UKF2	: 	: 	: 	50.2 
A,CVA,LCC3,UKF3	: 	57.5 	99.8 	69.6 
A,CVA,LCC3,UKG	26.3 	19.1 	25.2 	30.5 
A,CVA,LCC3,UKG1	45.1 	27.3 	30.4 	41.5 
A,CVA,LCC3,UKG2	34.4 	28 	47.7 	44.7 
A,CVA,LCC3,UKG3	94.3 	90.3 	103.9 	103.0 
A,CVA,LCC3,UKH	19.8 	25.7 	22.7 	24.3 
A,CVA,LCC3,UKH1	20.7 	30.6 	28.5 	35.0 
A,CVA,LCC3,UKH2	96.4 	54.5 	46.9 	40.1 
A,CVA,LCC3,UKH3	69.3 	98.3 	69.2 	56.9 
A,CVA,LCC3,UKI	59.5 	58.1 	68 	65.8 
A,CVA,LCC3,UKI4	: 	: 	: 	101.1 
A,CVA,LCC3,UKI5	77.5 	100.7 	101.8 	: 
A,CVA,LCC3,UKI6	111.8 	118.5 	119.3 	109.1 
A,CVA,LCC3,UKI7	: 	98.1 	: 	107.2 
A,CVA,LCC3,UKJ	18.6 	14.8 	16.5 	13.6 
A,CVA,LCC3,UKJ1	57.1 	36.2 	49.1 	29.3 
A,CVA,LCC3,UKJ2	34 	29.4 	34.8 	28.5 
A,CVA,LCC3,UKJ3	39.6 	27.7 	36.7 	29.3 
A,CVA,LCC3,UKJ4	30.3 	26.3 	22.7 	22.6 
A,CVA,LCC3,UKK	16.7 	21.7 	24.7 	24.7 
A,CVA,LCC3,UKK1	31.7 	55.6 	43.7 	35.5 
A,CVA,LCC3,UKK2	29.4 	40.8 	68.2 	70.8 
A,CVA,LCC3,UKK3	44.5 	43.1 	58.1 	50.2 
A,CVA,LCC3,UKK4	32.9 	38.7 	42.9 	62.5 
A,CVA,LCC3,UKL	24.8 	31.3 	37.2 	44.0 
A,CVA,LCC3,UKL1	35.1 	34.9 	37.1 	47.1 
A,CVA,LCC3,UKL2	34.4 	70.1 	: 	100.5 
A,CVA,LCC3,UKM	12 	11.7 	16.5 	27.1 
A,CVA,LCC3,UKM2	20 	20.3 	25 	: 
A,CVA,LCC3,UKM3	32.1 	22.6 	33 	: 
A,CVA,LCC3,UKM5	47.8 	68 	66.5 	52.6 
A,CVA,LCC3,UKM6	19.5 	19.8 	36.3 	46.0 
A,CVA,LCC3,UKM7	: 	: 	: 	57.2 
A,CVA,LCC3,UKM8	: 	: 	: 	73.9 
A,CVA,LCC3,UKM9	: 	: 	: 	49.0 
A,CVA,LCC3,UKN	50 	53 	58.9 	68.4 
A,CVA,LCC3,UKN0	50 	53 	58.9 	68.4 
A,KM2,LC,AT	83944 	83944 	83944 	83878 
A,KM2,LC,AT1	23574 	23574 	23574 	23558 
A,KM2,LC,AT11	3964 	3964 	3964 	3964 
A,KM2,LC,AT12	19195 	19195 	19195 	19179 
A,KM2,LC,AT13	415 	415 	415 	415 
A,KM2,LC,AT2	25956 	25956 	25956 	25935 
A,KM2,LC,AT21	9543 	9543 	9543 	9537 
A,KM2,LC,AT22	16413 	16413 	16413 	16398 
A,KM2,LC,AT3	34414 	34414 	34414 	34385 
A,KM2,LC,AT31	11985 	11985 	11985 	11981 
A,KM2,LC,AT32	7160 	7160 	7160 	7154 
A,KM2,LC,AT33	12648 	12648 	12648 	12648 
A,KM2,LC,AT34	2621 	2621 	2621 	2602 
A,KM2,LC,BE	30668 	30668 	30668 	30666 
A,KM2,LC,BE1	162 	162 	162 	162 
A,KM2,LC,BE10	162 	162 	162 	162 
A,KM2,LC,BE2	13599 	13599 	13599 	13599 
A,KM2,LC,BE21	2876 	2876 	2876 	2876 
A,KM2,LC,BE22	2428 	2428 	2428 	2429 
A,KM2,LC,BE23	3008 	3008 	3008 	3009 
A,KM2,LC,BE24	2119 	2119 	2119 	2118 
A,KM2,LC,BE25	3169 	3169 	3169 	3167 
A,KM2,LC,BE3	16905 	16905 	16905 	16905 
A,KM2,LC,BE31	1097 	1097 	1097 	1097 
A,KM2,LC,BE32	3814 	3814 	3814 	3813 
A,KM2,LC,BE33	3858 	3858 	3858 	3858 
A,KM2,LC,BE34	4460 	4460 	4460 	4461 
A,KM2,LC,BE35	3676 	3676 	3676 	3676 
A,KM2,LC,BG	110995 	110995 	110995 	110996 
A,KM2,LC,BG3	68328 	68328 	68328 	68329 
A,KM2,LC,BG31	19068 	19068 	19068 	19068 
A,KM2,LC,BG32	14812 	14812 	14812 	14812 
A,KM2,LC,BG33	14647 	14647 	14647 	14648 
A,KM2,LC,BG34	19801 	19801 	19801 	19801 
A,KM2,LC,BG4	42667 	42667 	42667 	42667 
A,KM2,LC,BG41	20300 	20300 	20300 	20301 
A,KM2,LC,BG42	22366 	22366 	22366 	22366 
A,KM2,LC,CY	9249 	9249 	9249 	9253 
A,KM2,LC,CY0	9249 	9249 	9249 	9253 
A,KM2,LC,CY00	9249 	9249 	9249 	9253 
A,KM2,LC,CZ	78874 	78874 	78874 	78871 
A,KM2,LC,CZ0	78874 	78874 	78874 	78871 
A,KM2,LC,CZ01	496 	496 	496 	496 
A,KM2,LC,CZ02	11017 	11017 	11017 	10929 
A,KM2,LC,CZ03	17620 	17620 	17620 	17707 
A,KM2,LC,CZ04	8650 	8650 	8650 	8649 
A,KM2,LC,CZ05	12443 	12443 	12443 	12441 
A,KM2,LC,CZ06	13991 	13991 	13991 	13984 
A,KM2,LC,CZ07	9229 	9229 	9229 	9235 
A,KM2,LC,CZ08	5428 	5428 	5428 	5430 
A,KM2,LC,DE	358327 	358327 	358327 	357569 
A,KM2,LC,DE1	36011 	36011 	36011 	35745 
A,KM2,LC,DE11	10557 	10557 	10557 	10556 
A,KM2,LC,DE12	6918 	6918 	6918 	6917 
A,KM2,LC,DE13	9401 	9401 	9401 	9355 
A,KM2,LC,DE14	9135 	9135 	9135 	8917 
A,KM2,LC,DE2	70584 	70584 	70584 	70543 
A,KM2,LC,DE21	17530 	17530 	17530 	17528 
A,KM2,LC,DE22	10326 	10326 	10326 	10328 
A,KM2,LC,DE23	9691 	9691 	9691 	9691 
A,KM2,LC,DE24	7232 	7232 	7232 	7232 
A,KM2,LC,DE25	7245 	7245 	7245 	7243 
A,KM2,LC,DE26	8530 	8530 	8530 	8530 
A,KM2,LC,DE27	10031 	10031 	10031 	9991 
A,KM2,LC,DE3	892 	892 	892 	891 
A,KM2,LC,DE30	892 	892 	892 	891 
A,KM2,LC,DE4	29654 	29654 	29654 	29656 
A,KM2,LC,DE40	29654 	29654 	29654 	29656 
A,KM2,LC,DE5	420 	420 	420 	420 
A,KM2,LC,DE50	420 	420 	420 	420 
A,KM2,LC,DE6	753 	753 	753 	755 
A,KM2,LC,DE60	753 	753 	753 	755 
A,KM2,LC,DE7	21115 	21115 	21115 	21115 
A,KM2,LC,DE71	7444 	7444 	7444 	7445 
A,KM2,LC,DE72	5380 	5380 	5380 	5382 
A,KM2,LC,DE73	8291 	8291 	8291 	8288 
A,KM2,LC,DE8	23073 	23073 	23073 	23293 
A,KM2,LC,DE80	23073 	23073 	23073 	23293 
A,KM2,LC,DE9	47780 	47780 	47780 	47710 
A,KM2,LC,DE91	8121 	8121 	8121 	8116 
A,KM2,LC,DE92	9066 	9066 	9066 	9065 
A,KM2,LC,DE93	15578 	15578 	15578 	15542 
A,KM2,LC,DE94	15015 	15015 	15015 	14987 
A,KM2,LC,DEA	34113 	34113 	34113 	34110 
A,KM2,LC,DEA1	5293 	5293 	5293 	5291 
A,KM2,LC,DEA2	7364 	7364 	7364 	7365 
A,KM2,LC,DEA3	6918 	6918 	6918 	6918 
A,KM2,LC,DEA4	6525 	6525 	6525 	6524 
A,KM2,LC,DEA5	8014 	8014 	8014 	8012 
A,KM2,LC,DEB	19856 	19856 	19856 	19853 
A,KM2,LC,DEB1	8076 	8076 	8076 	8075 
A,KM2,LC,DEB2	4929 	4929 	4929 	4926 
A,KM2,LC,DEB3	6851 	6851 	6851 	6852 
A,KM2,LC,DEC	2571 	2571 	2571 	2571 
A,KM2,LC,DEC0	2571 	2571 	2571 	2571 
A,KM2,LC,DED	18449 	18449 	18449 	18450 
A,KM2,LC,DED2	7946 	7946 	7946 	7944 
A,KM2,LC,DED4	6524 	6524 	6524 	6528 
A,KM2,LC,DED5	3978 	3978 	3978 	3978 
A,KM2,LC,DEE	20552 	20552 	20552 	20454 
A,KM2,LC,DEE0	20552 	20552 	20552 	20454 
A,KM2,LC,DEF	15721 	15721 	15721 	15802 
A,KM2,LC,DEF0	15721 	15721 	15721 	15802 
A,KM2,LC,DEG	16201 	16201 	16201 	16201 
A,KM2,LC,DEG0	16201 	16201 	16201 	16201 
A,KM2,LC,DK	43162 	43162 	43162 	42925 
A,KM2,LC,DK0	43162 	43162 	43162 	42925 
A,KM2,LC,DK01	2578 	2578 	2578 	2559 
A,KM2,LC,DK02	7320 	7320 	7320 	7224 
A,KM2,LC,DK03	12157 	12157 	12157 	12256 
A,KM2,LC,DK04	13168 	13168 	13168 	13007 
A,KM2,LC,DK05	7939 	7939 	7939 	7879 
A,KM2,LC,EE	45347 	45347 	45347 	45336 
A,KM2,LC,EE0	45347 	45347 	45347 	45336 
A,KM2,LC,EE00	45347 	45347 	45347 	45336 
A,KM2,LC,EL	131912 	131912 	131912 	131694 
A,KM2,LC,EL3	3816 	3816 	3816 	3817 
A,KM2,LC,EL30	3816 	3816 	3816 	3817 
A,KM2,LC,EL4	17505 	17505 	17505 	17505 
A,KM2,LC,EL41	3848 	3848 	3848 	3848 
A,KM2,LC,EL42	5311 	5311 	5311 	5311 
A,KM2,LC,EL43	8346 	8346 	8346 	8346 
A,KM2,LC,EL5	51638 	51638 	51638 	51638 
A,KM2,LC,EL51	14185 	14185 	14185 	14186 
A,KM2,LC,EL52	18839 	18839 	18839 	18838 
A,KM2,LC,EL53	9462 	9462 	9462 	9462 
A,KM2,LC,EL54	9152 	9152 	9152 	9152 
A,KM2,LC,EL6	58733 	58733 	58733 	58734 
A,KM2,LC,EL61	14051 	14051 	14051 	14050 
A,KM2,LC,EL62	2301 	2301 	2301 	2301 
A,KM2,LC,EL63	11313 	11313 	11313 	11314 
A,KM2,LC,EL64	15560 	15560 	15560 	15560 
A,KM2,LC,EL65	15508 	15508 	15508 	15509 
A,KM2,LC,ES	498504 	498504 	498504 	498502 
A,KM2,LC,ES1	45498 	45498 	45498 	45498 
A,KM2,LC,ES11	29570 	29570 	29570 	29571 
A,KM2,LC,ES12	10601 	10601 	10601 	10601 
A,KM2,LC,ES13	5326 	5326 	5326 	5326 
A,KM2,LC,ES2	70386 	70386 	70386 	70387 
A,KM2,LC,ES21	7229 	7229 	7229 	7229 
A,KM2,LC,ES22	10391 	10391 	10391 	10391 
A,KM2,LC,ES23	5045 	5045 	5045 	5045 
A,KM2,LC,ES24	47721 	47721 	47721 	47722 
A,KM2,LC,ES3	8031 	8031 	8031 	8031 
A,KM2,LC,ES30	8031 	8031 	8031 	8031 
A,KM2,LC,ES4	215318 	215318 	215318 	215317 
A,KM2,LC,ES41	94226 	94226 	94226 	94225 
A,KM2,LC,ES42	79458 	79458 	79458 	79458 
A,KM2,LC,ES43	41634 	41634 	41634 	41634 
A,KM2,LC,ES5	60357 	60357 	60357 	60355 
A,KM2,LC,ES51	32110 	32110 	32110 	32110 
A,KM2,LC,ES52	23255 	23255 	23255 	23255 
A,KM2,LC,ES53	4991 	4991 	4991 	4990 
A,KM2,LC,ES6	98914 	98914 	98914 	98914 
A,KM2,LC,ES61	87600 	87600 	87600 	87600 
A,KM2,LC,ES62	11314 	11314 	11314 	11314 
A,KM2,LC,EU27_2007	: 	4322887 	4322887 	4312894 
A,KM2,LC,EU27_2020	: 	: 	4131663 	4125107 
A,KM2,LC,EU28	: 	: 	4379426 	4369488 
A,KM2,LC,EU_V	3963260 	3963260 	3963260 	3953931 
A,KM2,LC,FI	337547 	337547 	337547 	338411 
A,KM2,LC,FI1	336176 	336176 	336176 	336830 
A,KM2,LC,FI19	64611 	64611 	64611 	64763 
A,KM2,LC,FI1B	9414 	9414 	9414 	9568 
A,KM2,LC,FI1C	35063 	35063 	35063 	35379 
A,KM2,LC,FI1D	227088 	227088 	227088 	227120 
A,KM2,LC,FI2	1371 	1371 	1371 	1581 
A,KM2,LC,FI20	1371 	1371 	1371 	1581 
A,KM2,LC,FR	549060 	549060 	549060 	549060 
A,KM2,LC,FR1	12069 	12069 	12069 	12070 
A,KM2,LC,FR10	12069 	12069 	12069 	12070 
A,KM2,LC,FR2	146620 	146620 	146620 	: 
A,KM2,LC,FR21	25719 	25719 	25719 	: 
A,KM2,LC,FR22	19505 	19505 	19505 	: 
A,KM2,LC,FR23	12354 	12354 	12354 	: 
A,KM2,LC,FR24	39530 	39530 	39530 	: 
A,KM2,LC,FR25	17759 	17759 	17759 	: 
A,KM2,LC,FR26	31753 	31753 	31753 	: 
A,KM2,LC,FR3	12445 	12445 	12445 	: 
A,KM2,LC,FR30	12445 	12445 	12445 	: 
A,KM2,LC,FR4	48306 	48306 	48306 	: 
A,KM2,LC,FR41	23669 	23669 	23669 	: 
A,KM2,LC,FR42	8329 	8329 	8329 	: 
A,KM2,LC,FR43	16307 	16307 	16307 	: 
A,KM2,LC,FR5	85814 	85814 	85814 	: 
A,KM2,LC,FR51	32376 	32376 	32376 	: 
A,KM2,LC,FR52	27471 	27471 	27471 	: 
A,KM2,LC,FR53	25967 	25967 	25967 	: 
A,KM2,LC,FR6	104463 	104463 	104463 	: 
A,KM2,LC,FR61	41804 	41804 	41804 	: 
A,KM2,LC,FR62	45603 	45603 	45603 	: 
A,KM2,LC,FR63	17056 	17056 	17056 	: 
A,KM2,LC,FR7	71136 	71136 	71136 	: 
A,KM2,LC,FR71	44963 	44963 	44963 	: 
A,KM2,LC,FR72	26173 	26173 	26173 	: 
A,KM2,LC,FR8	68207 	68207 	68207 	: 
A,KM2,LC,FR81	27643 	27643 	27643 	: 
A,KM2,LC,FR82	31838 	31838 	31838 	: 
A,KM2,LC,FR83	8726 	8726 	8726 	: 
A,KM2,LC,FRB	: 	: 	: 	39529 
A,KM2,LC,FRB0	: 	: 	: 	39529 
A,KM2,LC,FRC	: 	: 	: 	48062 
A,KM2,LC,FRC1	: 	: 	: 	31754 
A,KM2,LC,FRC2	: 	: 	: 	16308 
A,KM2,LC,FRD	: 	: 	: 	30113 
A,KM2,LC,FRD1	: 	: 	: 	17758 
A,KM2,LC,FRD2	: 	: 	: 	12355 
A,KM2,LC,FRE	: 	: 	: 	31949 
A,KM2,LC,FRE1	: 	: 	: 	12444 
A,KM2,LC,FRE2	: 	: 	: 	19505 
A,KM2,LC,FRF	: 	: 	: 	57718 
A,KM2,LC,FRF1	: 	: 	: 	8329 
A,KM2,LC,FRF2	: 	: 	: 	25720 
A,KM2,LC,FRF3	: 	: 	: 	23669 
A,KM2,LC,FRG	: 	: 	: 	32376 
A,KM2,LC,FRG0	: 	: 	: 	32376 
A,KM2,LC,FRH	: 	: 	: 	27471 
A,KM2,LC,FRH0	: 	: 	: 	27471 
A,KM2,LC,FRI	: 	: 	: 	84827 
A,KM2,LC,FRI1	: 	: 	: 	41804 
A,KM2,LC,FRI2	: 	: 	: 	17056 
A,KM2,LC,FRI3	: 	: 	: 	25967 
A,KM2,LC,FRJ	: 	: 	: 	73246 
A,KM2,LC,FRJ1	: 	: 	: 	27643 
A,KM2,LC,FRJ2	: 	: 	: 	45603 
A,KM2,LC,FRK	: 	: 	: 	71134 
A,KM2,LC,FRK1	: 	: 	: 	26172 
A,KM2,LC,FRK2	: 	: 	: 	44962 
A,KM2,LC,FRL	: 	: 	: 	31839 
A,KM2,LC,FRL0	: 	: 	: 	31839 
A,KM2,LC,FRM	: 	: 	: 	8726 
A,KM2,LC,FRM0	: 	: 	: 	8726 
A,KM2,LC,HR	56539 	56539 	56539 	56594 
A,KM2,LC,HR0	56539 	56539 	56539 	56594 
A,KM2,LC,HR03	24688 	24688 	24688 	24705 
A,KM2,LC,HR04	31850 	31850 	31850 	31889 
A,KM2,LC,HU	93013 	93013 	93013 	93012 
A,KM2,LC,HU1	6916 	6916 	6916 	6916 
A,KM2,LC,HU10	6916 	6916 	6916 	: 
A,KM2,LC,HU11	: 	: 	: 	525 
A,KM2,LC,HU12	: 	: 	: 	6391 
A,KM2,LC,HU2	36612 	36612 	36612 	36611 
A,KM2,LC,HU21	11086 	11086 	11086 	11086 
A,KM2,LC,HU22	11329 	11329 	11329 	11328 
A,KM2,LC,HU23	14197 	14197 	14197 	14197 
A,KM2,LC,HU3	49485 	49485 	49485 	49485 
A,KM2,LC,HU31	13426 	13426 	13426 	13426 
A,KM2,LC,HU32	17723 	17723 	17723 	17723 
A,KM2,LC,HU33	18336 	18336 	18336 	18336 
A,KM2,LC,IE	70601 	70601 	70601 	69947 
A,KM2,LC,IE0	69946 	69946 	69946 	69947 
A,KM2,LC,IE01	33273 	33273 	33273 	: 
A,KM2,LC,IE02	36673 	36673 	36673 	: 
A,KM2,LC,IE04	: 	: 	: 	25796 
A,KM2,LC,IE05	: 	: 	: 	29685 
A,KM2,LC,IE06	: 	: 	: 	14466 
A,KM2,LC,IT	301291 	301291 	301291 	302073 
A,KM2,LC,ITC	57956 	57956 	57956 	57928 
A,KM2,LC,ITC1	25401 	25401 	25401 	25387 
A,KM2,LC,ITC2	3260 	3260 	3260 	3261 
A,KM2,LC,ITC3	5418 	5418 	5418 	5416 
A,KM2,LC,ITC4	23877 	23877 	23877 	23864 
A,KM2,LC,ITF	73262 	73262 	73262 	73800 
A,KM2,LC,ITF1	10796 	10796 	10796 	10833 
A,KM2,LC,ITF2	4440 	4440 	4440 	4461 
A,KM2,LC,ITF3	13599 	13599 	13599 	13670 
A,KM2,LC,ITF4	19354 	19354 	19354 	19541 
A,KM2,LC,ITF5	9992 	9992 	9992 	10073 
A,KM2,LC,ITF6	15081 	15081 	15081 	15222 
A,KM2,LC,ITG	49820 	49820 	49820 	49933 
A,KM2,LC,ITG1	25714 	25714 	25714 	25833 
A,KM2,LC,ITG2	24106 	24106 	24106 	24100 
A,KM2,LC,ITH	61516 	61516 	61516 	62327 
A,KM2,LC,ITH1	7397 	7397 	7397 	7398 
A,KM2,LC,ITH2	6208 	6208 	6208 	6207 
A,KM2,LC,ITH3	17753 	17753 	17753 	18407 
A,KM2,LC,ITH4	7708 	7708 	7708 	7862 
A,KM2,LC,ITH5	22450 	22450 	22450 	22453 
A,KM2,LC,ITI	58022 	58022 	58022 	58085 
A,KM2,LC,ITI1	22985 	22985 	22985 	22988 
A,KM2,LC,ITI2	8454 	8454 	8454 	8464 
A,KM2,LC,ITI3	9382 	9382 	9382 	9401 
A,KM2,LC,ITI4	17201 	17201 	17201 	17232 
A,KM2,LC,LT	65412 	65412 	65412 	65284 
A,KM2,LC,LT0	64899 	64899 	64899 	65284 
A,KM2,LC,LT00	64899 	64899 	64899 	: 
A,KM2,LC,LT01	: 	: 	: 	9730 
A,KM2,LC,LT02	: 	: 	: 	55554 
A,KM2,LC,LU	2595 	2595 	2595 	2595 
A,KM2,LC,LU0	2595 	2595 	2595 	2595 
A,KM2,LC,LU00	2595 	2595 	2595 	2595 
A,KM2,LC,LV	65519 	65519 	65519 	64586 
A,KM2,LC,LV0	64586 	64586 	64586 	64586 
A,KM2,LC,LV00	64586 	64586 	64586 	64586 
A,KM2,LC,MT	315 	315 	315 	316 
A,KM2,LC,MT0	315 	315 	315 	316 
A,KM2,LC,MT00	315 	315 	315 	316 
A,KM2,LC,NL	37824 	37824 	37824 	37378 
A,KM2,LC,NL1	9080 	9080 	9080 	9082 
A,KM2,LC,NL11	2406 	2406 	2406 	2405 
A,KM2,LC,NL12	3994 	3994 	3994 	3997 
A,KM2,LC,NL13	2680 	2680 	2680 	2680 
A,KM2,LC,NL2	10971 	10971 	10971 	10971 
A,KM2,LC,NL21	3421 	3421 	3421 	3421 
A,KM2,LC,NL22	5137 	5137 	5137 	5137 
A,KM2,LC,NL23	2413 	2413 	2413 	2413 
A,KM2,LC,NL3	10027 	10027 	10027 	10034 
A,KM2,LC,NL31	1449 	1449 	1449 	1449 
A,KM2,LC,NL32	3405 	3405 	3405 	3403 
A,KM2,LC,NL33	3237 	3237 	3237 	3247 
A,KM2,LC,NL34	1936 	1936 	1936 	1935 
A,KM2,LC,NL4	7291 	7291 	7291 	7291 
A,KM2,LC,NL41	5082 	5082 	5082 	5082 
A,KM2,LC,NL42	2209 	2209 	2209 	2209 
A,KM2,LC,PL	313851 	313851 	313851 	311928 
A,KM2,LC,PL1	53778 	53778 	53778 	: 
A,KM2,LC,PL11	18219 	18219 	18219 	: 
A,KM2,LC,PL12	35559 	35559 	35559 	: 
A,KM2,LC,PL2	27518 	27518 	27518 	27516 
A,KM2,LC,PL21	15184 	15184 	15184 	15183 
A,KM2,LC,PL22	12334 	12334 	12334 	12333 
A,KM2,LC,PL3	74864 	74864 	74864 	: 
A,KM2,LC,PL31	25123 	25123 	25123 	: 
A,KM2,LC,PL32	17846 	17846 	17846 	: 
A,KM2,LC,PL33	11709 	11709 	11709 	: 
A,KM2,LC,PL34	20187 	20187 	20187 	: 
A,KM2,LC,PL4	66258 	66258 	66258 	66257 
A,KM2,LC,PL41	29827 	29827 	29827 	29826 
A,KM2,LC,PL42	22443 	22443 	22443 	22443 
A,KM2,LC,PL43	13988 	13988 	13988 	13988 
A,KM2,LC,PL5	29358 	29358 	29358 	29359 
A,KM2,LC,PL51	19947 	19947 	19947 	19947 
A,KM2,LC,PL52	9411 	9411 	9411 	9412 
A,KM2,LC,PL6	60152 	60152 	60152 	60153 
A,KM2,LC,PL61	17972 	17972 	17972 	17972 
A,KM2,LC,PL62	24011 	24011 	24011 	24011 
A,KM2,LC,PL63	18170 	18170 	18170 	18170 
A,KM2,LC,PL7	: 	: 	: 	29928 
A,KM2,LC,PL71	: 	: 	: 	18219 
A,KM2,LC,PL72	: 	: 	: 	11709 
A,KM2,LC,PL8	: 	: 	: 	63156 
A,KM2,LC,PL81	: 	: 	: 	25123 
A,KM2,LC,PL82	: 	: 	: 	17846 
A,KM2,LC,PL84	: 	: 	: 	20187 
A,KM2,LC,PL9	: 	: 	: 	35559 
A,KM2,LC,PL91	: 	: 	: 	6104 
A,KM2,LC,PL92	: 	: 	: 	29455 
A,KM2,LC,PT	88847 	88847 	88847 	89103 
A,KM2,LC,PT1	88847 	88847 	88847 	89103 
A,KM2,LC,PT11	21285 	21285 	21285 	21287 
A,KM2,LC,PT15	4996 	4996 	4996 	4997 
A,KM2,LC,PT16	28192 	28192 	28192 	28200 
A,KM2,LC,PT17	2853 	2853 	2853 	3015 
A,KM2,LC,PT18	31522 	31522 	31522 	31604 
A,KM2,LC,RO	239068 	239068 	239068 	238398 
A,KM2,LC,RO1	68266 	68266 	68266 	68252 
A,KM2,LC,RO11	34157 	34157 	34157 	34160 
A,KM2,LC,RO12	34109 	34109 	34109 	34092 
A,KM2,LC,RO2	72591 	72591 	72591 	72627 
A,KM2,LC,RO21	36851 	36851 	36851 	36853 
A,KM2,LC,RO22	35740 	35740 	35740 	35774 
A,KM2,LC,RO3	36275 	36275 	36275 	36271 
A,KM2,LC,RO31	34471 	34471 	34471 	34467 
A,KM2,LC,RO32	1804 	1804 	1804 	1804 
A,KM2,LC,RO4	61237 	61237 	61237 	61248 
A,KM2,LC,RO41	29209 	29209 	29209 	29206 
A,KM2,LC,RO42	32027 	32027 	32027 	32042 
A,KM2,LC,SE	449896 	449896 	449896 	447424 
A,KM2,LC,SE1	50398 	50398 	50398 	50307 
A,KM2,LC,SE11	7093 	7093 	7093 	7153 
A,KM2,LC,SE12	43305 	43305 	43305 	43154 
A,KM2,LC,SE2	84983 	84983 	84983 	84685 
A,KM2,LC,SE21	35987 	35987 	35987 	35879 
A,KM2,LC,SE22	14398 	14398 	14398 	14341 
A,KM2,LC,SE23	34598 	34598 	34598 	34465 
A,KM2,LC,SE3	314337 	314337 	314337 	312432 
A,KM2,LC,SE31	72012 	72012 	72012 	71640 
A,KM2,LC,SE32	77173 	77173 	77173 	76709 
A,KM2,LC,SE33	165152 	165152 	165152 	164083 
A,KM2,LC,SI	20277 	20277 	20277 	20273 
A,KM2,LC,SI0	20277 	20277 	20277 	20273 
A,KM2,LC,SI03	12436 	12436 	12436 	12433 
A,KM2,LC,SI04	7841 	7841 	7841 	7840 
A,KM2,LC,SK	49026 	49026 	49026 	49035 
A,KM2,LC,SK0	49026 	49026 	49026 	49035 
A,KM2,LC,SK01	2052 	2052 	2052 	2053 
A,KM2,LC,SK02	14990 	14990 	14990 	14992 
A,KM2,LC,SK03	16261 	16261 	16261 	16263 
A,KM2,LC,SK04	15723 	15723 	15723 	15727 
A,KM2,LC,UK	247763 	247763 	247763 	244381 
A,KM2,LC,UKC	8607 	8607 	8607 	8593 
A,KM2,LC,UKC1	3030 	3030 	3030 	3027 
A,KM2,LC,UKC2	5576 	5576 	5576 	5566 
A,KM2,LC,UKD	14183 	14183 	14183 	14164 
A,KM2,LC,UKD1	6832 	6832 	6832 	6822 
A,KM2,LC,UKD3	1277 	1277 	1277 	1276 
A,KM2,LC,UKD4	3083 	3083 	3083 	3076 
A,KM2,LC,UKD6	2267 	2267 	2267 	2264 
A,KM2,LC,UKD7	725 	725 	725 	726 
A,KM2,LC,UKE	15429 	15429 	15429 	15409 
A,KM2,LC,UKE1	3523 	3523 	3523 	3515 
A,KM2,LC,UKE2	8322 	8322 	8322 	8312 
A,KM2,LC,UKE3	1553 	1553 	1553 	1552 
A,KM2,LC,UKE4	2031 	2031 	2031 	2030 
A,KM2,LC,UKF	15643 	15643 	15643 	15643 
A,KM2,LC,UKF1	4794 	4794 	4794 	4788 
A,KM2,LC,UKF2	4921 	4921 	4921 	4918 
A,KM2,LC,UKF3	5928 	5928 	5928 	5937 
A,KM2,LC,UKG	13014 	13014 	13014 	13004 
A,KM2,LC,UKG1	5902 	5902 	5902 	5899 
A,KM2,LC,UKG2	6209 	6209 	6209 	6203 
A,KM2,LC,UKG3	902 	902 	902 	902 
A,KM2,LC,UKH	19160 	19160 	19160 	19136 
A,KM2,LC,UKH1	12593 	12593 	12593 	12580 
