freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LCC1,UKH1	11.5 	12 	11.1 	12.0 
A,CVA,LCC1,UKH2	18.7 	24.6 	18.8 	17.6 
A,CVA,LCC1,UKH3	29 	29.3 	28.4 	23.2 
A,CVA,LCC1,UKI	53.1 	46.6 	41.5 	24.1 
A,CVA,LCC1,UKI5	: 	100.7 	72.1 	36.4 
A,CVA,LCC1,UKI6	71.8 	63.9 	90.9 	49.9 
A,CVA,LCC1,UKI7	90.3 	98.1 	71.9 	110.0 
A,CVA,LCC1,UKJ	5.9 	7 	6.6 	6.4 
A,CVA,LCC1,UKJ1	12.7 	17.5 	16.1 	11.3 
A,CVA,LCC1,UKJ2	10.6 	10.4 	10.8 	11.6 
A,CVA,LCC1,UKJ3	10.7 	13.5 	12.6 	12.3 
A,CVA,LCC1,UKJ4	14.2 	19.4 	14.7 	17.6 
A,CVA,LCC1,UKK	7 	7.2 	6.3 	6.5 
A,CVA,LCC1,UKK1	12.1 	10.5 	10.5 	11.2 
A,CVA,LCC1,UKK2	14.5 	15.3 	13.3 	16.1 
A,CVA,LCC1,UKK3	23.8 	29.2 	17.6 	17.3 
A,CVA,LCC1,UKK4	11.3 	12.8 	11.9 	10.6 
A,CVA,LCC1,UKL	5.7 	5.9 	6 	7.4 
A,CVA,LCC1,UKL1	6.8 	7.2 	7.5 	8.6 
A,CVA,LCC1,UKL2	10.3 	10 	9.9 	14.2 
A,CVA,LCC1,UKM	3.6 	2.5 	3.3 	4.9 
A,CVA,LCC1,UKM2	7.9 	5.9 	6.8 	: 
A,CVA,LCC1,UKM3	7.8 	5.8 	6.5 	: 
A,CVA,LCC1,UKM5	14 	11.5 	12 	14.2 
A,CVA,LCC1,UKM6	5 	3.3 	4.9 	8.4 
A,CVA,LCC1,UKM7	: 	: 	: 	14.6 
A,CVA,LCC1,UKM8	: 	: 	: 	23.1 
A,CVA,LCC1,UKM9	: 	: 	: 	7.0 
A,CVA,LCC1,UKN	10.9 	11.6 	11.2 	33.4 
A,CVA,LCC1,UKN0	10.9 	11.6 	11.2 	33.4 
A,CVA,LCC2,AT	5.4 	5.4 	5.3 	10.0 
A,CVA,LCC2,AT1	17.3 	24.4 	19.4 	27.0 
A,CVA,LCC2,AT11	69.1 	95.9 	58.4 	62.8 
A,CVA,LCC2,AT12	17.9 	25.3 	20.6 	28.6 
A,CVA,LCC2,AT2	9.7 	9.6 	10 	14.3 
A,CVA,LCC2,AT21	21.1 	20.5 	21.4 	21.8 
A,CVA,LCC2,AT22	11 	10.8 	11.2 	17.8 
A,CVA,LCC2,AT3	6.7 	6.6 	6.4 	13.3 
A,CVA,LCC2,AT31	20.8 	21.7 	22.8 	26.1 
A,CVA,LCC2,AT32	16.6 	16.8 	14.4 	18.8 
A,CVA,LCC2,AT33	8.1 	7.9 	7.9 	20.2 
A,CVA,LCC2,AT34	19.8 	21.4 	19.3 	23.1 
A,CVA,LCC2,BE	19 	21.6 	23.8 	15.7 
A,CVA,LCC2,BE2	36.5 	30.5 	31.3 	31.5 
A,CVA,LCC2,BE21	: 	67.6 	69.2 	99.1 
A,CVA,LCC2,BE22	43.7 	48.8 	36 	49.1 
A,CVA,LCC2,BE23	: 	69.8 	: 	70.8 
A,CVA,LCC2,BE24	63.4 	: 	: 	: 
A,CVA,LCC2,BE25	: 	56.3 	97.4 	52.6 
A,CVA,LCC2,BE3	22.3 	29.7 	36.4 	17.9 
A,CVA,LCC2,BE32	47 	65.1 	105 	70.8 
A,CVA,LCC2,BE33	49.4 	46.9 	50.3 	23.4 
A,CVA,LCC2,BE34	37.2 	68.4 	70.5 	31.1 
A,CVA,LCC2,BE35	48.6 	66.2 	99.3 	59.6 
A,CVA,LCC2,BG	: 	5.4 	5.6 	5.6 
A,CVA,LCC2,BG3	: 	7.7 	7.3 	7.3 
A,CVA,LCC2,BG31	: 	15 	13.2 	13.1 
A,CVA,LCC2,BG32	: 	14.9 	15.3 	15.2 
A,CVA,LCC2,BG33	: 	19.8 	18.5 	15.6 
A,CVA,LCC2,BG34	: 	13.5 	13.4 	13.7 
A,CVA,LCC2,BG4	: 	7.6 	8.5 	9.0 
A,CVA,LCC2,BG41	: 	9.6 	10.9 	12.0 
A,CVA,LCC2,BG42	: 	12.6 	13.6 	13.5 
A,CVA,LCC2,CY	: 	6 	5.1 	3.8 
A,CVA,LCC2,CY0	: 	6 	5.1 	3.8 
A,CVA,LCC2,CY00	: 	6 	5.1 	3.8 
A,CVA,LCC2,CZ	17 	14.1 	13.9 	20.0 
A,CVA,LCC2,CZ0	17 	14.1 	13.9 	20.0 
A,CVA,LCC2,CZ01	: 	: 	102.9 	98.3 
A,CVA,LCC2,CZ02	68.4 	48.4 	67.7 	35.7 
A,CVA,LCC2,CZ03	30.7 	25.6 	23.5 	37.1 
A,CVA,LCC2,CZ04	43 	28.8 	30.3 	32.2 
A,CVA,LCC2,CZ05	57 	47.7 	49.9 	46.4 
A,CVA,LCC2,CZ06	45.3 	47.6 	42.9 	33.3 
A,CVA,LCC2,CZ07	38.8 	42.6 	49.5 	53.3 
A,CVA,LCC2,CZ08	68.6 	48 	58.8 	58.6 
A,CVA,LCC2,DE	8.4 	7.3 	7.5 	10.7 
A,CVA,LCC2,DE1	24.2 	30.5 	49.1 	41.2 
A,CVA,LCC2,DE11	68.6 	47.2 	70.8 	75.0 
A,CVA,LCC2,DE12	31.8 	44.9 	: 	60.7 
A,CVA,LCC2,DE13	97.1 	91.7 	: 	75.3 
A,CVA,LCC2,DE14	: 	: 	69.6 	99.7 
A,CVA,LCC2,DE2	20.1 	18.1 	18.9 	20.3 
A,CVA,LCC2,DE21	30 	22.8 	27.1 	29.3 
A,CVA,LCC2,DE22	: 	: 	70.2 	72.3 
A,CVA,LCC2,DE23	98 	55.8 	99.7 	74.2 
A,CVA,LCC2,DE24	43.7 	90.8 	65.6 	100.1 
A,CVA,LCC2,DE25	: 	96.7 	94.9 	: 
A,CVA,LCC2,DE26	67.6 	96.7 	93 	76.9 
A,CVA,LCC2,DE27	40.4 	34.3 	36.2 	37.0 
A,CVA,LCC2,DE4	27.3 	19.3 	18 	28.9 
A,CVA,LCC2,DE40	27.3 	19.3 	18 	28.9 
A,CVA,LCC2,DE7	38.5 	28.4 	32.3 	29.3 
A,CVA,LCC2,DE71	54.6 	52.7 	: 	100.3 
A,CVA,LCC2,DE72	: 	47.5 	93.7 	45.4 
A,CVA,LCC2,DE73	54.4 	48.7 	35.7 	40.2 
A,CVA,LCC2,DE8	29.3 	28.4 	25 	34.8 
A,CVA,LCC2,DE80	29.3 	28.4 	25 	34.8 
A,CVA,LCC2,DE9	48.2 	24.4 	24.4 	44.9 
A,CVA,LCC2,DE91	: 	50.1 	98.5 	82.7 
A,CVA,LCC2,DE92	97.5 	57.2 	: 	: 
A,CVA,LCC2,DE93	65.7 	34.5 	28 	63.1 
A,CVA,LCC2,DE94	99.4 	97.1 	56.3 	47.6 
A,CVA,LCC2,DEA	36.7 	21.5 	25.9 	27.4 
A,CVA,LCC2,DEA1	: 	97.6 	: 	70.0 
A,CVA,LCC2,DEA2	62.6 	61.3 	48.8 	99.8 
A,CVA,LCC2,DEA3	: 	: 	68.5 	: 
A,CVA,LCC2,DEA4	94.1 	49.5 	68.7 	55.5 
A,CVA,LCC2,DEA5	52.9 	26.3 	38.1 	36.7 
A,CVA,LCC2,DEB	20 	24.5 	26.1 	31.1 
A,CVA,LCC2,DEB1	40 	35.6 	31.9 	38.1 
A,CVA,LCC2,DEB2	41.5 	42.9 	49 	53.9 
A,CVA,LCC2,DEB3	27.6 	54.8 	96.3 	: 
A,CVA,LCC2,DEC	: 	91.6 	: 	97.5 
A,CVA,LCC2,DEC0	: 	91.6 	: 	97.5 
A,CVA,LCC2,DED	55 	33.2 	44.9 	45.0 
A,CVA,LCC2,DED2	66.8 	48.1 	54.2 	48.0 
A,CVA,LCC2,DED4	96.6 	: 	: 	: 
A,CVA,LCC2,DED5	: 	45.8 	69.8 	101.1 
A,CVA,LCC2,DEE	33.5 	23.8 	24.7 	32.0 
A,CVA,LCC2,DEE0	33.5 	23.8 	24.7 	32.0 
A,CVA,LCC2,DEF	38.9 	47.6 	45.2 	53.6 
A,CVA,LCC2,DEF0	38.9 	47.6 	45.2 	53.6 
A,CVA,LCC2,DEG	32.3 	37.1 	29.3 	40.9 
A,CVA,LCC2,DEG0	32.3 	37.1 	29.3 	40.9 
A,CVA,LCC2,DK	15.6 	12.7 	13.5 	14.4 
A,CVA,LCC2,DK0	15.6 	12.7 	13.5 	14.4 
A,CVA,LCC2,DK01	: 	: 	: 	100.0 
A,CVA,LCC2,DK02	: 	: 	56.1 	57.9 
A,CVA,LCC2,DK03	33.7 	27.2 	30.1 	29.8 
A,CVA,LCC2,DK04	21.7 	21.7 	24.6 	24.2 
A,CVA,LCC2,DK05	35.3 	19.4 	22.3 	24.9 
A,CVA,LCC2,EE	9 	10.9 	13.8 	13.9 
A,CVA,LCC2,EE0	9 	10.9 	13.8 	13.9 
A,CVA,LCC2,EE00	9 	10.9 	13.8 	13.9 
A,CVA,LCC2,EL	3 	2.1 	2.1 	3.3 
A,CVA,LCC2,EL3	20.1 	11.4 	9.6 	13.4 
A,CVA,LCC2,EL30	20.1 	11.4 	9.6 	13.4 
A,CVA,LCC2,EL4	7 	4.2 	4 	6.0 
A,CVA,LCC2,EL41	15.9 	12 	9.5 	11.2 
A,CVA,LCC2,EL42	8.9 	5.7 	5.4 	10.4 
A,CVA,LCC2,EL43	20.4 	6.9 	7.2 	9.1 
A,CVA,LCC2,EL5	5.2 	4.7 	4.7 	6.3 
A,CVA,LCC2,EL51	10.8 	11 	10.5 	13.7 
A,CVA,LCC2,EL52	9.4 	8.3 	8.2 	14.5 
A,CVA,LCC2,EL53	15.4 	12.3 	12.4 	14.7 
A,CVA,LCC2,EL54	9.1 	7.9 	8.8 	8.8 
A,CVA,LCC2,EL6	4.5 	3 	2.9 	5.2 
A,CVA,LCC2,EL61	10 	7.3 	7 	12.2 
A,CVA,LCC2,EL62	20.5 	13.7 	11.1 	13.3 
A,CVA,LCC2,EL63	9.5 	7.3 	6.8 	11.2 
A,CVA,LCC2,EL64	10.2 	6.7 	6.4 	9.7 
A,CVA,LCC2,EL65	8.3 	4.6 	4.7 	10.2 
A,CVA,LCC2,ES	1.7 	1 	1.1 	2.1 
A,CVA,LCC2,ES1	4.8 	3.5 	3.5 	5.9 
A,CVA,LCC2,ES11	6.6 	4.4 	4.2 	6.1 
A,CVA,LCC2,ES12	7.2 	6.3 	7.4 	14.6 
A,CVA,LCC2,ES13	15.9 	12 	15.3 	17.2 
A,CVA,LCC2,ES2	5.1 	2.7 	2.6 	4.1 
A,CVA,LCC2,ES21	20.2 	17.4 	15.8 	17.5 
A,CVA,LCC2,ES22	25.8 	11.6 	9.9 	10.5 
A,CVA,LCC2,ES23	13.2 	8.3 	7.9 	16.6 
A,CVA,LCC2,ES24	5.7 	2.9 	2.8 	4.7 
A,CVA,LCC2,ES3	11.5 	8.8 	8.7 	11.3 
A,CVA,LCC2,ES30	11.5 	8.8 	8.7 	11.3 
A,CVA,LCC2,ES4	2.5 	1.7 	1.7 	3.7 
A,CVA,LCC2,ES41	3 	2.5 	2.3 	5.0 
A,CVA,LCC2,ES42	4.7 	2.9 	2.9 	6.9 
A,CVA,LCC2,ES43	9 	4.2 	4.5 	9.0 
A,CVA,LCC2,ES5	5.2 	3.1 	3.1 	4.0 
A,CVA,LCC2,ES51	7.9 	5.6 	5.6 	7.5 
A,CVA,LCC2,ES52	10.4 	4 	4 	4.8 
A,CVA,LCC2,ES53	19.6 	11.6 	11.1 	19.2 
A,CVA,LCC2,ES6	5.2 	2.1 	2.3 	5.2 
A,CVA,LCC2,ES61	5.4 	2.2 	2.5 	5.9 
A,CVA,LCC2,ES62	17.9 	6.1 	6 	6.9 
A,CVA,LCC2,EU27_2007	: 	0.7 	0.7 	1.3 
A,CVA,LCC2,EU27_2020	: 	: 	0.7 	1.2 
A,CVA,LCC2,EU28	: 	: 	0.7 	1.3 
A,CVA,LCC2,EU_V	1 	0.7 	0.7 	1.4 
A,CVA,LCC2,FI	4.1 	3.9 	3.6 	7.5 
A,CVA,LCC2,FI1	4.1 	3.9 	3.6 	7.5 
A,CVA,LCC2,FI19	12.8 	14.1 	10.4 	13.0 
A,CVA,LCC2,FI1B	23.3 	32.9 	28.2 	20.7 
A,CVA,LCC2,FI1C	18.1 	21.8 	16.8 	13.7 
A,CVA,LCC2,FI1D	4.6 	4.1 	4.2 	9.0 
A,CVA,LCC2,FI2	0 	51.8 	100 	60.6 
A,CVA,LCC2,FI20	0 	51.8 	100 	60.6 
A,CVA,LCC2,FR	3.5 	2.4 	2.7 	4.9 
A,CVA,LCC2,FR1	48.5 	42.3 	69 	50.6 
A,CVA,LCC2,FR10	48.5 	42.3 	69 	50.6 
A,CVA,LCC2,FR2	15.5 	11.7 	14.1 	: 
A,CVA,LCC2,FR21	29.4 	26.4 	34.9 	: 
A,CVA,LCC2,FR22	68.6 	34.7 	48.5 	: 
A,CVA,LCC2,FR23	68.8 	44.4 	70.6 	: 
A,CVA,LCC2,FR24	31.1 	20.9 	25.4 	: 
A,CVA,LCC2,FR25	99.3 	38.9 	34 	: 
A,CVA,LCC2,FR26	26.3 	25.8 	28.2 	: 
A,CVA,LCC2,FR3	43.8 	99.9 	69.5 	: 
A,CVA,LCC2,FR30	43.8 	99.9 	69.5 	: 
A,CVA,LCC2,FR4	22.2 	17.2 	23 	: 
A,CVA,LCC2,FR41	31.1 	23.5 	43.6 	: 
A,CVA,LCC2,FR42	47.2 	39.6 	44.2 	: 
A,CVA,LCC2,FR43	43.5 	32.7 	34.1 	: 
A,CVA,LCC2,FR5	19.3 	14.1 	14.1 	: 
A,CVA,LCC2,FR51	33.8 	22.4 	29.2 	: 
A,CVA,LCC2,FR52	25.8 	23.1 	18.2 	: 
A,CVA,LCC2,FR53	55.3 	28.9 	34.4 	: 
A,CVA,LCC2,FR6	8.7 	5 	5.8 	: 
A,CVA,LCC2,FR61	13.2 	6.3 	7.5 	: 
A,CVA,LCC2,FR62	11.9 	8.8 	10.1 	: 
A,CVA,LCC2,FR63	33.1 	19.7 	20.2 	: 
A,CVA,LCC2,FR7	8.6 	7.2 	8.4 	: 
A,CVA,LCC2,FR71	9.2 	7.7 	9.2 	: 
A,CVA,LCC2,FR72	20.6 	17.5 	19.4 	: 
A,CVA,LCC2,FR8	3.9 	2.6 	3.1 	: 
A,CVA,LCC2,FR81	8.7 	4.8 	5.8 	: 
A,CVA,LCC2,FR82	5.4 	4.5 	5.4 	: 
A,CVA,LCC2,FR83	7 	3.9 	4.7 	: 
A,CVA,LCC2,FRB	: 	: 	: 	18.2 
A,CVA,LCC2,FRB0	: 	: 	: 	18.2 
A,CVA,LCC2,FRC	: 	: 	: 	26.1 
A,CVA,LCC2,FRC1	: 	: 	: 	21.4 
A,CVA,LCC2,FRC2	: 	: 	: 	41.5 
A,CVA,LCC2,FRD	: 	: 	: 	31.1 
A,CVA,LCC2,FRD1	: 	: 	: 	39.5 
A,CVA,LCC2,FRD2	: 	: 	: 	43.1 
A,CVA,LCC2,FRE	: 	: 	: 	23.7 
A,CVA,LCC2,FRE1	: 	: 	: 	33.2 
A,CVA,LCC2,FRE2	: 	: 	: 	33.9 
A,CVA,LCC2,FRF	: 	: 	: 	17.8 
A,CVA,LCC2,FRF1	: 	: 	: 	42.2 
A,CVA,LCC2,FRF2	: 	: 	: 	23.6 
A,CVA,LCC2,FRF3	: 	: 	: 	31.6 
A,CVA,LCC2,FRG	: 	: 	: 	36.5 
A,CVA,LCC2,FRG0	: 	: 	: 	36.5 
A,CVA,LCC2,FRH	: 	: 	: 	24.6 
A,CVA,LCC2,FRH0	: 	: 	: 	24.6 
A,CVA,LCC2,FRI	: 	: 	: 	9.4 
A,CVA,LCC2,FRI1	: 	: 	: 	10.7 
A,CVA,LCC2,FRI2	: 	: 	: 	24.5 
A,CVA,LCC2,FRI3	: 	: 	: 	27.1 
A,CVA,LCC2,FRJ	: 	: 	: 	10.0 
A,CVA,LCC2,FRJ1	: 	: 	: 	13.1 
A,CVA,LCC2,FRJ2	: 	: 	: 	13.6 
A,CVA,LCC2,FRK	: 	: 	: 	12.9 
A,CVA,LCC2,FRK1	: 	: 	: 	17.6 
A,CVA,LCC2,FRK2	: 	: 	: 	16.0 
A,CVA,LCC2,FRL	: 	: 	: 	13.0 
A,CVA,LCC2,FRL0	: 	: 	: 	13.0 
A,CVA,LCC2,FRM	: 	: 	: 	16.8 
A,CVA,LCC2,FRM0	: 	: 	: 	16.8 
A,CVA,LCC2,HR	: 	: 	6.7 	5.6 
A,CVA,LCC2,HR0	: 	: 	6.7 	5.6 
A,CVA,LCC2,HR03	: 	: 	7.6 	6.9 
A,CVA,LCC2,HR04	: 	: 	13.2 	9.2 
A,CVA,LCC2,HU	9.3 	9.7 	10.6 	11.7 
A,CVA,LCC2,HU1	34.1 	35.9 	38.6 	37.2 
A,CVA,LCC2,HU10	34.1 	35.9 	38.6 	: 
A,CVA,LCC2,HU11	: 	: 	: 	84.6 
A,CVA,LCC2,HU12	: 	: 	: 	40.2 
A,CVA,LCC2,HU2	13.8 	13.4 	16.6 	20.8 
A,CVA,LCC2,HU21	34 	28.6 	28.6 	36.2 
A,CVA,LCC2,HU22	18.3 	18.3 	25 	40.9 
A,CVA,LCC2,HU23	25.8 	25.6 	32.2 	26.5 
A,CVA,LCC2,HU3	13.7 	15.4 	14.8 	15.0 
A,CVA,LCC2,HU31	24.3 	24.4 	18.1 	17.4 
A,CVA,LCC2,HU32	26.8 	27.9 	36.7 	48.0 
A,CVA,LCC2,HU33	21.1 	28.4 	36.5 	31.2 
A,CVA,LCC2,IE	11.9 	3.8 	3.9 	8.3 
A,CVA,LCC2,IE0	11.9 	3.8 	3.9 	8.1 
A,CVA,LCC2,IE01	16.6 	4.4 	4.6 	: 
A,CVA,LCC2,IE02	17 	6.9 	6.8 	: 
A,CVA,LCC2,IE04	: 	: 	: 	12.1 
A,CVA,LCC2,IE05	: 	: 	: 	11.8 
A,CVA,LCC2,IE06	: 	: 	: 	27.9 
A,CVA,LCC2,IT	3.5 	2.6 	2.6 	4.2 
A,CVA,LCC2,ITC	7.4 	6.9 	7.4 	9.4 
A,CVA,LCC2,ITC1	9.7 	9 	10.1 	12.9 
A,CVA,LCC2,ITC2	22.3 	24.1 	20.7 	37.1 
A,CVA,LCC2,ITC3	48.7 	29.9 	27.1 	24.5 
A,CVA,LCC2,ITC4	13.2 	12.9 	14.3 	18.2 
A,CVA,LCC2,ITF	8 	5.4 	5 	7.7 
A,CVA,LCC2,ITF1	12.3 	10.1 	11.3 	14.7 
A,CVA,LCC2,ITF2	52.4 	20.7 	59.6 	25.6 
A,CVA,LCC2,ITF3	26.9 	10.8 	11.3 	19.1 
A,CVA,LCC2,ITF4	27.3 	17.5 	14.3 	28.0 
A,CVA,LCC2,ITF5	25.4 	18.2 	13.3 	20.9 
A,CVA,LCC2,ITF6	13.2 	11.1 	8.9 	12.5 
A,CVA,LCC2,ITG	7.2 	4.1 	4 	7.7 
A,CVA,LCC2,ITG1	15.5 	11.5 	9 	14.5 
A,CVA,LCC2,ITG2	8.1 	4.2 	4.4 	9.1 
A,CVA,LCC2,ITH	7.5 	6.8 	7.5 	9.6 
A,CVA,LCC2,ITH1	13.8 	14.1 	13.2 	27.3 
A,CVA,LCC2,ITH2	14 	13.6 	14.8 	20.8 
A,CVA,LCC2,ITH3	13.8 	12.8 	15 	18.0 
A,CVA,LCC2,ITH4	18.1 	15.6 	19.9 	24.1 
A,CVA,LCC2,ITH5	29.2 	20.2 	23.5 	19.1 
A,CVA,LCC2,ITI	11.2 	9 	8.9 	10.3 
A,CVA,LCC2,ITI1	21.1 	14.8 	14.2 	17.5 
A,CVA,LCC2,ITI2	29 	36.1 	28.4 	22.8 
A,CVA,LCC2,ITI3	25.9 	26 	21.3 	20.5 
A,CVA,LCC2,ITI4	17.6 	13.1 	15.3 	20.4 
A,CVA,LCC2,LT	11.9 	11.4 	15.4 	15.6 
A,CVA,LCC2,LT0	11.9 	11.4 	15.4 	15.7 
A,CVA,LCC2,LT00	11.9 	11.4 	15.4 	: 
A,CVA,LCC2,LT01	: 	: 	: 	27.2 
A,CVA,LCC2,LT02	: 	: 	: 	19.1 
A,CVA,LCC2,LU	54 	54 	42.7 	75.5 
A,CVA,LCC2,LU0	54 	54 	42.7 	75.5 
A,CVA,LCC2,LU00	54 	54 	42.7 	75.5 
A,CVA,LCC2,LV	7.2 	7.1 	5.9 	10.9 
A,CVA,LCC2,LV0	7.2 	7.1 	5.9 	10.9 
A,CVA,LCC2,LV00	7.2 	7.1 	5.9 	10.9 
A,CVA,LCC2,MT	: 	32 	33.7 	27.1 
A,CVA,LCC2,MT0	: 	32 	33.7 	27.1 
A,CVA,LCC2,MT00	: 	32 	33.7 	27.1 
A,CVA,LCC2,NL	24.3 	16.1 	15.4 	13.2 
A,CVA,LCC2,NL1	36.4 	34.7 	27.6 	19.5 
A,CVA,LCC2,NL11	98.7 	97.7 	: 	70.6 
A,CVA,LCC2,NL12	48.2 	45.7 	36.6 	26.2 
A,CVA,LCC2,NL13	64.8 	55.8 	37.4 	30.7 
A,CVA,LCC2,NL2	68.5 	27.5 	25.9 	25.5 
A,CVA,LCC2,NL21	100.3 	: 	98.1 	68.2 
A,CVA,LCC2,NL22	96 	26.9 	26.2 	27.0 
A,CVA,LCC2,NL23	: 	: 	: 	98.7 
A,CVA,LCC2,NL3	39.5 	27.3 	28.4 	29.0 
A,CVA,LCC2,NL32	71.4 	42.5 	42.2 	41.5 
A,CVA,LCC2,NL33	48.8 	37.7 	39.1 	42.4 
A,CVA,LCC2,NL34	: 	82.1 	86.3 	99.1 
A,CVA,LCC2,NL4	95.5 	43.3 	56.1 	36.8 
A,CVA,LCC2,NL41	96.1 	66.4 	88.9 	40.4 
A,CVA,LCC2,NL42	: 	56.6 	68.2 	80.7 
A,CVA,LCC2,PL	5.8 	5.5 	5.4 	8.4 
A,CVA,LCC2,PL1	17.8 	15 	13.3 	: 
A,CVA,LCC2,PL11	34.9 	27.9 	24.4 	: 
A,CVA,LCC2,PL12	20.6 	17.8 	15.9 	: 
A,CVA,LCC2,PL2	20.5 	18.2 	18.4 	18.2 
A,CVA,LCC2,PL21	25.9 	26.9 	27.9 	22.0 
A,CVA,LCC2,PL22	33.1 	25.2 	24.6 	31.9 
A,CVA,LCC2,PL3	13.4 	13 	11.4 	: 
A,CVA,LCC2,PL31	27.3 	24.6 	21.4 	: 
A,CVA,LCC2,PL32	22.5 	22 	20.2 	: 
A,CVA,LCC2,PL33	34.6 	43.9 	25.8 	: 
A,CVA,LCC2,PL34	26.7 	24.8 	24.7 	: 
A,CVA,LCC2,PL4	11.5 	12.4 	12.1 	14.6 
A,CVA,LCC2,PL41	17.1 	22.1 	19.7 	22.4 
A,CVA,LCC2,PL42	19.2 	18.9 	18.5 	20.8 
A,CVA,LCC2,PL43	26.3 	25.3 	27.8 	40.2 
A,CVA,LCC2,PL5	16.2 	16.8 	14.5 	24.7 
A,CVA,LCC2,PL51	18.6 	18.4 	15.5 	26.6 
A,CVA,LCC2,PL52	32.9 	40.5 	40.4 	60.1 
A,CVA,LCC2,PL6	12.1 	10.4 	13.2 	16.9 
A,CVA,LCC2,PL61	31.1 	23.7 	28.5 	29.6 
A,CVA,LCC2,PL62	16.2 	14.6 	18.6 	23.5 
A,CVA,LCC2,PL63	22.4 	19.1 	25.4 	35.0 
A,CVA,LCC2,PL7	: 	: 	: 	22.3 
A,CVA,LCC2,PL71	: 	: 	: 	26.9 
A,CVA,LCC2,PL72	: 	: 	: 	35.5 
A,CVA,LCC2,PL8	: 	: 	: 	28.1 
A,CVA,LCC2,PL81	: 	: 	: 	37.4 
A,CVA,LCC2,PL82	: 	: 	: 	46.2 
A,CVA,LCC2,PL84	: 	: 	: 	31.0 
A,CVA,LCC2,PL9	: 	: 	: 	24.9 
A,CVA,LCC2,PL91	: 	: 	: 	34.7 
A,CVA,LCC2,PL92	: 	: 	: 	35.7 
A,CVA,LCC2,PT	4.4 	2.2 	2.3 	5.7 
A,CVA,LCC2,PT1	4.4 	2.2 	2.3 	5.7 
A,CVA,LCC2,PT11	7.9 	3.4 	3.7 	10.3 
A,CVA,LCC2,PT15	16.9 	7 	7.1 	9.2 
A,CVA,LCC2,PT16	7.3 	4.1 	4.3 	11.2 
A,CVA,LCC2,PT17	22.5 	18.2 	19.4 	19.4 
A,CVA,LCC2,PT18	10.5 	6.2 	5.9 	12.3 
A,CVA,LCC2,RO	: 	6.4 	6.3 	7.0 
A,CVA,LCC2,RO1	: 	9.8 	9.8 	10.9 
A,CVA,LCC2,RO11	: 	15 	14.4 	13.7 
A,CVA,LCC2,RO12	: 	12.8 	13.3 	16.1 
A,CVA,LCC2,RO2	: 	14.6 	13.4 	17.0 
A,CVA,LCC2,RO21	: 	19.7 	18.6 	22.5 
A,CVA,LCC2,RO22	: 	22.1 	19.6 	25.1 
A,CVA,LCC2,RO3	: 	25.5 	26.5 	25.6 
A,CVA,LCC2,RO31	: 	25.3 	26.5 	26.9 
A,CVA,LCC2,RO32	: 	: 	: 	45.6 
A,CVA,LCC2,RO4	: 	11.3 	11.1 	10.6 
A,CVA,LCC2,RO41	: 	16.1 	15.6 	14.7 
A,CVA,LCC2,RO42	: 	16.2 	16 	15.4 
A,CVA,LCC2,SE	3.3 	2.5 	2.7 	5.7 
A,CVA,LCC2,SE1	15.1 	13.4 	14.3 	13.1 
A,CVA,LCC2,SE11	36.1 	36 	43.1 	22.1 
A,CVA,LCC2,SE12	16.6 	14.5 	15.2 	14.5 
A,CVA,LCC2,SE2	10 	10.1 	8.7 	10.6 
A,CVA,LCC2,SE21	12.8 	13.7 	13.9 	14.5 
A,CVA,LCC2,SE22	32.9 	29.5 	26.1 	23.5 
A,CVA,LCC2,SE23	18.7 	17.3 	12.3 	17.7 
A,CVA,LCC2,SE3	3.6 	2.6 	3 	6.2 
A,CVA,LCC2,SE31	8.4 	7.7 	8.2 	17.6 
A,CVA,LCC2,SE32	7.9 	5.5 	6.8 	9.8 
A,CVA,LCC2,SE33	4.6 	3.1 	3.7 	8.7 
A,CVA,LCC2,SI	20 	16.4 	16.7 	27.1 
A,CVA,LCC2,SI0	20 	16.4 	16.7 	27.1 
A,CVA,LCC2,SI03	32 	22.7 	24.2 	40.7 
A,CVA,LCC2,SI04	24.6 	23.5 	21.6 	34.3 
A,CVA,LCC2,SK	11.4 	11.4 	10.9 	13.6 
A,CVA,LCC2,SK0	11.4 	11.4 	10.9 	13.6 
A,CVA,LCC2,SK01	90.7 	63.4 	65.2 	100.3 
A,CVA,LCC2,SK02	34.1 	29.8 	30.1 	23.6 
A,CVA,LCC2,SK03	16.2 	18.8 	15.8 	21.9 
A,CVA,LCC2,SK04	18.5 	17 	18.2 	20.3 
A,CVA,LCC2,UK	1.6 	1.6 	1.5 	6.2 
A,CVA,LCC2,UKC	7.8 	7.8 	7.6 	14.1 
A,CVA,LCC2,UKC1	: 	12.8 	12.2 	19.5 
A,CVA,LCC2,UKC2	9.8 	9.8 	9.7 	20.1 
A,CVA,LCC2,UKD	6.7 	6.7 	6.5 	23.7 
A,CVA,LCC2,UKD1	6.4 	6.4 	6.2 	29.5 
A,CVA,LCC2,UKD3	60.3 	60.3 	81.8 	166.7 
A,CVA,LCC2,UKD4	: 	19 	19.4 	51.7 
A,CVA,LCC2,UKD6	: 	: 	: 	70.4 
A,CVA,LCC2,UKD7	: 	: 	: 	96.8 
A,CVA,LCC2,UKE	: 	7.9 	8.2 	13.8 
