freq,treespec,prod_wd,stk_flow,unit,geo\TIME_PERIOD	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,PN,PRD,THS_M3,SE	799 	804 	820 	999 	931 	927 	972 	944 	995 	864 	840 	695 	662 	732.5 	781.5 	821.87 	809.44 	761.91 	669.42 	618.88 	626.22 	730.96 	: c	760 	: 	: 	: c	663 	651.4 	726 	726 e
A,TOTAL,PN,PRD,THS_M3,SI	298 	312 	340 	363 	297 	337 	400 	394 	514 	452 	537 	420 	426 	378 	455 	571 	409.28 	372.39 	340 	331 	287 	231 	275 	273 	216 	206 	215 	236 	213 	238 	226 
A,TOTAL,PN,PRD,THS_M3,SK	: 	253 	307 	336 	305.25 	320.4 	319 	308 	327 	364 	432 	422 	490 	602 	824 	841 	948.72 	863.4 	669.5 	667 	656 	644.5 	686 	945.18 	1014.8 	1115.43 	1101.6 	1104.3 	1015.26 	1024.93 	829.52 
A,TOTAL,PN,PRD,THS_M3,UK	1900 	2079 	2210 	2533 	2609 	2640 	2727 	2974 	3275 	3255 	3217 	3361 	3533 	3398 	3498 	3549 	3140 	3030 	3370 	3384 	3003 	3032 	3068 	3080 	3033 	3176 	3079 	3246 	2952 	3486 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,AT	25690.54 	19665.06 	27666.31 	24896.34 	68995.67 	92027.43 	112857.18 	133628.93 	169184 	199631 	282307 	291061 	246553 	287045 	325798 	351829 	329361 	286838 	316402 	317582 	314290 	335664 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,BE	: 	: 	: 	: 	: 	: 	: 	151600.1 	138364 	261839.06 	271557.02 	264466.46 	265669.17 	262049 	342615.11 e	655000 	568000 	443874.15 	459214.4 	474990.93 	445267.24 	420997.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,BG	1862.23 	2397.21 	1166.15 	1290.9 	6252.67 	4716.62 	1529.31 	10932 	10997.44 	11569.15 	12300.51 	10231.77 	13342.06 	12380.07 	16529.61 	22335.04 	18828.82 	16077.34 	17607.09 	20105.62 	18622.11 	17424.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,CH	21593.81 	29271.43 	18392.49 	18497.08 	19209.83 	25918.77 	42493.2 	0 	105432.85 e	104493.27 e	120452.94 e	129627.51 e	152093.04 	148386.2 	140468.1 	141677.4 	129141.99 	149011.11 	156952.9 	162579.27 	171973.32 	190561.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,CY	1.54 	0 	9.23 	3.8 	47.64 	30.65 	31.42 	4.66 	4.62 	0.68 	24.02 	19.11 	39.75 	2.57 	0 	96.14 	118.48 	40.92 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,CZ	: 	3194.91 	11105.95 	13204.22 	14077.64 	13885.18 	14406.86 	12471.87 	14439.35 	17819.65 	17173.62 	14444.51 	17842.02 	11046.94 	14343.84 	19842.83 	18755.43 	19179.65 	22563.99 	24425.54 	21650.2 	20957.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,DE	74267.47 	70819.03 	119262.78 	140346.19 	220215.77 	329131.12 	487342.33 	599087.84 	820434.29 	936826 	1164391 	1150222 	1284547 	1345998 	1340072 	1655804.35 	1125815 	1347561 	1437103 	: 	1454954 	1457759 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,DK	6418.5 	7147.74 	12368.13 	11791.89 	11753.67 	16439.67 	17237.04 	11701.67 	16501.65 	8185.61 	5559.08 	5259.63 	5827.74 	5895.11 	5839.32 	7387.72 	10127.98 	7798.15 	9111.87 	8803.58 	4036.34 	304.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,EE	1392.6 	3485.91 	3666.71 	5885.12 	8316.17 	9090.51 	11800.3 	11166.64 	12690.69 	13244.45 	10735.01 	11632.01 	12534.18 	13912.44 	14234.76 	11986.03 	11170.63 	9644.92 	13974.77 	13697.38 	13896.79 	14482 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,EL	4045.89 	2188.64 	464.95 	80.28 	5581.63 	7673.92 	7468.99 	8225.89 	4449.12 	2321.09 	11463.6 	4085.43 	5343.47 	8253.62 	10510.33 	11055.27 	14452.8 	11043.03 	12407.12 	16528.37 	12261.25 	11351.64 	10477.34 	9281.46 	9281.46 p	9281.46 p	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,ES	53562.07 	66138.08 	77730.45 	74420.96 	72064.11 	78642.73 	83611.91 	87218.19 	124696 	130892 	178341 	209025 	258566 	294372 	329922 	426081.42 	270678.34 	229503.11 	207437.03 	218648.29 	214673.13 	226354.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,FI	16615.56 	18374.8 	21288.86 	20225.66 	18285.41 	19685.55 	20498.6 	19586.49 	21275.73 	22246.4 	21512.1 	21761.9 	20175 	20757.6 	19288.3 	18891.2 	17244.45 	12943.99 	14146.54 	17339.71 	17942.3 	17869.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,FR	68529.75 	64501.11 	79829.06 	90718.72 	97900.83 	111759.11 	118416.75 	139677.69 	188243 	182813 	226263 	264717 	255194 	282316 	315850 	335522 	259547 	185652 	204292 	219885 p	231629.95 	240975.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,HR	166.29 	378.76 	42.7 	12.38 	83.01 	38.58 	218.22 	128.58 	357.5 	640.94 	603.02 	670.11 	849.75 	975 	1216.95 	2460.42 	1020.53 	665.33 	629.1 	737.79 	110.21 	909.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,HU	1746.63 	2315.98 	3027.88 	5560.32 	7121.99 	9019.58 	9406.32 	10430.21 	13483.81 	14100.31 	16813.66 	15826.83 	14336.8 	16133.84 	18565.05 	25534.12 	44544.95 	40200.51 	51740.78 	60093.56 	58014.32 	66436.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,IE	42343.22 	41776.07 	47854.41 	63169.13 	60773.85 	73642.79 	82251.72 	76067.62 	86639 	128005.85 	139682.23 	146193.35 	145420.51 	176119 	175102 	189467 	142627 	108548 	117660 	116330 	117804 	124794 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,IS	0 	0 	0 	0 	47.13 	52.89 	0 	: 	0 	0 	: 	1.86 	0.62 	0.11 	0 	0 	0 	: 	0 	0.15 	0.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,IT	52767.98 	88039.36 	101776.77 	99199.01 	92460.84 	130230.94 	55136.53 	109476.38 	131956.91 	102673 	118971.77 	103242.2 	114231.05 	104312 	98405 	104973.98 	100894.73 	80715.78 	120855 	121240.65 	144836.18 	134235.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,LT	: 	2295.07 	8133.42 	7849.35 	8677.32 	8909.75 	8736.4 	6186.01 	8159.44 	7984.89 	8038.02 	10722.47 	12162.43 	11327.88 	10009.16 	13369.11 	14348.12 	12269.25 	19252.34 	19200.33 	21666.62 	80597.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,LU	: 	: 	: 	: 	: 	: 	: 	798.12 	6921.66 	3378 	4392 	1074.65 	25680.05 	26640.63 	38307.82 	47866.2 	72303.02 	68452 	81448.7 	76826.06 	64611.92 	67710.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,LV	: 	2076.87 	1898.14 	2313.58 	4665.06 	4533.39 	4952.41 	4266.56 	3735.3 	547.62 	223.06 	55.42 	785.63 	1097.44 	1999.91 	3368.08 	2504.26 	2230.95 	1989.22 	2429.7 	2538.82 	3432.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,MT	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	14.06 	52.52 	20.33 	0 	15.63 	41.72 	0 	0 	0 	13.57 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,NL	11647.04 	16852.48 	22251.33 	29184.94 	25991.31 	24732.38 	24463.52 	20755.52 	24570 	19024 	31393 	28288 	27751 	35754 	45444 	42155 	42821 	37170 	38507 	45768 	48249 	48132.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,NO	6316.66 	7377.14 	7584.99 	22463.64 	21596.94 	33062.01 	31955.66 	29817.94 	34294.27 	28010.91 	27646.03 	29379.26 	30370.5 	36015.96 	43759.69 	46501.84 	31042.6 	30759.87 	26608.95 	25302.18 	23911.92 	22126.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,PL	14741.11 	21676.16 	29948.2 	58544.08 	52701.4 	56057.06 	97118.35 	84238.3 	112217.45 	131763.02 	170925.49 	194059.91 	243018.47 	287435 	333377.91 	351093.88 	330390.4 	280274.61 	359000.57 	367302.26 	384382.33 	411858.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,PT	51896.38 	52111.29 	67236.53 	64102.53 	68597.74 	85179.47 	91179.22 	75475.17 	86980.53 	87053 	95694 	93015 	104099 	110760 	123657 	144414 	124775.85 	82259.74 	85680.46 	99628.46 	101384.21 	101537.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,RO	3392.48 	5766.43 	5733.23 	9541.6 	5697.39 	6503.13 	2903.12 	2671.63 	6083.17 	27491.76 	39763.73 	30652.23 	42805.05 	58382.24 	71570.71 	98710.16 	93584.21 	70859.37 	93589.54 	106453.19 	114062.77 	111393.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,SE	16136.54 	14283.49 	20261.88 	24259.65 	27018.53 	25438.75 	20592.8 	20007.73 	21958.42 	15337.5 e	10042.46 	5479.93 	4493.5 	4415.98 e	117754.55 	122862.57 	117251.44 	89810.34 	95500.3 	93522.12 	91670.59 	82307.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,SI	6743.51 	8080.64 	11495.14 	12029.54 	8537.76 	5915.16 	11316.08 	9610.37 	10560.07 	15176.77 	19492.41 	20331.75 	23665.16 	26470.13 	25443.25 	36712.35 	36884.84 	31142.84 	36037.33 	38399.85 	36985.71 	41292.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,SK	: 	1104.18 	4725.85 	4608.85 	3076.8 	6982.83 	5949.74 	5939.24 	8101.47 	10420.46 	21232.98 	25868.52 	18477.16 	35372.57 	37205.51 	59402.68 	46232.79 	17028.1 	45689.22 	14508.84 	17981.3 	10804.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_EUR,UK	13115.65 	29285.54 	24830.9 	33904.86 	33475.05 	31013.85 	13561.78 	19375.98 	31490.05 	24006.91 	34771.6 	36566.46 	33602.07 	40077.32 	48928.29 	46949.76 	35957.1 	29786.52 	36071.98 	44269.92 	52897.23 	39890.96 	35926.76 	26332.21 	24859.67 	27181.68 	24967.97 	25829.8 	25913.38 	39347.93 	: 
A,TOTAL,PN_FB,EXP,THS_M3,AT	53 	37 	54 	59 	130.1 	143 	253.8 	300.6 	377 	432 	614 	648 	583 	568 	601 	672 	614.2 	566.64 	600.24 	577.37 	607.13 	654.36 	556.98 	523.95 	546.53 	507.98 	483.85 	442.57 	479.68 	555.98 	380.5 p
A,TOTAL,PN_FB,EXP,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	490.5 	337 	432.54 	511.13 	475.02 	492.14 	479 	777 	675 	460 	846.3 	989.25 	937.52 	24.05 	785.06 	749.65 	672.46 	660.64 	1407.21 	1998.26 	2024.91 	2612.35 	2527.02 	3122.01 
A,TOTAL,PN_FB,EXP,THS_M3,BG	23.61 	11.9 	5.2 	5.5 	36.3 	13.7 	13.7 	59 	55.9 	24.48 	27.6 	27.6 	121.38 	141.38 	116.52 	135.72 	107.38 	91.95 	105.68 	106.76 	60.65 	58.76 	57.01 	60.42 	46.88 	44.84 	50.3 	50.71 	55.88 	147.61 	124.57 
A,TOTAL,PN_FB,EXP,THS_M3,CH	34.27 	38.16 	55 	50 	56 	75 	116 	0 	304 	307 	296 	431 	501 	463.45 	403.32 	288 	259.19 	437.02 	444.14 	417.69 	428.15 	424.02 	369.72 	363.15 	353.73 	316.93 	292.17 	255.67 	183.36 	167.25 	167.25 e
A,TOTAL,PN_FB,EXP,THS_M3,CY	0.01 	0 	0.04 	0.02 	0.6 	0.4 	0.4 	0.6 	0.02 	0 	0.01 	0.02 	0.04 	0 	0 	0.25 	0.09 	0.04 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	0 	0 	0.02 
A,TOTAL,PN_FB,EXP,THS_M3,CZ	0 	18 	63 	63 	69.6 	72 	67 	71 	86 	101 	96 	81 	95 	50.3 	67 	87 	78 	81.98 	87 	96.99 	85 	90.9 	91 	92.5 	98.81 	103.36 	103.02 	284.21 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_M3,DE	216.7 	212 	325 	270 	522 	770 	1017 	1149 	2215 	2501 	2982 	3079 	3350 	3772 	2899.18 	4802.36 	2552 	3127.31 	3346.63 	: 	3021.66 	3149.45 	3137.64 	3455.38 	3454.53 	3569.97 	3319.37 	3294.72 	3489.95 	3653.75 	2992.54 
A,TOTAL,PN_FB,EXP,THS_M3,DK	33.67 	31.7 	39 	34 	31 	41 	40 	35 	39 	19 	16.28 	15.56 	17.29 	16.97 	32.92 	19.12 	23.55 	19.3 	17.98 	16.65 	4.84 	5.02 	4.56 	7.96 	4.84 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_M3,EE	8.08 	22.38 	18.4 	87.8 	142.7 	154.9 	195.1 	179.24 	195.82 	188.2 	159.49 	70.22 	70.02 	71.73 	65.03 	37.97 	33.94 	34.56 	51.77 	56.89 	72.73 	75.58 	88.99 	87.26 	91.31 	89.94 	83.22 	90.12 	78.14 	82.76 	70.2 
A,TOTAL,PN_FB,EXP,THS_M3,EL	19.62 	5.67 	1.62 	0.8 	36.5 	50 	53.2 	55.4 	24.53 	10.77 	13.05 	17.28 	23.35 	32.43 	36.95 	32.95 	66.11 	55.35 	65.33 	96.93 	109.86 	96.59 	109.39 	13.05 	13.05 p	13.05 p	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_M3,ES	210.8 	304.2 	272.8 	250.5 	290 	288.5 	333 	391 	656.39 	517.36 	968 	826 	982 	940 	661 	1065 	1295.75 	1160.17 	1074.01 	1046.48 	962.26 	1021.39 	1098.87 	1199.73 	998.65 	988.22 	892.3 	885.14 	869.05 	994.37 	972.35 
A,TOTAL,PN_FB,EXP,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11273.2 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_M3,FI	48.15 	65 	75 	69 	63 	65 	72.8 	73 	81 	84.41 	88.54 	82.64 	74.27 	82.02 	70.35 	58.55 	53.38 	42.89 	43.94 	49.7 	47.49 	45.79 	45.3 	46.73 	44.45 	48.06 	48.41 	46.71 	41.54 	46.24 	45.56 p
A,TOTAL,PN_FB,EXP,THS_M3,FR	272.5 	248.2 	311.1 	472.5 	466.3 	538.4 	526.9 	672.8 	737.89 	704.74 	1077.69 	1238.51 	1130.91 	1304.23 	1292.1 	1246.36 e	710.66 e	559.48 e	592.88 e	558.22 p	544.58 	1020.26 	1072.46 	1182.96 	1137.4 	1125.15 	1199.4 	906.55 	1000.03 	1013.32 e	913.08 e
A,TOTAL,PN_FB,EXP,THS_M3,HR	0.15 	0.67 	0.67 	0.48 	0.39 	28.3 	1.5 	1.4 	0.4 	1 	1 	1 	2 	3 	2 	5 	4 e	1.81 e	2.03 e	5 e	3 	2.13 	4.69 	7.6 	18 	25.18 	28.4 	29.64 	30.78 	29.73 	50.61 
A,TOTAL,PN_FB,EXP,THS_M3,HU	13.78 	10.45 	33.9 	31.8 	32 	37 	52.5 	46.1 	52.7 	49 	53.55 	74 	37 	54.42 	47.08 	61 	102.5 	107.94 	52.63 	167.88 	156.9 	221.22 	183.4 	189.17 	184.25 	191.6 	188.65 	553.86 	928.96 	244.81 	: 
A,TOTAL,PN_FB,EXP,THS_M3,IE	149.33 	115.8 	116.5 	148 	180 	184 	311 	304 	386 	353.44 	370.89 	356.41 	413.18 	510.81 	531.08 	475 	400.44 	392.77 	402.73 	401.67 	387.81 	398.87 	415.15 	410.47 	505.88 	487.94 	426.73 	420.35 	410.17 	530.06 	406.33 
A,TOTAL,PN_FB,EXP,THS_M3,IS	0 	0 	0 	0 	0.1 	0.1 	0.17 	0.22 	0 	0 	: 	0.01 	0 	0 	0 	0 	0 	: 	0 	0.02 	0.01 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,TOTAL,PN_FB,EXP,THS_M3,IT	209 	361 	427 	400 	395 	574 	483 	477 	587 	433 	688.29 	418.33 	474.94 	345.23 	346.24 	549 	426.24 	341 	542 	506.82 	445.74 	457.8 	348.4 	321.6 	267.36 	298.46 	330.96 	154.76 	275.01 	376.14 	293.71 
A,TOTAL,PN_FB,EXP,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_M3,LT	13.38 	16.4 	50.5 	47.2 	56.7 	51.9 	51.4 	40.68 	50.78 	50.17 	46.7 	69 	70.37 	64.95 	57.33 	60.46 	57.42 	63.23 	93.97 	68.18 	66.22 	67.08 	70.73 	70.46 	75.3 	81.49 	85.08 	98.56 	91.47 	99.07 	: 
A,TOTAL,PN_FB,EXP,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	3 	8.26 	7.24 	8.66 	2.52 e	191.38 	175.33 	260.53 	370.49 	267.21 	237.48 	270.43 	303.44 	12 	13.78 	: 	: 	2.67 	: 	: 	: 	120.3 	154.6 	80.24 
A,TOTAL,PN_FB,EXP,THS_M3,LV	4 	19 	12 	18.3 	22.3 	23.8 	22 	10 	18.57 	1.38 	0.37 	0.17 	2.32 	2.74 	2.09 	3.6 	3.42 	2.5 	1.73 	4.9 	5.31 	8.14 	8.06 	16.28 	14.61 	23.72 	19.63 	15.7 	22.79 	86.36 	50.73 
A,TOTAL,PN_FB,EXP,THS_M3,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.04 	0.26 	0.11 	0 	0.08 	0.22 	0 	0 	0 	0.06 	0 	0.02 	0 	0 	0.06 	0.42 	0.01 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_M3,NL	41.95 	47 	66 	80 	79.1 	124 	112 	104 	114 	102.8 	133.7 	127.8 	145.7 	161.3 	158 	125.1 	104.8 	94.7 	104 	107.6 	134.4 	134 	120.9 	149.3 	159.6 	148.93 	158 	159.4 	106.2 	147.4 	: 
A,TOTAL,PN_FB,EXP,THS_M3,NO	12.4 	12.1 	13.4 	24 	25 	59.54 	59.07 	57.45 	64.11 	53.19 	48.96 	60.27 	48.15 	52.23 	45.81 	54.68 	47.97 	44.91 	59.02 	54.96 	52.48 	56.84 	57.32 	54.06 	26.96 	40.3 	28.07 	36.85 	46.75 	50.2 	39.75 
A,TOTAL,PN_FB,EXP,THS_M3,PL	102.21 	116.4 	196 	286.8 	288.1 	361.5 	453.8 	432.6 	563.7 	623.6 	727.5 	865.3 	1196.1 	1248.9 	1045.9 	1244.58 	1271.24 	1196.79 	1437.88 	1382 	1420.11 	1492.33 	1570.12 	1712.72 	1847.94 	1986.09 	1936.99 	1922.4 	2018.94 	2264.24 	1743.03 
A,TOTAL,PN_FB,EXP,THS_M3,PT	256.47 	239.3 	277 	250 	264.7 	407 	396.7 	346 	309.89 	310 	340 	364 	383 	364 	399 	480 	452.51 	363.99 	331.21 	369.8 	1684.26 	525.16 	541.74 	418.93 	463.89 	312.19 	415.7 	465.56 	521.38 	400.27 	383.44 
A,TOTAL,PN_FB,EXP,THS_M3,RO	38.3 	27.7 	55.2 	58.7 	36.6 	40.1 	15.2 	35 	70 	174 	299.7 	213 	269 	321 	432 	421 	392.7 	476.3 	594.95 	624.82 	615.82 	638.36 	633.76 	464.5 	402.67 	378.85 	332.95 	506.55 	581.44 	609.98 p	576.96 p
A,TOTAL,PN_FB,EXP,THS_M3,SE	68 	76 	105 	157.1 	152 	131 	118.7 	84 	89 	55 	61 	33 	31 	32 e	121.3 	126.8 	170.76 	133.71 	105.71 	102.77 	97.88 	86.79 	70.44 	56.35 	56.23 	58.3 	63.15 	65.04 	78.97 	83.51 	69.17 
A,TOTAL,PN_FB,EXP,THS_M3,SI	22.55 	34.65 	65 	39.7 	32.1 	20.1 	44.4 	39.61 	44.73 	57.09 	75.75 	71.39 	91.49 	97.4 	79.87 	164.87 	122.68 	102.93 	119.12 	118.78 	: 	125.62 	136.93 	141.22 	148.16 	153.44 	144.23 	159.31 	143.94 	166.85 	135.8 
A,TOTAL,PN_FB,EXP,THS_M3,SK	: 	4.01 	15.01 	18 	11.7 	48.1 	68.9 	58 	73 	70 	90 	102 	77 	55 	59 	86 	140.26 	133.83 	86 	35.99 	37.87 	15.36 	0.22 	12.2 	29.55 	36.9 	37.84 	22.47 	23.48 	27.26 	15.2 
A,TOTAL,PN_FB,EXP,THS_M3,UK	42.5 	84.6 	79.6 	94.8 	100.2 	101 	38.6 	65.35 	108.14 	94.41 	148.06 	203.73 	179.52 	217.29 	222.61 	247.25 	164.39 	135.74 	154.83 	182.49 	208.94 	142.52 	112 	71.07 	65 	66.39 	54.95 	62.14 	59.2 	71.5 	: 
A,TOTAL,PN_FB,EXP,THS_NAC,AT	26543.05 	19469.98 	27222.47 	23850.73 	67361.93 	92453.67 	113629.62 	133628.93 	169184 	199631 	282307 	291061 	246553 	287045 	325798 	351829 	329361 	286838 	316402 	317582 	314290 	335664 	320359 	327869 	345504 	312902.39 	300153.27 	286935.96 	300333.41 	381748.56 	331876 p
A,TOTAL,PN_FB,EXP,THS_NAC,BE	: 	: 	: 	: 	: 	: 	: 	151600.1 	138364 	261839.06 	271557.02 	264466.46 	265669.17 	262049 	342615.11 e	655000 	568000 	443874.15 	459214.4 	474990.93 	445267.24 	420997.99 	377778.54 	374514.2 	371582.92 	366437.39 	373861.35 	379023.22 	365703.35 	482658.06 	351462.65 
A,TOTAL,PN_FB,EXP,THS_NAC,BG	95.16 	77.43 	75.1 	113.47 	1391.22 	8919.12 	3011.36 	21380.8 	21469.2 	22539.02 	23976.16 	19941.71 	26061.04 	24212.95 	32328.62 	43682.87 	36825.4 	31444.06 	34435.94 	39322.57 	36421.12 	34078.66 	33743.28 	35729.96 	30323.56 	29796.64 	33742.34 	35734.12 	38052.35 	90546.37 	115130.82 
A,TOTAL,PN_FB,EXP,THS_NAC,CH	39253.23 	50645.43 	29819.75 	28590.94 	30119.09 	42610.46 	68923.97 	0 	164253.84 e	157837.09 e	176704.46 e	197189.37 e	234801.23 	229746.35 	220942.28 	232733.46 	205000 	225006.77 	216642.09 	200395.21 	207279.44 	234600 	218041.94 	210555 	227859 	226582 	211610 	189401.6 	136700 	154400 	154400 e
A,TOTAL,PN_FB,EXP,THS_NAC,CY	1.54 	0 	9.21 	3.84 	48.18 	30.5 	31.1 	4.61 	4.53 	0.67 	23.61 	19.07 	39.52 	2.53 	0 	95.71 	118.48 	40.92 	0 	0 	0 	0 	0 	0 	4.58 	0 	0 	0 	0 	0 	6.5 
A,TOTAL,PN_FB,EXP,THS_NAC,CZ	: 	109166.75 	379279.46 	458133.48 	485073.22 	498894.6 	519352.92 	460012.62 	514026.55 	607079.98 	529016.19 	460000 	569000 	329000 	406533 	550956 	467873 	507014 	570508 	600624 	544481 	544481 	571368 	593149 	596089 	534221 	570188 	1400957 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_NAC,DE	76715.94 	70114.98 	117353.85 	134456.28 	215003.85 	330569.29 	490655.91 	599087.84 	820434.29 	936826 	1164391 	1150222 	1284547 	1345998 	1340072 	1655804.35 	1125815 	1347561 	1437103 	: 	1454954 	1457759 	1468509 	1594129 	1632797 	1705369 	1681605 	1612300 	1633622 	1858545 	1877505 
A,TOTAL,PN_FB,EXP,THS_NAC,DK	50124.02 	54277.06 	93296.55 	86410.95 	86498.76 	123027.88 	129265.71 	87007.73 	123000 	61000 	41306.74 	39082.71 	43357.81 	43929.19 	43556.07 	55042.95 	75514.22 	58066.58 	67858.83 	65591.96 	30045.3 	2269.86 	3311.96 	5264.27 	7067.88 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_NAC,EE	1438.81 	3449.78 	3607.27 	5636.03 	8117.59 	9129.08 	11876.89 	11166.64 	12690.69 	13244.45 	10735.01 	11632.01 	12534.18 	13912.44 	14234.76 	11986.03 	11170.63 	9644.92 	13974.77 	13697.38 	13896.79 	14482 	17127.44 	17387.56 	17532.57 	17715.92 	17681.32 	19103.13 	19283.63 	22819.11 	26232.34 
A,TOTAL,PN_FB,EXP,THS_NAC,EL	2933.06 	1725.01 	393.01 	71.39 	5004.97 	6966.89 	7249.37 	7864.02 	4395.33 	2321.09 	11463.6 	4085.43 	5343.47 	8253.62 	10510.33 	11055.27 	14452.8 	11043.03 	12407.12 	16528.37 	12261.25 	11351.64 	10477.34 	9281.46 	9281.46 p	9281.46 p	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_NAC,ES	42661.92 	59276.49 	74241.84 	72906.49 	69622 	78406.72 	84013.03 	87218.19 	124696 	130892 	178341 	209025 	258566 	294372 	329922 	426081.42 	270678.34 	229503.11 	207437.03 	218648.29 	214673.13 	226354.51 	243781.6 	274773.11 	277297.61 	284255.12 	286620.35 	282055.35 	268385.02 	357709.31 	462050.09 
A,TOTAL,PN_FB,EXP,THS_NAC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29707738.23 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN_FB,EXP,THS_NAC,FI	16227.97 	20694.3 	22166.22 	19418.83 	17923.85 	19470.06 	20625.4 	19586.49 	21275.73 	22246.4 	21512.1 	21761.9 	20175 	20757.6 	19288.3 	18891.2 	17244.45 	12943.99 	14146.54 	17339.71 	17942.3 	17869.7 	17687.1 	18571.96 	16403.14 	16719.96 	17487.19 	17313.49 	16572.5 	24103.93 	30144.54 p
