freq,treespec,prod_wd,stk_flow,unit,geo\TIME_PERIOD	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,PN,IMP_XEU,THS_M3,DE	1982 	2064 	2404 	1687 	1350 	1506 	1788 	1719 	2032 	1893 	1575 	1820 	1358 	1276 	1330.78 	1534.84 	1286.35 	1106.57 	1230.35 	1236.99 	1196.1 	1192.64 	1123.2 	1104.68 	1134.82 	1119.44 	1233.83 	1067.28 	1049.71 	1017.43 	884.97 
A,TOTAL,PN,IMP_XEU,THS_M3,DK	349 	311 	266 	229 	192 	298 	421 	374 	376 	350 	396.37 	353.93 	252.32 	238.89 	360.86 	315.07 	1037.92 	573.99 	149.06 	215.06 	145.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109.26 	81.82 	110.12 	132.21 	137.67 	151.43 	81.65 	57.97 	93.8 	109.02 	67.42 	77.45 	79.87 	83.83 	102.26 	109.42 	126.11 	125.28 	98.84 	123.57 	152.78 
A,TOTAL,PN,IMP_XEU,THS_M3,EL	114 	56 	51 	39 	38 	235 	242 	246 	95.83 	127.13 e	112.72 e	227.49 	153.22 	152.59 	169.52 	84.14 	446.75 	68.09 	113.01 	929.83 	476.33 	390.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,ES	97 	58 	74 	80 	82 	: 	122 e	574.77 	153.09 	143.37 	206.6 	168 	196 	305.97 	217.66 	226.14 	160.04 	89.48 	106.18 	: 	73.06 	71.54 	41.05 	48.57 	67.96 	65.96 	92.84 	81.48 	65.02 	87.23 	158.95 
A,TOTAL,PN,IMP_XEU,THS_M3,FI	36 	56 	49 	50 	45 	67 	89 	104 	127 	154 	185.47 	175.81 	75.02 	96.35 	109.9 	125.84 	154.21 	98.14 	111.43 	119.99 	105.16 	86.67 	80.49 	73.38 	87.03 	101.64 	108.6 	125.53 	140.61 	153.3 	87.85 p
A,TOTAL,PN,IMP_XEU,THS_M3,FR	416 	301 	280 	244 	220 	355 	344 	301 	322 	352.4 	353.19 	357.38 	307.11 	331.65 	357.02 	377.37 e	319.81 e	221.61 e	292.11 e	278.12 	273.97 	280.05 	221.04 	202.02 	214.23 	207.92 	261.66 	203.67 	269.37 	281.19 e	213.29 e
A,TOTAL,PN,IMP_XEU,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.51 	13.83 	15.17 	7.62 	19 	30.6 	18.92 	28.57 	28.7 	27.82 	50.59 
A,TOTAL,PN,IMP_XEU,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	244.36 	53.45 	162.13 	193.66 	45 	48.21 	45.14 	45.21 	33.29 	60.18 	54.46 	35.64 	37.27 	39.21 	46.7 	59.85 	68.47 	81.26 	81.62 	578.42 	511.6 	101.63 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,IE	64 	47 	37 	70 	37 	63 	85 e	83.57 	110 	104.06 	106.61 	81.91 	96.2 	107.43 	105.18 	159.07 	91.75 	52.86 	60.11 	49.9 	44.45 	39.33 	55.35 	68.3 	67.18 	70.94 	61.78 	66.65 	137.38 	134.46 	121.48 
A,TOTAL,PN,IMP_XEU,THS_M3,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.98 	22.48 	17.41 	: 	28.2 	13.99 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,IT	743 	657 	741 	649 	512 	527 	719 	600 	670 	740 	849.78 	853.26 	915.7 	1486.47 	1389 	869.1 	540.04 	438 	549.37 	399.47 	333.1 	393.43 	377.46 	374.56 	138.91 	146.66 	408.51 	383.57 	328.68 	466.11 	458.91 
A,TOTAL,PN,IMP_XEU,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	100.47 	108.23 	121.72 	146 	33.23 	38.88 	47.84 	68.13 	44.64 	26.78 	34.77 	39.37 	36.69 	56.82 	100.26 	107.39 	224.74 	306.01 	318.99 	144.84 	148.72 	202.77 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	1 	4.47 e	0.33 e	0.06 	0.18 	0.26 	0 	0.05 	0.59 	0.03 	0.64 	0.18 	0.04 	: 	0.29 	: 	: 	: 	: 	: 	0 	0.35 	4.59 
A,TOTAL,PN,IMP_XEU,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.49 	30.76 	46.34 	13.99 	13.26 	28.04 	59.46 	45.22 	30.98 	37.84 	47.74 	32.51 	29.84 	49.58 	76.33 	132.6 	186.03 	159.9 	165.06 	150.05 	153.5 	178.44 
A,TOTAL,PN,IMP_XEU,THS_M3,MT	: 	: 	: 	: 	: 	: 	: 	5.77 	6.26 	6.73 	2.03 	2.94 	2.94 	3.93 	3.72 	4.07 	5.83 	3.55 	4.31 	4.31 	3.36 	20.47 	3.84 	4.3 	11.55 	8.21 	27.36 	10.76 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,NL	634 	601 	551 	436 	385 	364 	: 	384 	307 	324 	306.2 	273.7 	187.8 	187.3 	266.8 	306.2 	315 	241.32 	1482.6 	258.5 	224.5 	172.78 	222.58 	241.47 	259.67 	263.58 	308.54 	255.91 	322.51 	282.5 	: 
A,TOTAL,PN,IMP_XEU,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.08 	35.04 	27.54 	20.54 	26.48 	29.99 	: 	26.3 	32.21 	30.26 	29.27 	51.54 	56.12 	64.4 	56.99 	81.49 	74.61 
A,TOTAL,PN,IMP_XEU,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	135.5 	198.2 	369.3 	271.41 	133.88 	179.76 	271.7 	219.18 	171.86 	211.18 	613.02 	942.49 	1378.58 	1771.21 	1701.31 	1457.77 	1448.66 	1841.41 	745.6 
A,TOTAL,PN,IMP_XEU,THS_M3,PT	5 	9 	6 	4 	3 	16 	12 	21.27 	34 	32 	31 	30 	38 	45 	37.58 	138 	54.64 	39.94 	41.92 	40.83 	34.03 	29.69 	23.93 	20.16 	44.17 	50.42 	84 	122.45 	430.37 	171.32 	75.93 
A,TOTAL,PN,IMP_XEU,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	17.38 	81.25 	283.08 	73.67 	354.27 	58.91 	68.66 	733.3 	1001.33 	176.84 	112.83 	132.67 	162.19 	158.9 	110.85 	127.88 	129.76 	223.74 	270.16 	270.33 	286.91 	262.58 	241.85 p	193.06 p
A,TOTAL,PN,IMP_XEU,THS_M3,SE	262 	298 	345 	199 	258 	258 	292 	383.4 	370 	394 e	281 	318 	236.48 	245.09 	312.71 	345 	366.69 	286.53 	164.57 	208.64 	235.35 	191.88 	211.91 	212.83 	196.43 	224.29 	260.98 	354.86 	359.75 	391.63 	344.4 
A,TOTAL,PN,IMP_XEU,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.53 	83.26 	11.42 	4.24 	38.8 	41.64 	20.75 	33.88 	26.39 	35.87 	34.85 	32.06 	15.91 	11.47 	10.65 	13.35 	16.91 	16.39 	14.47 	7.97 	13.47 	2.28 
A,TOTAL,PN,IMP_XEU,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	152.85 	144.26 	239.24 	108.86 	208 	26 	18 	26 	518 	196.36 	20.65 	14.83 	38.62 	35.78 	25.5 	36.72 	38.82 	55.02 	58.22 	60.77 	57.06 	51.7 	56.16 	12.68 
A,TOTAL,PN,IMP_XEU,THS_M3,UK	1778 	1588 	1985 	1376 	1255 	1149 	1237 	1200.65 	1261.77 	1246.54 	1296.67 	1143.86 	1120.03 	953.94 	1026.86 	1174.83 	1172.52 	859.45 	1019.56 	1097.83 	1054.32 	1101.93 	1152.9 	1248.8 	1277 	1318.06 	1402.17 	1251.2 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,AT	: 	: 	: 	: 	: 	: 	50948 	55999.9 	61861 	57109 	60639 	74692 	33900 	35899 	41876 	33996 	29574 	21361 	28049 	35824 	39612 	38554 	19047 	19345 	22083 	23778.44 	22734.89 	19846.08 	18741.02 	29152.59 	35044 p
A,TOTAL,PN,IMP_XEU,THS_NAC,BE	: 	: 	: 	: 	: 	: 	: 	194235 	212726 	195537.73 	172639.72 	174823.58 	190556.31 	206976.42 	194937.3 	207091.29 	196394.58 	145163.92 	166685.04 	178904.32 	168748.44 	153794.22 	79965.93 	76594.23 	71869.21 	117953.79 	126813.79 	133515.27 	136933.83 	143813.57 	121134.85 
A,TOTAL,PN,IMP_XEU,THS_NAC,BG	: 	: 	: 	: 	: 	: 	: 	11251.71 	54598.06 	5847.09 	24566.1 	: 	: 	: 	63898 	83777.91 	91038.11 	36893.02 	36310.53 	41837.65 	48471.02 	42551.25 	47154.66 	50688.03 	25019.83 	63275.16 	87479.27 	91498.23 	76702.28 	115946.92 	192715.37 
A,TOTAL,PN,IMP_XEU,THS_NAC,CY	: 	: 	: 	: 	: 	: 	: 	6121.51 	4645.25 	5893.49 	4863.6 	4079.83 	7043.68 	7582.38 	8007.63 	9394.7 	11815.67 	4418.83 	5848.99 	: 	2211.28 	1690.59 	1599.1 	2193.52 	2552.09 	3672.82 	4269.93 	4306.62 	4755.83 	4256.01 	4890.29 
A,TOTAL,PN,IMP_XEU,THS_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	1685638.39 	1946519 	2102375.21 	1577274.47 	1327000 	1721000 	654000 	815000 	824000 	751000 	539177 	907645 	1022127 	920651 	885278 	749869 	766933 	782146 	936317 	939418 	1036535 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,DE	: 	: 	: 	: 	: 	: 	: 	611643 	441710 	583299 	492247 	530046 	433559 	416951 	493950 	551790.95 	463697.82 	356041 	436581 	465142 	434775 	428410 	389203 	402739 	395543 	414297 	466284 	409434 	371346 	460845 	520849 
A,TOTAL,PN,IMP_XEU,THS_NAC,DK	: 	: 	: 	: 	: 	: 	1 	648000 	779000 	728000 	679077.99 	620451.16 	461706.67 	489509.41 	531704.19 	536561.59 	534065.64 	285298.4 	286508.43 	346574.8 	308542.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	29831.85 	: 	23267.1 	16624.46 	25300.85 	35948.39 	35834.85 	45476.87 	25455.86 	13091.51 	24451.45 	29927.51 	25937.46 	29441.35 	28097.22 	25969.68 	25292.93 	32045.11 	41564.93 	34299.32 	26345.24 	48252.59 	81516.77 
A,TOTAL,PN,IMP_XEU,THS_NAC,EL	: 	: 	: 	: 	: 	: 	2782 	24318.4 	35501 	40182.72 	43676 	54686.88 	47919.14 	52991.62 	60810.05 	35490.55 	56103.94 	28307.33 	23505.22 	17659.35 	11258.28 	13261.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,ES	: 	: 	: 	: 	: 	: 	84692 e	100567 	73030.93 	112879 	150691 	28571 	152641 	165363.29 	174887.92 	178776.33 	121676.42 	67053.91 	81256.62 	77400.8 	59493.46 	58082.7 	18459.94 	219340.49 	27387.38 	27809.89 	35717.19 	35088.07 	26390.29 	44807.84 	90119.35 
A,TOTAL,PN,IMP_XEU,THS_NAC,FI	: 	: 	: 	: 	: 	: 	1 	22254.63 	35815.74 	41356 	48802.9 	49268.2 	31110.9 	39960.9 	41845.2 	56810.7 	65870.7 	33289.19 	40573.29 	48325.66 	42899.41 	36976.27 	33630.5 	32114.82 	31792.21 	36850.18 	42729.73 	45324.99 	45542.65 	67648.71 	47624.81 p
A,TOTAL,PN,IMP_XEU,THS_NAC,FR	: 	: 	: 	: 	: 	: 	167702.01 	146089 	164317 	176181 	171929 	166952 	154555 	160372 	172411 	197608 	178129 	110409 	143258 	138095 	145132.02 	148602.41 	102769.85 	102996.67 	101010.88 	99852.26 	123315.59 	144397.96 	107421 	147804 e	162709 e
A,TOTAL,PN,IMP_XEU,THS_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	6353.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6214.94 	4738.66 	5165.7 	3318.32 	4907.29 	7067.31 	6100.69 	9036.96 	9267.95 	14278.39 	14430.13 
A,TOTAL,PN,IMP_XEU,THS_NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	12892895.6 	4451274.57 	7870521.56 	14887402.87 	3779000 	3829000 	4121000 	4910000 	3354378.81 	3991708.57 	3936984.85 	3823279.39 	3772534.37 	4330676.57 	4631849.37 	5230949.27 	5437030.64 	6842134.91 	7787083.79 	7881155.41 	8502796.37 	12029435 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,IE	: 	: 	: 	: 	: 	: 	26689 e	27135.5 	37222 	33406.75 	31309.48 	28567.5 	36143.04 	41649.32 	38848.59 	59567 	33520 	15473 	23931 	18631 	19741 	17400 	23850.59 	26983 	25059 	27475 	23507 	24148 	57245 	70441 	87079 
A,TOTAL,PN,IMP_XEU,THS_NAC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1255286 	1359189.38 	1455034.17 	: 	1444.84 	1515.12 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,IT	: 	: 	: 	: 	: 	: 	280957 	270738 	206479.71 	322362 	343828.05 	306567.28 	343904.92 	454205 	485195 	283259 	195870.14 	220798 	236756 	221483.73 	171584.29 	179180.76 	130146.4 	134672.05 	80472.97 	87847.03 	151505.95 	128051.47 	103953.86 	191667.95 	251580.76 
A,TOTAL,PN,IMP_XEU,THS_NAC,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	21178.5 	24523.42 	24871.28 	25115.27 	8045.92 	10637 	14022.35 	23198.2 	18115.59 	8825.19 	13329.5 	18120.75 	17574.81 	74107.95 	25296.89 	25042.19 	37174.88 	54809.34 	65505.96 	39143.63 	39701.09 	80901.62 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	804 	1160 	129 	14.11 	62.68 	131.62 	1.1 	49.19 	151.16 	14.22 	9.58 	55.44 	36.36 	: 	62.57 	: 	: 	: 	: 	: 	0 	68.38 	758.73 
A,TOTAL,PN,IMP_XEU,THS_NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	2069.58 	8303.48 	10369.08 	2901.52 	3594.99 	8029.55 	18206.37 	18761.87 	8720.58 	10570.98 	17890.08 	13974.11 	12489.41 	19856.1 	29523.01 	35550.84 	55001.46 	55326.63 	44115.64 	40771.01 	62453.63 	72551.43 
A,TOTAL,PN,IMP_XEU,THS_NAC,MT	: 	: 	: 	: 	: 	: 	: 	2787.59 	1476.74 	3423.55 	1365.52 	1330.35 	970.23 	1294.13 	1489.02 	1547.56 	1916.91 	1129.47 	1539.45 	1520.46 	1178.63 	1281.26 	1476.74 	1717.24 	1628.55 	2096.75 	2608.74 	3653.21 	: 	: 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,NL	: 	: 	: 	: 	: 	: 	: 	118494 	102772 	110201 	106926 	89503 	78114 	82438 	111580 	145274 	142237 	95076 	560365 	115590 	105620 	84788 	98641 	104175 	107048 	110746 	132549 	128821 	141697 	165515 	: 
A,TOTAL,PN,IMP_XEU,THS_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	161973 	222836 	246139 	162441 	175771 	187895 	178044 	177284 	212857 	221627 	223088 	260466 	306424 	335402 	332082 	518137 	439027 
A,TOTAL,PN,IMP_XEU,THS_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	628398.57 	: 	: 	: 	158773 	249110 	317453 	327067.96 	216791.86 	215937.98 	303298.34 	318092.11 	294909.51 	316047 	553993.35 	729555.86 	931658.5 	1239650.4 	1357783.5 	1086974.07 	1165972.83 	2066271.86 	1230407.07 
A,TOTAL,PN,IMP_XEU,THS_NAC,PT	: 	: 	: 	: 	: 	: 	10988 	17101 	18641.78 	21118 	20153 	16664 	19103 	22695 	18713 	26514 	28885.03 	20107.87 	19895.4 	20935.02 	14068.94 	15170.08 	10333.39 	9363.99 	14340.46 	20975.14 	29703.8 	26347.53 	31272.55 	42647.41 	42763.95 
A,TOTAL,PN,IMP_XEU,THS_NAC,RO	: 	: 	: 	: 	: 	: 	: 	14107.04 	207891.51 	153510.66 	226038.52 	337294.18 	129303.54 	107401.54 	951117.91 	1185188 	220567.38 	116148.29 	144324.41 	191023.21 	192271.35 	177352.7 	169853.07 	188251.72 	185639.63 	352469.91 	451646.48 	472492.36 	445593.3 	525060.76 	526992.42 
A,TOTAL,PN,IMP_XEU,THS_NAC,SE	: 	: 	: 	: 	: 	: 	1 	86819.2 	1145156 	1174023.49 e	816000 	918000 	528652 	599677 	871.33 	950000 	864783 	359428 	59324.56 	66774.61 	764607 	611705 	648383 	715786.08 	655268 	805547 	921968 	1451060 	1222588 	1445787 	1795665 
A,TOTAL,PN,IMP_XEU,THS_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	6998.47 	5670.56 	17796.6 	6594.36 	2008.4 	12145.75 	13156.59 	12909.41 	11758.72 	7420 	8189.57 	10515.61 	10422.31 	6628.76 	4677.43 	4322.07 	5363.4 	6875.88 	6847.17 	6622.14 	4491.06 	7867.97 	1657.48 
A,TOTAL,PN,IMP_XEU,THS_NAC,SK	: 	: 	: 	: 	: 	: 	: 	27746.15 	29597.34 	42444.52 	61670.34 	92975.7 	6650.67 	12050.42 	17965.54 	155287.66 	35639.77 	9217.78 	6123.49 	15908.25 	14747.65 	12107.71 	9940.54 	11440.95 	13225.26 	15091.61 	16762.17 	15593.03 	14067.83 	22092.99 	3999.94 
A,TOTAL,PN,IMP_XEU,THS_NAC,UK	: 	: 	: 	: 	: 	: 	294802 	292833.09 	335403.57 	297572.85 	286613.65 	251816.33 	276702.67 	251163.44 	264788.01 	322736.44 	307121.24 	207033.21 	279947.98 	312145.94 	303007.79 	330649.26 	320970.99 	361082.03 	369022 	413620.71 	463066.51 	406484.6 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,AT	1849 	1842 	1934 	1969 	1920 	1990 	2015 	2015.5 	2341.5 	2996 	3396.58 	3396 	3396 	3430 	3714 	3794.21 	3672.68 	3118.23 	3328.23 	3326.91 	3238.3 	3165 	: 	: 	2994 	3026 	: 	3077 	3073.7 	3423.8 	2886.39 
A,TOTAL,PN,PRD,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	3204 	2821 e	2647 	2914 	2698 	2640 	2803 	2585 	2550 	2295 	2113 	2123.46 	2177.29 	: 	: 	360 	: 	: c	: c	: c	: c	: c	: c	: c
A,TOTAL,PN,PRD,THS_M3,BG	202 	213 	213 	213 	213 	213 	213 	214 	466.9 	525.97 	525.97 	512.07 	398.02 	328 	481 	906 	828 	748.66 	853.63 	952.91 	965.94 	931.08 	925.3 	974.36 	969.1 	1007.75 	1099.42 	1029.2 	1137.6 	1453.43 e	: 
A,TOTAL,PN,PRD,THS_M3,CH	879.3 	877.3 	796.6 	703.7 	668 	678 	701 	711 	900 	932 	701 	695 	897 	965 	963.9 	1086.4 	977.46 	937.13 	991.52 	965.68 	961.07 	916.86 	834.68 	818.42 	769.98 	777.9 	783.08 	581.46 	565.4 	645.33 	571.12 
A,TOTAL,PN,PRD,THS_M3,CY	12.1 	22 	22 	19.1 	19.7 	19.8 	19.3 	20.5 	12.2 	4.2 	2.6 	2.34 	1.9 	1.72 	2.5 	2.53 	2.31 	1.4 	1.07 	0.48 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TOTAL,PN,PRD,THS_M3,CZ	714 	665 	707 	801 	837 	948 	853 	880 	910 	1045 	1095 	1328 	1371 	1473 	1547 	1697 	1665 	1147 	1335 	1275 	1252 	1253 	1258 	1264 	1356 	1409 	1498.31 	1582.22 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,DE	8468 	9061 	9890 	10254 	9996 	11495 	11788 	12360.5 	13671.5 	13140 	13301 	14258 	15958 	16700 	17008 	17313 	14280.69 	13729.08 	12441.18 	11905.16 	12021.59 	12059.82 	12168.55 	12140.77 	12530 	13055.54 e	12780.01 e	12515.56 e	12690.85 e	13525.39 e	11968 e
A,TOTAL,PN,PRD,THS_M3,DK	287 	414 	432 	570 	423 	418 	405 	352 	448 	378 	350 	401 	360 	345 e	657 	356 	446 	446 	435.41 	: 	: 	430.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,EE	106 	163 	174 	272.6 	305.1 	359.8 	371 	356 	371.6 	387.99 	308.77 	304.4 	348.43 	392.5 	396.93 	352.19 	373.57 	182 	279.42 	318.61 	280.19 	291.74 	303.61 	379.37 	380 	402 	425.54 	423.83 	435 	494.11 	365 
A,TOTAL,PN,PRD,THS_M3,EL	358 	363 	363 	312.5 	366 	376.5 	391 	409.5 	712.52 	662.52 e	797.56 	866.88 	842 	842 	998 	998 e	1034.2 	993.98 	992.04 	987.78 	: 	1007.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,ES	2200 	2340 	2490 	2673 	2490 	2615 	3341.06 	3665.06 	4598 	4763 	4950 	4730 	4866 	4978 	5082 	5330 	3780 	3035.6 	3072.79 	2882.17 	2559.23 	2972.88 	3597.64 	3860.43 	3762.92 	4559.28 	4145.71 	4094.93 	3828.03 	: cd	4461.71 
A,TOTAL,PN,PRD,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: c	: 	: c	: c	: 	: 
A,TOTAL,PN,PRD,THS_M3,FI	917 	1174 	1295 	1332 	1541 	1522 	1598 	1677 	1792 	1722 	1793 	1845 	1945 	1906 	1985 	1936 	1653 	1070 	1300 	1280 	1120 	1610 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,TOTAL,PN,PRD,THS_M3,FR	3577 	3371 	3644 	3743.84 	4178.25 	4490.68 	4924.31 	5099.85 	5387 	5348 	5334 	5505 	6085 	6325 	6581 	6629 	6104.84 	4905 	5495.2 	5706.61 	5644.93 	5416 	5357.33 	5106.8 	5133 	4937 	4943 	4941 e	3734 	4995 e	4686.17 e
A,TOTAL,PN,PRD,THS_M3,HR	65 	78 	52.4 	45 	44.2 	56 	58 	62 	51 	57 	55 	67 	77 	106 	140 	154 	159 	124 	134 	124 	132 	191.2 	179.65 	176.56 	108 	157.12 	149.78 	126.17 	194.56 	233.18 	203.98 
A,TOTAL,PN,PRD,THS_M3,HU	376 	380.3 	445.4 	469.5 	448 	499.5 	508 	519.8 	549.5 	550 	563 	562 	597.4 	636 	678 	729 	744.6 	272.3 	644.2 	449.19 	433.17 	336.26 	578.28 	810.2 	789.65 	1056.75 	1638.28 	1565.31 	1530.04 	1761.9 	: 
A,TOTAL,PN,PRD,THS_M3,IE	246 	247 	265 	336 	434 	540 	660 	759 	745 	734 	700 	833 	841.09 	875 	978 	965 	829 	713 	801 	737.63 	716.03 	739.46 	773.3 	846 	774 	836 	: 	: 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	0 	0 
A,TOTAL,PN,PRD,THS_M3,IT	2942 	2920 	2851 	3683 	3407 	3864 	4820 	4780 	4975 	4988 	5120 	4861 	5196 	5071 	5270 	5231 	4736 	3837 	4126 	4046 	3598 	3286.56 	3381.27 	3438.5 	3721 	3777.98 	4433.82 e	4369.69 e	3845 e	: 	: 
A,TOTAL,PN,PRD,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,LT	221.7 	158 	154.9 	152.6 	202.4 	271.5 	270.4 	184 	270.29 	304.8 	312.4 	371 	393 	398 	378 	547 	617.4 	610.9 	716 	823.6 	825 	849.38 	819.61 	818.23 	839.98 	847.4 	847.4 	853.8 	903.1 	1189.9 	: 
A,TOTAL,PN,PRD,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	150 	150 	150 e	165 e	165 e	400 	450 	461 	539 	446 	393.88 	482.53 	515.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,LV	190 	178 	228 	288 	306 	321 	328 	308 	275 	284.9 	294 	329.8 	365.4 	405.5 	430.2 	426.8 	650.1 	645 	918.3 	922.86 	1011.99 	1157.34 	1131.89 	1270.49 e	: c	: c	: c	: c	: c	: c	: c
A,TOTAL,PN,PRD,THS_M3,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,TOTAL,PN,PRD,THS_M3,NL	92 	86 	87 	86.4 	72 	76.6 	42.2 	41.5 	42 	2 	12 	10 	8 	11 	10 	17.5 	32.95 	45.7 	50.61 	45.7 	57.5 	32.9 	28.8 	28.8 	28.9 	29 	29 	28.75 	29 	28.75 	: 
A,TOTAL,PN,PRD,THS_M3,NO	559.4 	501 	570 	560 	544 	551 	576.6 	511 	535 	528 	476 e	461 	589 	583 	620 	585 	498.24 	486.47 	566.5 	: 	484.39 	380.8 e	438 	447 	436 	448 	458 	424 	458 	498.95 	453.75 
A,TOTAL,PN,PRD,THS_M3,PL	1612 	1726 	1975 	2398 	2614 	3125 	3764 	3988 	4557.2 	4530 	4822 	5754 	6384 	6627 	7284.1 	8445.34 	8031.24 	7729.99 	8063.58 	8346.81 	8439.04 	8953.96 	9147.16 	9685.69 	10402.38 	11017.11 	11368.62 	11974.39 	11807.07 	13452.97 	11374.07 p
A,TOTAL,PN,PRD,THS_M3,PT	954 	890 	1120 	1060.1 	1105.7 	1098.3 	1242.9 	1245 	1248 	1202 	1208 	1186.65 	1295 	1276 	1276 	1308.34 	1324.62 	1355.59 	1334.37 	1350.68 	1617.65 	1143.39 	1288.77 	1277.09 	1150.72 	1050.21 	1059 	1235.04 	1222.04 	1407.81 	1394.61 
A,TOTAL,PN,PRD,THS_M3,RO	793 	793 	440 	426 	412 	390 	294 	301 	286.9 	419 	555 	731 	913 	954 	1291 	1221 	1927.4 	2051.2 	2757.1 	2958.05 	3874.1 	3421 	6160.54 	5892.44 	4271.01 	3972.22 	4084.38 	3807.68 	3812.74 	4457.26 	: c
