Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2025,Reported Value 2030,Reported Value 2035,Reported Value 2040,Reported Value 2045,Reported Value 2050
1.A.3.c. Railways,WEM,ESR,253.56,249.82,246.08,242.34,238.6,235.14,231.68,228.22,224.76,221.3,218.08,214.86,211.64,208.42,205.2,202.24,199.28,196.32,193.36,190.4,187.64,184.88,182.12,179.36,176.6,174.04,171.48,168.92,166.36,163.8,238.59928,221.28984,205.24031,190.35912,176.55921,163.76565
1.A.3.c. Railways,WEM,Total,253.56,249.82,246.08,242.34,238.6,235.14,231.68,228.22,224.76,221.3,218.08,214.86,211.64,208.42,205.2,202.24,199.28,196.32,193.36,190.4,187.64,184.88,182.12,179.36,176.6,174.04,171.48,168.92,166.36,163.8,238.59928,221.28984,205.24031,190.35912,176.55921,163.76565
1.A.3.d. Domestic navigation,WAM,ESR,12.58,12.26,11.94,11.62,11.3,11.04,10.78,10.52,10.26,10.0,9.76,9.52,9.28,9.04,8.8,8.58,8.36,8.14,7.92,7.7,7.52,7.34,7.16,6.98,6.8,6.64,6.48,6.32,6.16,6.0,11.32769,9.98216,8.79582,7.74979,6.82952,6.01274
1.A.3.d. Domestic navigation,WAM,Total,12.58,12.26,11.94,11.62,11.3,11.04,10.78,10.52,10.26,10.0,9.76,9.52,9.28,9.04,8.8,8.58,8.36,8.14,7.92,7.7,7.52,7.34,7.16,6.98,6.8,6.64,6.48,6.32,6.16,6.0,11.32769,9.98216,8.79582,7.74979,6.82952,6.01274
1.A.3.d. Domestic navigation,WEM,ESR,12.58,12.26,11.94,11.62,11.3,11.04,10.78,10.52,10.26,10.0,9.76,9.52,9.28,9.04,8.8,8.58,8.36,8.14,7.92,7.7,7.52,7.34,7.16,6.98,6.8,6.64,6.48,6.32,6.16,6.0,11.32769,9.98216,8.79582,7.74979,6.82952,6.01274
1.A.3.d. Domestic navigation,WEM,Total,12.58,12.26,11.94,11.62,11.3,11.04,10.78,10.52,10.26,10.0,9.76,9.52,9.28,9.04,8.8,8.58,8.36,8.14,7.92,7.7,7.52,7.34,7.16,6.98,6.8,6.64,6.48,6.32,6.16,6.0,11.32769,9.98216,8.79582,7.74979,6.82952,6.01274
1.A.3.e. Other transportation,WAM,ESR,78.74,67.28,55.82,44.36,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.901959,32.901959,32.901959,32.901959,32.901959,32.901959
1.A.3.e. Other transportation,WAM,Total,78.74,67.28,55.82,44.36,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.901959,32.901959,32.901959,32.901959,32.901959,32.901959
1.A.3.e. Other transportation,WEM,ESR,78.74,67.28,55.82,44.36,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.901959,32.901959,32.901959,32.901959,32.901959,32.901959
1.A.3.e. Other transportation,WEM,Total,78.74,67.28,55.82,44.36,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.901959,32.901959,32.901959,32.901959,32.901959,32.901959
1.A.4. Other sectors,WAM,ESR,12514.96,12655.12,12795.28,12935.44,13075.6,13047.32,13019.04,12990.76,12962.48,12934.2,12451.72,11969.24,11486.76,11004.28,10521.8,10089.72,9657.64,9225.56,8793.48,8361.4,8135.48,7909.56,7683.64,7457.72,7231.8,6983.58,6735.36,6487.14,6238.92,5990.7,13075.6140455766,12934.2287636434,10521.7567737217,8361.44573483479,7231.80806126768,5990.65845310576
1.A.4. Other sectors,WAM,ETS,,,,,29.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,29.5071170544548,0.473433197640746,,,,
1.A.4. Other sectors,WAM,Total,12544.46,12684.62,12824.78,12964.94,13105.1,13071.02,13036.94,13002.86,12968.78,12934.7,12452.12,11969.54,11486.96,11004.38,10521.8,10089.72,9657.64,9225.56,8793.48,8361.4,8135.48,7909.56,7683.64,7457.72,7231.8,6983.58,6735.36,6487.14,6238.92,5990.7,13105.121162631,12934.7021968411,10521.7567737217,8361.44573483479,7231.80806126768,5990.65845310576
1.A.4. Other sectors,WEM,ESR,12622.28,12869.76,13117.24,13364.72,13612.2,13578.94,13545.68,13512.42,13479.16,13445.9,13282.56,13119.22,12955.88,12792.54,12629.2,12504.14,12379.08,12254.02,12128.96,12003.9,11847.56,11691.22,11534.88,11378.54,11222.2,10735.86,10249.52,9763.18,9276.84,8790.5,13612.1945253917,13445.8544193308,12629.1903071258,12003.9140368211,11222.2090554098,8790.51090648067
1.A.4. Other sectors,WEM,ETS,,,,,29.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,29.5071170544548,0.473433197640746,,,,
1.A.4. Other sectors,WEM,Total,12651.78,12899.26,13146.74,13394.22,13641.7,13602.62,13563.54,13524.46,13485.38,13446.3,13282.88,13119.46,12956.04,12792.62,12629.2,12504.14,12379.08,12254.02,12128.96,12003.9,11847.56,11691.22,11534.88,11378.54,11222.2,10735.86,10249.52,9763.18,9276.84,8790.5,13641.7016424461,13446.3278525285,12629.1903071258,12003.9140368211,11222.2090554098,8790.51090648067
1.A.5. Other,WAM,ESR,321.34,320.98,320.62,320.26,319.9,319.56,319.22,318.88,318.54,318.2,317.86,317.52,317.18,316.84,316.5,316.16,315.82,315.48,315.14,314.8,314.62,314.44,314.26,314.08,313.9,313.74,313.58,313.42,313.26,313.1,319.916912913507,318.189361583774,316.471139031222,314.762194880453,313.912336954276,313.062479028099
1.A.5. Other,WAM,Total,321.34,320.98,320.62,320.26,319.9,319.56,319.22,318.88,318.54,318.2,317.86,317.52,317.18,316.84,316.5,316.16,315.82,315.48,315.14,314.8,314.62,314.44,314.26,314.08,313.9,313.74,313.58,313.42,313.26,313.1,319.916912913507,318.189361583774,316.471139031222,314.762194880453,313.912336954276,313.062479028099
1.A.5. Other,WEM,ESR,321.34,320.98,320.62,320.26,319.9,319.56,319.22,318.88,318.54,318.2,317.86,317.52,317.18,316.84,316.5,316.16,315.82,315.48,315.14,314.8,314.62,314.44,314.26,314.08,313.9,313.74,313.58,313.42,313.26,313.1,319.916912913507,318.189361583774,316.471139031222,314.762194880453,313.912336954276,313.062479028099
1.A.5. Other,WEM,Total,321.34,320.98,320.62,320.26,319.9,319.56,319.22,318.88,318.54,318.2,317.86,317.52,317.18,316.84,316.5,316.16,315.82,315.48,315.14,314.8,314.62,314.44,314.26,314.08,313.9,313.74,313.58,313.42,313.26,313.1,319.916912913507,318.189361583774,316.471139031222,314.762194880453,313.912336954276,313.062479028099
1.B. Fugitive emissions from fuels,WAM,ESR,2575.24,2567.58,2559.92,2552.26,2544.6,2470.4,2396.2,2322.0,2247.8,2173.6,2177.22,2180.84,2184.46,2188.08,2191.7,2132.14,2072.58,2013.02,1953.46,1893.9,1865.14,1836.38,1807.62,1778.86,1750.1,1721.34,1692.58,1663.82,1635.06,1606.3,2544.61834905232,2173.60709818105,2191.67792009006,1893.87377122012,1750.07540412836,1606.2770370366
1.B. Fugitive emissions from fuels,WAM,Total,2575.24,2567.58,2559.92,2552.26,2544.6,2470.4,2396.2,2322.0,2247.8,2173.6,2177.22,2180.84,2184.46,2188.08,2191.7,2132.14,2072.58,2013.02,1953.46,1893.9,1865.14,1836.38,1807.62,1778.86,1750.1,1721.34,1692.58,1663.82,1635.06,1606.3,2544.61834905232,2173.60709818105,2191.67792009006,1893.87377122012,1750.07540412836,1606.2770370366
1.B. Fugitive emissions from fuels,WEM,ESR,2575.24,2567.58,2559.92,2552.26,2544.6,2470.4,2396.2,2322.0,2247.8,2173.6,2177.22,2180.84,2184.46,2188.08,2191.7,2132.14,2072.58,2013.02,1953.46,1893.9,1865.14,1836.38,1807.62,1778.86,1750.1,1721.34,1692.58,1663.82,1635.06,1606.3,2544.61834905232,2173.60709818105,2191.67792009006,1893.87377122012,1750.07540412836,1606.2770370366
1.B. Fugitive emissions from fuels,WEM,Total,2575.24,2567.58,2559.92,2552.26,2544.6,2470.4,2396.2,2322.0,2247.8,2173.6,2177.22,2180.84,2184.46,2188.08,2191.7,2132.14,2072.58,2013.02,1953.46,1893.9,1865.14,1836.38,1807.62,1778.86,1750.1,1721.34,1692.58,1663.82,1635.06,1606.3,2544.61834905232,2173.60709818105,2191.67792009006,1893.87377122012,1750.07540412836,1606.2770370366
2. Industrial processes,WAM,ESR,6195.86,5989.62,5783.38,5577.14,5370.9,5151.34,4931.78,4712.22,4492.66,4273.1,4152.94,4032.78,3912.62,3792.46,3672.3,3620.78,3569.26,3517.74,3466.22,3414.7,3360.42,3306.14,3251.86,3197.58,3143.3,3102.74,3062.18,3021.62,2981.06,2940.5,5370.91380201161,4273.12764757273,3672.31635780967,3414.67740941596,3143.33117944546,2940.45569464624
2. Industrial processes,WAM,ETS,8838.04,8880.88,8923.72,8966.56,9009.4,9019.12,9028.84,9038.56,9048.28,9058.0,9054.02,9050.04,9046.06,9042.08,9038.1,9041.42,9044.74,9048.06,9051.38,9054.7,9058.5,9062.3,9066.1,9069.9,9073.7,9077.46,9081.22,9084.98,9088.74,9092.5,9009.37246806812,9058.04517961812,9038.10547507136,9054.7429207389,9073.74807720414,9092.48505007398
2. Industrial processes,WAM,Total,15033.9,14870.5,14707.1,14543.7,14380.3,14170.48,13960.66,13750.84,13541.02,13331.2,13207.04,13082.88,12958.72,12834.56,12710.4,12662.2,12614.0,12565.8,12517.6,12469.4,12418.94,12368.48,12318.02,12267.56,12217.1,12180.26,12143.42,12106.58,12069.74,12032.9,14380.2862700797,13331.1728271908,12710.421832881,12469.4203301549,12217.0792566496,12032.9407447202
2. Industrial processes,WEM,ESR,6195.86,5989.62,5783.38,5577.14,5370.9,5151.34,4931.78,4712.22,4492.66,4273.1,4152.94,4032.78,3912.62,3792.46,3672.3,3620.78,3569.26,3517.74,3466.22,3414.7,3360.42,3306.14,3251.86,3197.58,3143.3,3102.74,3062.18,3021.62,2981.06,2940.5,5370.91380201161,4273.12764757273,3672.31635780967,3414.67740941596,3143.33117944546,2940.45569464624
2. Industrial processes,WEM,ETS,8838.04,8880.88,8923.72,8966.56,9009.4,9019.12,9028.84,9038.56,9048.28,9058.0,9054.02,9050.04,9046.06,9042.08,9038.1,9041.42,9044.74,9048.06,9051.38,9054.7,9058.5,9062.3,9066.1,9069.9,9073.7,9077.46,9081.22,9084.98,9088.74,9092.5,9009.37246806812,9058.04517961812,9038.10547507136,9054.7429207389,9073.74807720414,9092.48505007398
2. Industrial processes,WEM,Total,15033.9,14870.5,14707.1,14543.7,14380.3,14170.48,13960.66,13750.84,13541.02,13331.2,13207.04,13082.88,12958.72,12834.56,12710.4,12662.2,12614.0,12565.8,12517.6,12469.4,12418.94,12368.48,12318.02,12267.56,12217.1,12180.26,12143.42,12106.58,12069.74,12032.9,14380.2862700797,13331.1728271908,12710.421832881,12469.4203301549,12217.0792566496,12032.9407447202
3. Agriculture,WAM,ESR,7839.22,7872.84,7906.46,7940.08,7973.7,7929.74,7885.78,7841.82,7797.86,7753.9,7717.22,7680.54,7643.86,7607.18,7570.5,7549.84,7529.18,7508.52,7487.86,7467.2,7434.04,7400.88,7367.72,7334.56,7301.4,7281.1,7260.8,7240.5,7220.2,7199.9,7973.70471157746,7753.87415620461,7570.46855618061,7467.22967369615,7301.40651582581,7199.93921339116
3. Agriculture,WAM,Total,7839.22,7872.84,7906.46,7940.08,7973.7,7929.74,7885.78,7841.82,7797.86,7753.9,7717.22,7680.54,7643.86,7607.18,7570.5,7549.84,7529.18,7508.52,7487.86,7467.2,7434.04,7400.88,7367.72,7334.56,7301.4,7281.1,7260.8,7240.5,7220.2,7199.9,7973.70471157746,7753.87415620461,7570.46855618061,7467.22967369615,7301.40651582581,7199.93921339116
3. Agriculture,WEM,ESR,7839.22,7872.84,7906.46,7940.08,7973.7,7929.74,7885.78,7841.82,7797.86,7753.9,7717.22,7680.54,7643.86,7607.18,7570.5,7549.84,7529.18,7508.52,7487.86,7467.2,7434.04,7400.88,7367.72,7334.56,7301.4,7281.1,7260.8,7240.5,7220.2,7199.9,7973.70471157746,7753.87415620461,7570.46855618061,7467.22967369615,7301.40651582581,7199.93921339116
3. Agriculture,WEM,Total,7839.22,7872.84,7906.46,7940.08,7973.7,7929.74,7885.78,7841.82,7797.86,7753.9,7717.22,7680.54,7643.86,7607.18,7570.5,7549.84,7529.18,7508.52,7487.86,7467.2,7434.04,7400.88,7367.72,7334.56,7301.4,7281.1,7260.8,7240.5,7220.2,7199.9,7973.70471157746,7753.87415620461,7570.46855618061,7467.22967369615,7301.40651582581,7199.93921339116
