freq,indic_sb,nace_r2,ceparema,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
A,V21110,C11,CEPA2,ES	3.2 d	7.2 	2.4 	4.9 	0.9 	1.4 	0.8 	4.1 	5.4 	2.3 	4.6 b
A,V21110,C11,CEPA2,FI	0.4 	0.0 	0.9 	0.0 	0.0 	0.1 b	0.2 	: c	: c	: bc	: c
A,V21110,C11,CEPA2,FR	7.3 	9.8 	12.7 	7.7 	9.7 	15.5 	12.7 	15.8 	11.6 	7.9 b	10.5 
A,V21110,C11,CEPA2,HR	: c	: c	1.6 	1.7 	: c	: c	0.4 	: c	0.2 	0.1 	0.2 
A,V21110,C11,CEPA2,HU	2.9 	0.0 	2.0 	1.0 	0.5 	0.1 	0.8 	1.3 	0.6 	0.0 	0.3 
A,V21110,C11,CEPA2,IT	: c	0.6 	4.0 	2.7 	0.5 	1.2 	4.9 	1.5 	3.9 	2.7 b	1.0 
A,V21110,C11,CEPA2,LT	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C11,CEPA2,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C11,CEPA2,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C11,CEPA2,NL	0.1 	: 	0.0 	0.5 	: c	1.0 	: c	: c	: c	0.2 	0.0 
A,V21110,C11,CEPA2,NO	: c	0.3 	: c	1.7 	2.4 	0.2 	0.0 	1.1 	0.5 	0.0 	0.0 b
A,V21110,C11,CEPA2,PL	2.6 	: c	: c	1.8 	: cd	0.4 d	0.3 d	2.2 d	2.3 d	3.5 d	: bcd
A,V21110,C11,CEPA2,PT	7.4 	3.0 	0.6 	3.2 	0.8 	1.2 b	0.8 	0.7 	0.8 	1.5 	0.8 
A,V21110,C11,CEPA2,RO	0.4 	3.2 p	0.8 	0.2 	0.0 	0.3 	0.2 	0.0 	0.1 	0.2 	0.2 b
A,V21110,C11,CEPA2,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 p	0.0 
A,V21110,C11,CEPA2,SE	0.0 	: c	0.0 	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,C11,CEPA2,SI	0.0 	0.8 	0.1 	0.1 	0.0 	0.0 	0.1 	0.0 	0.0 	: c	: c
A,V21110,C11,CEPA2,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,CEPA2,UK	: 	: 	: 	: c	: c	: c	: c	: c	18.1 	22.9 	: c
A,V21110,C11,CEPA3,AT	0.0 	0.0 	0.6 	0.2 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA3,BE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA3,BG	0.0 	: c	0.0 	: c	: c	0.0 	: c	0.0 	0.0 	: c	: bc
A,V21110,C11,CEPA3,CH	: 	0.2 	: 	: 	: 	: c	: 	: 	0.0 	: 	0.0 
A,V21110,C11,CEPA3,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,CEPA3,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	: c	: c	0.0 
A,V21110,C11,CEPA3,DE	1.5 d	0.4 	0.5 	0.2 	0.2 	1.0 	0.5 	1.7 	0.2 	0.6 	0.4 b
A,V21110,C11,CEPA3,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C11,CEPA3,EE	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	: bc
A,V21110,C11,CEPA3,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA3,ES	2.4 d	0.4 	0.1 	4.2 	0.1 	0.4 	0.1 	0.4 	0.1 	0.2 	0.1 b
A,V21110,C11,CEPA3,FI	0.1 	0.2 	0.1 	0.1 	0.0 	0.0 b	: c	0.0 	0.0 	: bc	0.0 
A,V21110,C11,CEPA3,FR	1.1 	0.5 	: c	3.1 	6.5 	1.8 	3.4 	3.4 	1.6 	4.3 b	: c
A,V21110,C11,CEPA3,HR	: c	0.0 	: c	: c	: c	: c	0.0 	: c	0.0 	0.0 	0.0 
A,V21110,C11,CEPA3,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,CEPA3,IT	: c	0.0 	0.4 	0.3 	0.0 	0.1 	0.0 	0.0 	0.6 	0.0 b	0.0 
A,V21110,C11,CEPA3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C11,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C11,CEPA3,NL	0.0 	: 	: c	0.1 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c
A,V21110,C11,CEPA3,NO	: c	0.1 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA3,PL	: c	0.0 	: c	: c	: cd	0.0 d	0.0 d	: cd	: cd	0.0 d	0.0 bd
A,V21110,C11,CEPA3,PT	0.6 	0.1 	0.0 	0.0 	: c	0.1 b	0.1 	0.1 	0.1 	0.1 	0.0 
A,V21110,C11,CEPA3,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.2 	0.0 	0.1 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C11,CEPA3,SE	: c	: c	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	: c	0.0 b
A,V21110,C11,CEPA3,SI	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	: c	: c
A,V21110,C11,CEPA3,SK	0.0 	0.0 	: c	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,CEPA3,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	5.8 	: c
A,V21110,C11,CEPA9,AT	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 b
A,V21110,C11,CEPA9,BE	0.7 	0.0 	0.0 	0.1 	0.2 	0.2 	0.1 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA9,BG	0.0 	: c	: c	: c	0.0 	: c	: c	: c	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA9,CH	: 	: c	: 	: 	: 	: c	: 	: 	0.2 	: 	0.0 
A,V21110,C11,CEPA9,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,CEPA9,CZ	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,C11,CEPA9,DE	2.4 d	0.5 	1.4 	0.4 	1.6 	0.8 	2.1 	0.7 	3.0 	2.0 	1.3 b
A,V21110,C11,CEPA9,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C11,CEPA9,EE	0.0 	0.0 	: c	: c	0.0 	: c	: c	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA9,EL	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA9,ES	0.8 d	0.5 	0.2 	1.0 	0.6 	0.4 	0.1 	0.2 	0.8 	1.5 	1.4 b
A,V21110,C11,CEPA9,FI	0.0 	0.1 	0.0 	0.0 	0.1 	0.1 b	: c	: c	0.1 	0.0 b	0.0 
A,V21110,C11,CEPA9,FR	7.4 	2.1 	2.6 	6.4 	5.9 	7.7 	3.5 	6.5 	7.7 	4.8 b	: c
A,V21110,C11,CEPA9,HR	: c	: c	0.2 	0.0 	0.0 	0.1 	0.1 	: c	0.0 	0.0 	0.0 
A,V21110,C11,CEPA9,HU	0.5 	0.3 	0.7 	0.1 	0.1 	0.1 	0.4 	0.1 	0.3 	0.0 	0.0 
A,V21110,C11,CEPA9,IT	: c	2.4 	8.9 	7.3 	0.9 	0.8 	1.3 	0.3 	0.2 	0.0 b	1.9 
A,V21110,C11,CEPA9,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA9,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C11,CEPA9,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C11,CEPA9,NL	0.0 	: 	: c	0.2 	: c	: c	: c	: c	: c	: c	: c
A,V21110,C11,CEPA9,NO	: c	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C11,CEPA9,PL	: c	: c	0.0 	0.0 	: cd	0.0 d	: cd	: cd	: cd	: cd	0.0 bd
A,V21110,C11,CEPA9,PT	0.1 	0.8 	0.9 	0.1 	0.8 	0.2 b	0.2 	2.6 	0.5 	0.2 	0.1 
A,V21110,C11,CEPA9,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 b
A,V21110,C11,CEPA9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C11,CEPA9,SE	: c	0.0 	0.0 	: c	: c	0.0 	: c	: c	: c	: c	: bc
A,V21110,C11,CEPA9,SI	0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	: c	: c
A,V21110,C11,CEPA9,SK	0.2 	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,CEPA9,UK	: 	: 	: 	: c	: c	: c	: c	: c	1.0 	: c	0.9 
A,V21110,C11,TOT_CEPA,AT	0.3 	0.2 	0.8 	0.5 	0.6 	1.2 	0.7 	0.6 	1.8 	1.0 	1.5 b
A,V21110,C11,TOT_CEPA,BE	8.4 	0.3 	0.1 	0.4 	0.7 	0.9 	0.3 	0.9 	4.1 	2.1 	3.8 b
A,V21110,C11,TOT_CEPA,BG	2.0 	1.7 	0.6 	0.8 	: c	0.1 	1.3 	2.9 	: c	: c	0.9 b
A,V21110,C11,TOT_CEPA,CH	: 	2.7 	: 	: 	: 	: c	: 	: 	: u	: 	: u
A,V21110,C11,TOT_CEPA,CY	0.0 	1.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.4 	0.0 
A,V21110,C11,TOT_CEPA,CZ	: c	: c	0.3 	1.2 	0.7 	0.6 	: c	: c	1.6 	0.8 	0.6 
A,V21110,C11,TOT_CEPA,DE	11.1 d	5.4 	5.8 	5.2 	7.1 	9.0 	9.8 	6.4 	7.9 	8.6 	4.1 b
A,V21110,C11,TOT_CEPA,DK	0.4 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C11,TOT_CEPA,EE	: c	0.0 	0.1 	: c	: c	0.1 	: c	: c	: c	: c	: bc
A,V21110,C11,TOT_CEPA,EL	0.0 	0.3 	0.3 	0.1 	1.7 	0.0 	0.1 	0.1 b	0.0 	0.1 	0.0 b
A,V21110,C11,TOT_CEPA,ES	7.1 d	8.2 	2.8 	10.7 	2.0 	2.4 	1.0 	5.0 	6.9 	4.9 	6.6 b
A,V21110,C11,TOT_CEPA,FI	0.5 	0.5 	0.9 	0.2 	0.1 	0.2 b	2.7 	: c	: c	: bc	: c
A,V21110,C11,TOT_CEPA,FR	19.1 	15.0 	18.5 	20.1 	26.2 	29.3 	33.5 	32.0 	26.8 	24.1 b	26.8 
A,V21110,C11,TOT_CEPA,HR	0.9 	1.2 	: c	: c	: c	0.2 	0.6 	: c	0.2 	0.1 	0.2 
A,V21110,C11,TOT_CEPA,HU	3.6 	0.6 	2.9 	1.1 	0.6 	1.7 	1.2 	1.6 	1.0 	0.0 	0.4 
A,V21110,C11,TOT_CEPA,IE	0.0 	0.0 	0.0 	0.0 	0.6 	0.1 	0.3 	: c	: c	: c	: c
A,V21110,C11,TOT_CEPA,IT	: c	3.1 	14.4 	32.7 	1.3 	2.2 	6.5 	1.8 	5.0 	2.7 b	3.1 
A,V21110,C11,TOT_CEPA,LT	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C11,TOT_CEPA,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C11,TOT_CEPA,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C11,TOT_CEPA,NL	0.1 	1.0 	0.9 	1.0 	2.1 	1.2 	1.1 	5.5 	: c	0.8 	0.2 
A,V21110,C11,TOT_CEPA,NO	: c	0.3 	: c	2.7 	2.4 	0.2 	0.0 	1.1 	0.5 	0.0 	0.0 b
A,V21110,C11,TOT_CEPA,PL	5.1 	: c	: c	1.8 	0.1 d	0.4 d	0.5 d	2.2 d	2.4 d	3.6 d	: bcd
A,V21110,C11,TOT_CEPA,PT	8.3 	4.1 	1.8 	3.5 	1.7 	: bc	1.3 	4.1 	1.7 	1.8 	1.2 
A,V21110,C11,TOT_CEPA,RO	0.4 	3.6 p	1.2 	0.2 	0.0 	0.6 	0.2 	1.0 	0.7 	0.3 	0.2 b
A,V21110,C11,TOT_CEPA,RS	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.6 p	0.0 
A,V21110,C11,TOT_CEPA,SE	1.2 	0.1 	0.5 	1.5 	1.1 	0.1 	0.3 	2.6 	: c	: c	: bc
A,V21110,C11,TOT_CEPA,SI	0.1 	0.9 	0.1 	0.1 	0.0 	0.1 	0.1 	0.0 	0.2 	: c	: c
A,V21110,C11,TOT_CEPA,SK	0.2 	0.4 	0.4 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C11,TOT_CEPA,UK	: 	: 	: 	: c	: c	: c	: c	: c	19.2 	: c	: c
A,V21110,C12,CEPA1,AT	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA1,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA1,BG	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	: c	0.0 b
A,V21110,C12,CEPA1,CH	: 	: u	: 	: 	: 	0.0 	: 	: 	0.0 	: 	0.0 
A,V21110,C12,CEPA1,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.0 
A,V21110,C12,CEPA1,CZ	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA1,DE	: cd	: c	0.0 	0.3 	: c	: c	: c	: c	: c	0.3 	0.0 b
A,V21110,C12,CEPA1,DK	: 	: c	: u	: u	: u	: u	: u	0.0 	: u	: u	: bc
A,V21110,C12,CEPA1,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA1,EL	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA1,ES	0.0 d	0.0 	: c	0.2 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA1,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA1,FR	: c	: c	0.0 	0.0 	: c	: c	: c	: c	: c	: bc	0.0 
A,V21110,C12,CEPA1,HR	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	: c	0.0 	: c	: c
A,V21110,C12,CEPA1,HU	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA1,IT	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA1,LT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,C12,CEPA1,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C12,CEPA1,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C12,CEPA1,NL	0.3 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,V21110,C12,CEPA1,NO	: c	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA1,PL	0.0 	: c	0.0 	0.0 	: cd	0.0 d	0.0 d	0.0 d	: cd	: cd	: bcd
A,V21110,C12,CEPA1,PT	0.0 	0.0 	: c	: c	: c	: bc	0.6 	0.1 	0.1 	0.1 	0.1 
A,V21110,C12,CEPA1,RO	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	: bc
A,V21110,C12,CEPA1,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C12,CEPA1,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	: c	0.0 	0.0 b
A,V21110,C12,CEPA1,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA1,SK	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA1,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,C12,CEPA2,AT	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,CH	: 	0.0 	: 	: 	: 	0.0 	: 	: 	0.0 	: 	0.0 
A,V21110,C12,CEPA2,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.0 
A,V21110,C12,CEPA2,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA2,DE	: cd	0.3 	0.1 	0.1 	: c	: c	: c	: c	0.1 	0.1 	0.2 b
A,V21110,C12,CEPA2,DK	: 	: c	: u	: u	: u	: u	: u	0.0 	: u	: u	: bc
A,V21110,C12,CEPA2,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,EL	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,ES	0.0 d	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA2,FR	: c	: c	0.0 	0.0 	: c	: c	: c	: c	: c	: bc	0.0 
A,V21110,C12,CEPA2,HR	0.0 	0.0 	: c	: c	0.0 	0.0 	0.0 	: c	0.0 	: c	: c
A,V21110,C12,CEPA2,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA2,IT	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA2,LT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,C12,CEPA2,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C12,CEPA2,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C12,CEPA2,NL	0.0 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,V21110,C12,CEPA2,NO	: c	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA2,PL	0.0 	0.0 	0.0 	0.0 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,C12,CEPA2,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA2,RO	0.0 	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	: bc
A,V21110,C12,CEPA2,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C12,CEPA2,SE	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	: c	: c	0.0 	: bc
A,V21110,C12,CEPA2,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA2,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA2,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,C12,CEPA3,AT	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA3,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA3,BG	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 b
A,V21110,C12,CEPA3,CH	: 	0.0 	: 	: 	: 	0.0 	: 	: 	0.0 	: 	0.0 
A,V21110,C12,CEPA3,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.0 
A,V21110,C12,CEPA3,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA3,DE	: cd	0.1 	0.0 	0.2 	: c	: c	: c	: c	0.4 	0.2 	0.2 b
A,V21110,C12,CEPA3,DK	: c	: c	: u	: u	: u	: u	: u	0.0 	: u	: u	: bc
A,V21110,C12,CEPA3,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA3,EL	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA3,ES	0.0 d	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA3,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA3,FR	: c	: c	0.0 	0.0 	0.0 	: c	: c	0.0 	: c	: bc	0.0 
A,V21110,C12,CEPA3,HR	: c	0.0 	: c	: c	0.0 	0.0 	0.0 	: c	0.0 	: c	: c
A,V21110,C12,CEPA3,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA3,IT	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA3,LT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,C12,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C12,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C12,CEPA3,NL	0.0 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,V21110,C12,CEPA3,NO	: c	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA3,PL	: c	0.0 	0.0 	0.0 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,C12,CEPA3,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA3,RO	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	: bc
A,V21110,C12,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C12,CEPA3,SE	0.0 	: c	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: bc
A,V21110,C12,CEPA3,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA3,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA3,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,C12,CEPA9,AT	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA9,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA9,BG	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA9,CH	: 	0.0 	: 	: 	: 	0.0 	: 	: 	0.0 	: 	0.0 
A,V21110,C12,CEPA9,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.0 
A,V21110,C12,CEPA9,CZ	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C12,CEPA9,DE	: cd	: c	0.0 	0.0 	0.0 	: c	: c	: c	: c	0.0 	0.1 b
A,V21110,C12,CEPA9,DK	: 	: c	: u	: u	: u	: u	: u	0.0 	: u	: u	: bc
A,V21110,C12,CEPA9,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA9,EL	0.0 	0.0 	0.0 	: c	0.0 	0.3 	0.0 	0.2 b	0.0 	0.1 	0.0 b
A,V21110,C12,CEPA9,ES	: cd	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C12,CEPA9,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C12,CEPA9,FR	: c	: c	0.0 	0.0 	0.1 	0.1 	0.1 	0.2 	0.2 	: bc	0.0 
A,V21110,C12,CEPA9,HR	: c	0.0 	: c	: c	0.0 	0.0 	0.0 	: c	0.0 	: c	: c
