freq,indic_sb,nace_r2,ceparema,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
A,V21110,C32,CEPA1,BG	0.0 	0.0 	0.0 	: c	: c	: c	: c	: c	: c	0.0 	: bc
A,V21110,C32,CEPA1,CH	: 	0.1 	: 	: 	: 	: u	: 	: 	: u	: 	0.1 
A,V21110,C32,CEPA1,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA1,CZ	: c	: c	: c	: c	0.0 	: c	: c	: c	: c	: c	0.0 
A,V21110,C32,CEPA1,DE	0.8 d	2.2 	2.8 	1.6 	1.1 	1.6 	1.6 	1.7 	1.1 	2.8 	1.1 b
A,V21110,C32,CEPA1,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C32,CEPA1,EE	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA1,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA1,ES	0.0 d	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 b
A,V21110,C32,CEPA1,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C32,CEPA1,FR	0.6 	0.6 	0.4 	1.2 	3.1 	3.2 	2.1 	4.0 	2.7 	1.9 b	5.8 
A,V21110,C32,CEPA1,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,C32,CEPA1,HU	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA1,IT	0.7 	0.2 	0.5 	0.5 	0.1 	0.7 	0.1 	0.3 	0.2 	0.5 b	0.9 
A,V21110,C32,CEPA1,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA1,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C32,CEPA1,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C32,CEPA1,NL	0.3 	: 	: c	0.1 	0.0 	0.0 	: c	: c	: c	0.0 	: c
A,V21110,C32,CEPA1,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA1,PL	: c	: c	: c	: c	: cd	: cd	0.0 d	: cd	0.0 d	: cd	: bcd
A,V21110,C32,CEPA1,PT	0.0 	0.4 	0.1 	0.0 	0.0 	0.0 b	: c	0.0 	0.1 	: c	0.0 
A,V21110,C32,CEPA1,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA1,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C32,CEPA1,SE	0.0 	0.0 	0.1 	: c	0.0 	: c	: c	0.0 	0.0 	: c	0.8 b
A,V21110,C32,CEPA1,SI	0.0 	0.1 	0.5 	0.4 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	: c
A,V21110,C32,CEPA1,SK	0.0 	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA1,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.3 	0.4 	7.8 
A,V21110,C32,CEPA2,AT	0.4 	0.2 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,CH	: 	0.0 	: 	: 	: 	: u	: 	: 	: u	: 	0.1 
A,V21110,C32,CEPA2,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA2,CZ	: c	0.0 	: c	0.0 	: c	: c	: c	0.0 	: c	: c	0.0 
A,V21110,C32,CEPA2,DE	4.1 d	1.5 	2.2 	1.2 	0.9 	2.4 	1.4 	1.4 	1.3 	1.4 	0.6 b
A,V21110,C32,CEPA2,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C32,CEPA2,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,ES	0.2 d	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,FI	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	: c
A,V21110,C32,CEPA2,FR	0.5 	1.3 	1.1 	2.3 	1.6 	1.3 	2.3 	1.2 	4.4 	2.3 b	: c
A,V21110,C32,CEPA2,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,C32,CEPA2,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA2,IT	0.7 	0.4 	0.1 	0.1 	0.1 	0.0 	0.1 	1.5 	0.8 	0.7 b	0.2 
A,V21110,C32,CEPA2,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C32,CEPA2,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C32,CEPA2,NL	0.0 	: 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	: c
A,V21110,C32,CEPA2,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C32,CEPA2,PL	: c	: c	: c	: c	0.2 d	: cd	0.0 d	0.0 d	: cd	0.0 d	0.0 bd
A,V21110,C32,CEPA2,PT	0.1 	0.0 	0.1 	: c	: c	: bc	: c	: c	: c	0.0 	0.0 
A,V21110,C32,CEPA2,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C32,CEPA2,SE	0.0 	: c	0.0 	0.0 	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA2,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	: c
A,V21110,C32,CEPA2,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA2,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.5 	: c
A,V21110,C32,CEPA3,AT	0.0 	0.0 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,BG	0.0 	0.0 	0.0 	: c	: c	0.0 	0.0 	: c	0.0 	: c	0.0 b
A,V21110,C32,CEPA3,CH	: 	0.1 	: 	: 	: 	0.1 	: 	: 	0.0 	: 	0.0 
A,V21110,C32,CEPA3,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA3,CZ	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 	: c	: c
A,V21110,C32,CEPA3,DE	0.8 d	1.3 	2.2 	0.8 	0.7 	2.1 	1.5 	1.6 	0.6 	1.4 	1.3 b
A,V21110,C32,CEPA3,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C32,CEPA3,EE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,ES	0.1 d	0.0 	0.0 	0.0 	0.4 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,FI	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 b	0.0 	0.0 	0.0 	: bc	: c
A,V21110,C32,CEPA3,FR	0.3 	1.7 	0.3 	1.1 	1.6 	0.8 	0.5 	0.7 	1.1 	0.9 b	0.6 
A,V21110,C32,CEPA3,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,C32,CEPA3,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA3,IT	0.1 	0.1 	0.4 	0.2 	0.1 	0.1 	0.1 	3.2 	0.3 	0.1 b	0.4 
A,V21110,C32,CEPA3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C32,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C32,CEPA3,NL	0.0 	: 	: c	0.0 	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA3,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,PL	: c	0.0 	: c	0.0 	: cd	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,C32,CEPA3,PT	0.0 	: c	: c	: c	: c	0.3 b	0.2 	: c	: c	0.0 	0.0 
A,V21110,C32,CEPA3,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C32,CEPA3,SE	0.0 	: c	0.2 	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA3,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	: c
A,V21110,C32,CEPA3,SK	0.0 	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA3,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c
A,V21110,C32,CEPA9,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.2 	0.3 b
A,V21110,C32,CEPA9,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA9,BG	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA9,CH	: 	0.0 	: 	: 	: 	: u	: 	: 	0.1 	: 	0.0 
A,V21110,C32,CEPA9,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA9,CZ	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA9,DE	0.3 d	0.2 	0.3 	0.3 	0.4 	0.8 	1.5 	1.5 	0.8 	0.5 	0.4 b
A,V21110,C32,CEPA9,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C32,CEPA9,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA9,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA9,ES	0.0 d	0.0 	0.1 	0.0 	0.0 	0.2 	0.0 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C32,CEPA9,FI	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,C32,CEPA9,FR	1.5 	1.2 	0.3 	2.2 	1.4 	1.8 	1.9 	2.6 	1.7 	3.3 b	: c
A,V21110,C32,CEPA9,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,C32,CEPA9,HU	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA9,IT	0.3 	0.1 	0.1 	0.2 	0.5 	0.0 	0.0 	0.0 	0.1 	0.2 b	0.0 
A,V21110,C32,CEPA9,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA9,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C32,CEPA9,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C32,CEPA9,NL	0.0 	: 	0.0 	: c	0.0 	0.0 	0.0 	: c	0.0 	: c	: c
A,V21110,C32,CEPA9,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,CEPA9,PL	: c	0.0 	0.0 	0.0 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,C32,CEPA9,PT	0.0 	: c	: c	0.0 	0.0 	: bc	0.0 	0.0 	0.0 	: c	0.0 
A,V21110,C32,CEPA9,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 b
A,V21110,C32,CEPA9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C32,CEPA9,SE	0.1 	0.0 	0.0 	: c	: c	0.0 	0.0 	: c	: c	0.0 	: bc
A,V21110,C32,CEPA9,SI	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	: c
A,V21110,C32,CEPA9,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,CEPA9,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.1 	0.0 
A,V21110,C32,TOT_CEPA,AT	1.7 	0.3 	0.4 	0.1 	0.1 	0.2 	0.2 	0.1 	0.2 	0.4 	0.3 b
A,V21110,C32,TOT_CEPA,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.0 	0.0 	0.0 b
A,V21110,C32,TOT_CEPA,BG	0.0 	0.0 	0.0 	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,C32,TOT_CEPA,CH	: 	0.3 	: 	: 	: 	: u	: 	: 	0.7 	: 	0.2 
A,V21110,C32,TOT_CEPA,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,TOT_CEPA,CZ	: c	: c	: c	: c	: c	0.3 	0.1 	: c	: c	0.1 	: c
A,V21110,C32,TOT_CEPA,DE	6.1 d	5.2 	7.4 	3.9 	3.0 	7.0 	5.9 	6.2 	3.8 	6.2 	3.3 b
A,V21110,C32,TOT_CEPA,DK	0.0 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C32,TOT_CEPA,EE	: c	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,TOT_CEPA,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C32,TOT_CEPA,ES	0.4 d	0.1 	0.1 	0.1 	0.4 	0.3 	0.1 	0.2 	0.1 	0.0 	0.0 b
A,V21110,C32,TOT_CEPA,FI	0.1 	0.1 	0.0 	0.0 	0.2 	0.0 b	0.0 	0.0 	0.0 	: bc	: c
A,V21110,C32,TOT_CEPA,FR	2.9 	4.7 	2.1 	6.8 	7.7 	7.1 	6.7 	8.6 	9.9 	8.4 b	12.9 
A,V21110,C32,TOT_CEPA,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,C32,TOT_CEPA,HU	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.1 	0.0 	0.0 
A,V21110,C32,TOT_CEPA,IE	0.1 	0.1 	0.1 	2.6 	4.2 	4.2 	8.4 	: c	: c	: c	: c
A,V21110,C32,TOT_CEPA,IT	1.8 	0.8 	1.2 	1.0 	0.8 	0.8 	0.3 	5.0 	1.4 	1.6 b	1.5 
A,V21110,C32,TOT_CEPA,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C32,TOT_CEPA,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,C32,TOT_CEPA,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C32,TOT_CEPA,NL	0.3 	0.2 	: c	: c	: c	0.0 	: c	: c	: c	: c	: c
A,V21110,C32,TOT_CEPA,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C32,TOT_CEPA,PL	: c	0.5 	: c	: c	0.3 d	: cd	0.0 d	: cd	: cd	: cd	: bcd
A,V21110,C32,TOT_CEPA,PT	0.1 	: c	0.2 	0.1 	0.0 	0.3 b	0.6 	0.0 	0.2 	0.0 	0.1 
A,V21110,C32,TOT_CEPA,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 b
A,V21110,C32,TOT_CEPA,RS	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 p	0.0 
A,V21110,C32,TOT_CEPA,SE	0.1 	0.1 	0.4 	1.7 	0.0 	0.0 	0.0 	0.6 	: c	: c	: bc
A,V21110,C32,TOT_CEPA,SI	0.0 	0.1 	0.5 	0.7 	0.0 	0.1 	: c	0.0 	0.0 	0.0 	: c
A,V21110,C32,TOT_CEPA,SK	0.0 	0.5 	0.5 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C32,TOT_CEPA,UK	1.5 	: c	: c	: c	: c	: c	: c	: c	0.4 	1.0 	7.8 
A,V21110,C33,CEPA1,AT	0.7 	0.6 	0.4 	1.9 	1.6 	1.7 	0.1 	0.0 	0.0 	0.1 	0.0 b
A,V21110,C33,CEPA1,BE	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.4 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C33,CEPA1,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: bc
A,V21110,C33,CEPA1,CH	: 	0.0 	: 	: 	: 	: u	: 	: 	: c	: 	0.0 
A,V21110,C33,CEPA1,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C33,CEPA1,CZ	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	: c	: c
A,V21110,C33,CEPA1,DE	0.6 d	1.2 	0.7 	0.7 	2.3 	2.2 	0.3 	0.2 	1.1 	1.0 	1.3 b
A,V21110,C33,CEPA1,DK	: 	: u	: u	: u	: u	: u	: u	0.1 	: u	: u	: bu
A,V21110,C33,CEPA1,EE	0.0 	0.0 	: c	: c	0.0 	: c	0.0 	0.0 	: c	: c	0.0 b
A,V21110,C33,CEPA1,EL	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.3 	0.1 b	0.1 	0.2 	0.1 b
A,V21110,C33,CEPA1,ES	0.2 d	0.2 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA1,FI	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.2 	0.0 b	0.0 
A,V21110,C33,CEPA1,FR	1.2 	: c	: c	1.3 	2.1 	10.0 	3.0 	7.9 	8.6 	2.4 b	3.1 
A,V21110,C33,CEPA1,HR	0.0 	: c	0.0 	: c	: c	: c	0.1 	: c	0.0 	0.0 	0.0 
A,V21110,C33,CEPA1,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 
A,V21110,C33,CEPA1,IT	13.5 	0.0 	1.3 	0.8 	0.0 	2.4 	0.1 	0.0 	0.0 	0.1 b	0.3 
A,V21110,C33,CEPA1,LT	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA1,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21110,C33,CEPA1,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C33,CEPA1,NL	0.1 	: 	0.2 	0.3 	0.8 	0.0 	: c	0.1 	0.9 	: c	0.2 
A,V21110,C33,CEPA1,NO	0.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA1,PL	: c	: c	: c	0.6 	: cd	: cd	: cd	: cd	: cd	0.1 d	: bcd
A,V21110,C33,CEPA1,PT	0.2 	0.1 	0.0 	: c	0.1 	0.2 b	0.0 	0.1 	0.3 	0.0 	0.0 
A,V21110,C33,CEPA1,RO	0.5 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA1,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C33,CEPA1,SE	: c	0.0 	0.2 	1.9 	: c	0.9 	0.0 	0.0 	0.0 	0.6 	0.0 b
A,V21110,C33,CEPA1,SI	1.2 	: c	: c	0.0 	0.0 	0.0 	: c	: c	0.0 	0.0 	0.0 
A,V21110,C33,CEPA1,SK	0.1 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C33,CEPA1,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c
A,V21110,C33,CEPA2,AT	0.2 	0.9 	0.8 	0.9 	0.8 	0.9 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA2,BE	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA2,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: bc
A,V21110,C33,CEPA2,CH	: 	0.0 	: 	: 	: 	0.1 	: 	: 	: c	: 	0.0 
A,V21110,C33,CEPA2,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C33,CEPA2,CZ	: c	: c	: c	: c	0.0 	0.0 	: c	: c	0.0 	0.0 	: c
A,V21110,C33,CEPA2,DE	1.0 d	0.7 	0.5 	2.0 	2.7 	4.9 	6.2 	3.1 	1.2 	1.3 	1.0 b
A,V21110,C33,CEPA2,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,C33,CEPA2,EE	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 b
A,V21110,C33,CEPA2,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA2,ES	0.1 d	0.1 	0.1 	0.2 	0.1 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 b
A,V21110,C33,CEPA2,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 b	0.0 	0.0 	: c	: bc	: c
A,V21110,C33,CEPA2,FR	1.1 	: c	0.3 	4.3 	1.4 	7.4 	0.9 	4.2 	3.8 	0.7 b	1.0 
A,V21110,C33,CEPA2,HR	: c	: c	0.6 	0.4 	0.0 	0.0 	0.0 	: c	0.0 	0.1 	0.2 
A,V21110,C33,CEPA2,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C33,CEPA2,IT	0.0 	0.0 	0.1 	25.4 	0.1 	0.0 	0.0 	0.0 	0.0 	0.2 b	0.2 
A,V21110,C33,CEPA2,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA2,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21110,C33,CEPA2,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,C33,CEPA2,NL	0.2 	: 	0.1 	0.0 	: c	1.0 	: c	: c	0.0 	: c	0.0 
A,V21110,C33,CEPA2,NO	0.3 	0.0 	0.2 	0.2 	0.1 	0.2 	0.2 	0.4 	0.0 	0.1 	0.1 b
A,V21110,C33,CEPA2,PL	: c	: c	: c	: c	: cd	: cd	: cd	: cd	: cd	: cd	: bcd
A,V21110,C33,CEPA2,PT	0.1 	0.1 	0.0 	: c	0.6 	: bc	0.3 	: c	0.0 	0.7 	0.8 
A,V21110,C33,CEPA2,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA2,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21110,C33,CEPA2,SE	: c	: c	1.0 	: c	0.9 	: c	0.0 	: c	: c	: c	0.0 b
A,V21110,C33,CEPA2,SI	0.0 	: c	: c	0.0 	0.0 	0.0 	: c	: c	0.0 	0.0 	0.0 
A,V21110,C33,CEPA2,SK	0.1 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,C33,CEPA2,UK	: c	: c	: c	: c	: c	: c	: c	: c	2.3 	0.5 	: c
A,V21110,C33,CEPA3,AT	0.0 	0.1 	0.2 	0.4 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,C33,CEPA3,BE	0.3 	0.1 	0.0 	0.0 	0.1 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 b
