freq,plant_tec,unit,geo\TIME_PERIOD	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,PRD_NUCH,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_NUCH,KTOE,SE	12881.000 	14498.000 	15252.000 	15632.000 	15996.000 	16362.000 	15532.000 	15699.000 	16351.000 	16727.000 	16239.000 	12028.000 	12342.000 	12409.000 
A,PRD_NUCH,KTOE,SI	1354.686 	1335.240 	1470.482 	1308.132 	1250.900 	1499.459 	1332.200 	1348.646 	1488.100 	1364.600 	1375.200 	1496.852 	1352.443 	1336.549 
A,PRD_NUCH,KTOE,SK	3783.000 	3853.280 	4027.000 	4050.000 	4110.510 	4053.000 	4028.000 	3894.000 	3985.000 	3760.000 	4048.000 	4044.000 	4051.050 	4096.990 
A,PRD_NUCH,KTOE,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_NUCH,KTOE,UA	21610.000 	23234.000 	23519.000 	23490.000 	21685.000 	23035.000 	22836.000 	21096.000 	: 	: 	: 	: 	: 	: 
A,PRD_NUCH,KTOE,UK	15229.000 	13947.000 	15626.000 	15206.000 	15443.000 	13850.000 	15479.333 	15413.827 	15123.808 	14060.727 	13252.500 	: 	: 	: 
A,PRD_NUCH,KTOE,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,EA20	929.000 	1049.000 	1045.000 	1023.000 	1172.000 	1217.000 	1205.000 	1118.000 	983.000 	1009.000 	1214.000 	1035.000 	1021.100 	924.700 
A,PRD_UP,THM,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,EU27_2020	929.000 	1049.000 	1045.000 	1023.000 	1172.000 	1217.000 	1205.000 	1118.000 	983.000 	1009.000 	1214.000 	1035.000 	1021.100 	924.700 
A,PRD_UP,THM,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,FR	929.000 	1049.000 	1045.000 	1023.000 	1172.000 	1217.000 	1205.000 	1118.000 	983.000 	1009.000 	1214.000 	1035.000 	1021.100 	924.700 
A,PRD_UP,THM,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,PRD_UP,THM,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,PRD_UP,THM,UK	613.000 	600.000 	950.000 	699.000 	823.000 	898.000 	790.000 	993.000 	711.000 	811.000 	427.000 	: 	: 	: 
A,PRD_UP,THM,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
