freq,nace_r2,indic_pefa,unit,geo\TIME_PERIOD	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,A,NETDOM_EUSE,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4774.7 	5865.4 	6732.9 	6704.9 	6520.8 	5747.1 	5603.8 	4716.1 	: 
A,A,NETDOM_EUSE,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16407.6 	16356.9 	17154.2 	17087.3 	15774.9 	16834.8 	19357.6 	18619.5 	: 
A,A,NETDOM_EUSE,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134230.1 	158367.8 	159006.7 	159447.2 	164758.1 	172767.3 	171218.3 	180886.6 	: 
A,A,NETDOM_EUSE,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1439622 s	1473827.8 s	1492528.5 	1495337.8 	1472774.9 	1483670.8 	1498892.4 	1534908.4 	: 
A,A,NETDOM_EUSE,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35925.1 	37681.8 	37686.8 	35617.4 	36566.5 	37359 	36619.1 	35876.2 	37116.1 	37054.3 	36725.2 	: 
A,A,NETDOM_EUSE,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	211477.3 	211192.7 	205488.2 	203500.5 	206694.8 	204253 	212256.1 	209087.7 	: 
A,A,NETDOM_EUSE,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10046.6 	10101.6 	10490.2 	10811.6 	11686.6 	11973.9 	12641.7 	13427.4 	: 
A,A,NETDOM_EUSE,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24979.1 	24306 	27332.4 	25771 	27406.8 	28466.1 	29748.9 	28157.6 	: 
A,A,NETDOM_EUSE,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9754.4 	9481.6 	9772.2 	10197.5 	10828.5 	10925.7 	10777.9 	10833.1 	: 
A,A,NETDOM_EUSE,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10120.7 	11606.8 	11307.8 	10801.3 	11353.9 	9735 	10343 	13449.7 	: 
A,A,NETDOM_EUSE,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	150471.9 	153152.2 	145022 	146340.1 	147160.7 	154449.3 	155007.6 	158762.6 	158741.7 	160536.4 	165333.7 	161296.8 	159974.9 	179457.1 b	: 
A,A,NETDOM_EUSE,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7530.6 	7766.1 	9769 	10088 	9972 	9552 	7348 	7767 	: 
A,A,NETDOM_EUSE,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1057.5 	1044.6 	1204 	1111.9 	1059 	1012.9 	1162 	1153.3 	: 
A,A,NETDOM_EUSE,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8333.8 	8457.2 	7992.3 	8287 	7861.9 	8457.7 	8936.3 	9901.6 	9721.9 	10726.9 	10743.7 	10210.4 	: 
A,A,NETDOM_EUSE,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6661.6 	7075.2 	5526.4 	6400.8 	: 
A,A,NETDOM_EUSE,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	395.9 s	363.5 s	215.3 	268.8 	317.7 	363.2 	383.5 	370.4 	: 
A,A,NETDOM_EUSE,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	175099.8 	167678.5 	169311.8 	171363.3 	184289.3 	185525.1 	181532.2 	184493.5 	: 
A,A,NETDOM_EUSE,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23310.8 	21101.2 	21573.5 	21264.4 	21480.3 	21825.3 	22927.1 	24315.6 	25318.4 	25248.4 	26864.3 	27799.2 	26272 
A,A,NETDOM_EUSE,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160099.1 	156708.6 	168509.7 	162975.4 	160200.7 	159886.3 	162011.5 	156817.1 	: 
A,A,NETDOM_EUSE,TJ,PT	35658.3 	25292.3 	24130.4 	23930.5 	30542.5 	30309 	25577 	25525.7 	24628.6 	24821 	26761.8 	25074 	24820.3 	25784.1 	26278.1 	26012.7 	25811.2 	26997 	26428.5 	26995.7 	28377.5 	30278.1 	: 
A,A,NETDOM_EUSE,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27486.5 	24795.2 	27076.8 	30365.5 	31126.6 	31787.5 	30933.5 	33414.1 	: 
A,A,NETDOM_EUSE,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21112.1 	19317.9 	18930.7 	17591.9 	16665.7 	17873.6 	: 
A,A,NETDOM_EUSE,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	42871.4 	41172 	41743.5 	41833.2 	40277.4 	40733.6 	40927.4 	42654.8 	44033.2 	44358 	40992.6 	41248.7 	40197.4 	40816.5 	: 
A,A,NETDOM_EUSE,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	3654.1 	3167.2 	3308.3 	3222.8 	3377 	3287.6 	3524.8 	3503.5 	3473.6 	3465 	3675 	3794.9 	3623.1 	3753.9 	: 
A,A,NETDOM_EUSE,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8382.8 	8776.6 	9024.9 	9362.5 	8954.9 	8889.2 	8673.6 	8799.5 	: 
A,A,NETDOM_EUSE,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	183894.5 	194934.7 	200568.8 	212118.3 	218939.7 	: 
A,A,NETDOM_EUSE_EP,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6595.6 	: 	: 
A,A,NETDOM_EUSE_EP,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23047.5 	22193.6 	22493.6 	23041 	23291.1 	22370.9 	22201.4 	22325.4 	24401.2 	: 
A,A,NETDOM_EUSE_EP,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	31002.8 	33603.1 	37011.5 	30908.4 	32067.2 	33455.6 	30936.3 	34441.6 	35197.7 	34998.8 	36193.7 	37894.2 	38466.6 	42822.7 	: 
A,A,NETDOM_EUSE_EP,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12634.2 	12947.4 	12998.5 	12927.7 	13748.9 	13418.5 	13143.2 	14500 	: 
A,A,NETDOM_EUSE_EP,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	15554.9 	16735 	16091.2 	16114.9 	16392.8 	17122.5 	17387.5 	17948.3 	18489.5 	18179.5 	17487.1 	18001.4 	17751.1 	17544.9 	: 
A,A,NETDOM_EUSE_EP,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1621.5 	1772.4 	1892.9 	1958.8 	1911.7 	1950.9 	2016.1 	2041.1 	: 
A,A,NETDOM_EUSE_EP,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24365.8 	24265.8 	16928.5 	17133 	16608.7 	17103 	21145.4 	23513.1 	: 
A,A,NETDOM_EUSE_EP,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	304628.8 	347765.6 	240375.8 	247184.1 	249698.7 	263202.7 	267202.2 	269439.3 	226063.9 	227897.6 	234664.7 	233674.3 	: 
A,A,NETDOM_EUSE_EP,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39932.1 	41652.8 	44805.6 	36489.4 	37075.2 	35781 	35662.7 	34523.2 	34129.3 	33880.7 	33355.2 	34015.5 	: 
A,A,NETDOM_EUSE_EP,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4771.1 	5863.9 	6732.9 	6704.4 	6508.9 	5734.5 	5573 	4692.9 	: 
A,A,NETDOM_EUSE_EP,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16407.6 	16356.9 	17154.2 	17087.1 	15774.9 	16834.7 	19357.6 	18619.4 	: 
A,A,NETDOM_EUSE_EP,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	133463.1 	157238.8 	157814.9 	158258.5 	163739.4 	171710.9 	169963.3 	179741.1 	: 
A,A,NETDOM_EUSE_EP,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1433222.1 s	1466191.2 s	1486117.9 	1488440.2 	1466287.1 	1477499.8 	1492324.1 	1528341.8 	: 
A,A,NETDOM_EUSE_EP,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35925.1 	37681.8 	37686.8 	35617.4 	36566.5 	37359 	36619.1 	35876.2 	37116.1 	37054.3 	36725.2 	: 
A,A,NETDOM_EUSE_EP,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	207739 	207538.4 	201792 	200056.3 	203208.5 	200766.8 	208795.3 	205601.4 	: 
A,A,NETDOM_EUSE_EP,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9999.7 	10054.7 	10440 	10761.4 	11643.1 	11927 	12601.5 	13390.6 	: 
A,A,NETDOM_EUSE_EP,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24977.6 	24304.6 	27331.2 	25769.8 	27405.6 	28465 	29747.7 	28156.6 	: 
A,A,NETDOM_EUSE_EP,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9754.4 	9481.6 	9772.2 	10197.5 	10828.5 	10925.7 	10777.9 	10833.1 	: 
A,A,NETDOM_EUSE_EP,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9960.7 	11446.8 	11262.5 	10767 	11311.1 	9702.1 	10309.8 	13416.4 	: 
A,A,NETDOM_EUSE_EP,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	149429.2 	151348.1 	143402.6 	143853.3 	144743.4 	152930.7 	154173.8 	157314.5 	157926.9 	159230 	164158.1 	160303.7 	158639.3 	178034.2 b	: 
A,A,NETDOM_EUSE_EP,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7493.2 	7395.4 	9642 	9692 	9502 	9495 	7320 	7736 	: 
A,A,NETDOM_EUSE_EP,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1043.3 	1032 	1189.6 	1097.4 	1045.1 	1000.5 	1143.4 	1144.9 	: 
A,A,NETDOM_EUSE_EP,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8333.8 	8415.2 	7949.3 	7901 	7780.2 	8277.2 	8900.3 	9866.6 	9690.9 	10686.1 	10699.4 	10171.3 	: 
A,A,NETDOM_EUSE_EP,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6591 	6995.9 	5460.8 	6354.6 	: 
A,A,NETDOM_EUSE_EP,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	395.9 s	363.5 s	215.3 	268.8 	317.7 	363.2 	383.5 	370.4 	: 
A,A,NETDOM_EUSE_EP,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	175097.6 	167676.2 	169309.3 	171360.5 	184286.4 	185521.7 	181529 	184490.4 	: 
A,A,NETDOM_EUSE_EP,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23291.5 	21084.6 	21542.2 	20881 	21472 	21820.2 	22923.6 	24313.2 	25316.1 	25245.3 	26861.8 	27796.5 	26269.1 
A,A,NETDOM_EUSE_EP,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	159990.5 	156596.1 	168354.2 	162955.9 	160177.8 	159792.4 	161979.7 	156764.4 	: 
A,A,NETDOM_EUSE_EP,TJ,PT	35603.1 	25252.4 	24096.8 	23893.1 	30500.3 	30225 	25486.6 	25436.3 	24577.4 	24778.1 	26718.7 	25033.5 	24782.3 	25695.6 	26232.9 	25972.7 	25773 	26941.2 	26375.2 	26931.7 	28307 	30204.2 	: 
A,A,NETDOM_EUSE_EP,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26965.7 	24359.5 	26994.8 	30157.6 	31099.4 	31687.1 	30841.3 	33327.6 	: 
A,A,NETDOM_EUSE_EP,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21004.9 	19254.7 	18856.5 	17533.2 	16597.6 	17803 	: 
A,A,NETDOM_EUSE_EP,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	42871.4 	41172 	41743.5 	41833.2 	40277.4 	40733.6 	40927.4 	42654.8 	44033.2 	44358 	40992.6 	41248.7 	40197.4 	40816.5 	: 
A,A,NETDOM_EUSE_EP,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	3596.1 	3131.9 	3288.6 	3205.1 	3350.8 	3287.6 	3524.8 	3503.5 	3473.6 	3465 	3675 	3794.9 	3623.1 	3753.9 	: 
A,A,NETDOM_EUSE_EP,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8341.6 	8735.9 	8985.8 	9321.2 	8954.9 	8847.9 	8673.6 	8799.5 	: 
A,A,NETDOM_EUSE_EP,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	183894.5 	194934.7 	200568.8 	212118.3 	218939.7 	: 
A,A,NETDOM_EUSE_NEP,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,A,NETDOM_EUSE_NEP,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	94.1 	: 
A,A,NETDOM_EUSE_NEP,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	31.9 	5.7 	5.6 	5.5 	: 
A,A,NETDOM_EUSE_NEP,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 	3.5 	3.1 	3.2 	3.2 	6.7 	7.3 	7.2 	: 
A,A,NETDOM_EUSE_NEP,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	62.2 	62.9 	64.5 	36 	0 	54.8 	49.3 	49.3 	: 
A,A,NETDOM_EUSE_NEP,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.7 	1.5 	0 	0.5 	11.9 	12.6 	30.8 	23.2 	: 
A,A,NETDOM_EUSE_NEP,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.2 	0.1 	0.2 	0 	0.1 	: 
A,A,NETDOM_EUSE_NEP,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	767 	1129 	1191.8 	1188.8 	1018.7 	1056.4 	1255 	1145.5 	: 
A,A,NETDOM_EUSE_NEP,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6399.9 s	7636.7 s	6410.6 	6897.6 	6487.8 	6170.9 	6568.3 	6566.7 	: 
A,A,NETDOM_EUSE_NEP,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3738.3 	3654.3 	3696.3 	3444.2 	3486.2 	3486.2 	3460.7 	3486.2 	: 
A,A,NETDOM_EUSE_NEP,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46.9 	46.9 	50.3 	50.3 	43.6 	46.9 	40.2 	36.9 	: 
A,A,NETDOM_EUSE_NEP,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.5 	1.4 	1.2 	1.2 	1.2 	1.1 	1.2 	1.1 	: 
A,A,NETDOM_EUSE_NEP,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160 	160 	45.3 	34.3 	42.8 	32.9 	33.2 	33.3 	: 
A,A,NETDOM_EUSE_NEP,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	1042.6 	1804.2 	1619.4 	2486.8 	2417.3 	1518.6 	833.8 	1448.1 	814.8 	1306.4 	1175.6 	993.1 	1335.6 	1422.9 	: 
A,A,NETDOM_EUSE_NEP,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37.4 	370.7 	127 	396 	470 	57 	28 	31 	: 
A,A,NETDOM_EUSE_NEP,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.2 	12.6 	14.4 	14.5 	13.9 	12.4 	18.6 	8.4 	: 
A,A,NETDOM_EUSE_NEP,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	42 	43 	386 	81.8 	180.5 	36 	35 	31 	40.8 	44.3 	39.1 	: 
A,A,NETDOM_EUSE_NEP,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.6 	79.3 	65.6 	46.1 	: 
A,A,NETDOM_EUSE_NEP,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.2 	2.3 	2.5 	2.8 	3 	3.4 	3.2 	3.1 	: 
A,A,NETDOM_EUSE_NEP,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.3 	16.6 	31.3 	383.4 	8.3 	5.1 	3.5 	2.4 	2.3 	3.1 	2.5 	2.7 	2.9 
A,A,NETDOM_EUSE_NEP,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	108.6 	112.5 	155.5 	19.5 	22.9 	93.8 	31.7 	52.7 	: 
A,A,NETDOM_EUSE_NEP,TJ,PT	55.2 	39.9 	33.6 	37.4 	42.2 	84 	90.4 	89.4 	51.2 	42.9 	43.1 	40.5 	38 	88.5 	45.1 	40 	38.2 	55.8 	53.3 	64.1 	70.4 	73.9 	: 
A,A,NETDOM_EUSE_NEP,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	520.8 	435.7 	82 	207.8 	27.2 	100.4 	92.2 	86.4 	: 
A,A,NETDOM_EUSE_NEP,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	107.2 	63.3 	74.1 	58.7 	68.2 	70.6 	: 
A,A,NETDOM_EUSE_NEP,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	58 	35.3 	19.7 	17.7 	26.2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.2 	40.7 	39.2 	41.3 	0 	41.3 	0 	0 	: 
A,A,NETDOM_EUSE_NEP,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,A,NRG_INP_OUT,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13085.6 	: 	: 
A,A,NRG_INP_OUT,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	168976.5 	152915.1 	157843.1 	158748.8 	164239.4 	150535.8 	152365.3 	156689 	176988.4 	: 
A,A,NRG_INP_OUT,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	62559 	74107.8 	94665.1 	83826.2 	90410 	93884.8 	82616.4 	87371.4 	91279.3 	87831.7 	91262.1 	96603.5 	98500 	100729.1 	: 
A,A,NRG_INP_OUT,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53415.8 	58944.4 	55379.2 	54998.6 	73299.2 	76959.7 	79740.4 	87497.2 	: 
A,A,NRG_INP_OUT,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	53150 	56088 	58955.9 	54100.2 	59402.2 	63673.4 	57790.2 	59671 	64259.4 	64603.5 	61621.5 	64718.7 	63892.4 	71445.9 	: 
A,A,NRG_INP_OUT,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2188.8 	2599.4 	2812.2 	3000.9 	2963.4 	3032.6 	3098.6 	3107 	: 
A,A,NRG_INP_OUT,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150029.2 	154858.7 	159703.6 	159796 	163096.6 	170954.9 	181122.2 	200151.4 	: 
A,A,NRG_INP_OUT,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1191634.3 	1256101.5 	1061067.8 	1159312.8 	1146474.3 	1210678.1 	1232794.5 	1254063.5 	1141447.5 	1180808.5 	1196808.6 	1234132.6 	: 
A,A,NRG_INP_OUT,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98299.2 	92873.3 	95191.7 	88140.1 	84043.6 	91975.5 	95994.5 	96710.2 	96321 	87843.9 	87910.1 	89224.9 	: 
A,A,NRG_INP_OUT,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18986.9 	20304.6 	25800.4 	22981.2 	33047.6 	25102.1 	22212.8 	25084.7 	: 
A,A,NRG_INP_OUT,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52798.6 	56252.2 	50541.2 	50941.3 	48521.3 	49551.5 	50971.4 	52235.5 	: 
A,A,NRG_INP_OUT,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	329461.1 	354113.8 	334310.7 	339479.2 	342089.1 	350224.3 	356298.3 	370665.1 	: 
A,A,NRG_INP_OUT,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4727357.4 s	4916529.2 s	4972721.2 	5018059.4 	4891133.8 	5078919.3 	5055886.9 	5355433.4 	: 
A,A,NRG_INP_OUT,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	219078.1 	232914.8 	235088.8 	233346.4 	225065.5 	239731 	240584.1 	231146.2 	228476.1 	210938.3 	248980.2 	: 
A,A,NRG_INP_OUT,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	558463.7 	587521.9 	615819.1 	599629.3 	604125.1 	601224.2 	585490.2 	625323.9 	: 
A,A,NRG_INP_OUT,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63430.3 	70139.4 	70291.9 	69231.2 	68140.4 	66255.9 	66566.9 	73762.6 	: 
A,A,NRG_INP_OUT,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123490.1 	128971 	127296.4 	122672 	115129.8 	112053.1 	112416.9 	116780.6 	: 
A,A,NRG_INP_OUT,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17383.1 	16998.2 	18813.8 	19903.5 	20489.3 	20158.2 	19322.5 	20913.1 	: 
A,A,NRG_INP_OUT,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10550.1 	12061.6 	11307.8 	10801.3 	11353.9 	9735 	10343 	13449.7 	: 
A,A,NRG_INP_OUT,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	508415.1 	496908.1 	456968.6 	378061.8 	480219.8 	519054.1 	483422.3 	520089.8 	516229.6 	546042.9 	517322.7 	520646.4 	511866.3 	548415.7 b	: 
A,A,NRG_INP_OUT,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34238.6 	34862.1 	38265 	41060 	40198 	39054 	37341 	40675 	: 
A,A,NRG_INP_OUT,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3580.5 	3219.2 	3665.1 	3840 	4662.8 	5559.4 	8057.2 	8574.1 	: 
A,A,NRG_INP_OUT,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33348.5 	40665.7 	40288.9 	30932.8 	37766.6 	33006 	29978.9 	36856.6 	39268 	29293.5 	30164.6 	37369 	: 
A,A,NRG_INP_OUT,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13352.2 	13274.9 	12219 	13227.3 	: 
