freq,nace_r2,indic_pefa,unit,geo\TIME_PERIOD	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,L68A,EPRD_ICNS,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104 	485.6 	3357 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,L68A,EPRD_ICNS,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2267.1 	2894.4 	: 	: 	: 	: 	: 	: 	: 
A,L68A,EPRD_ICNS,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	712.3 	363.5 	133.8 	253.6 	342.1 	365.8 	211.1 	202.5 	240.2 	242.2 	234.4 	129.1 	127.2 	127.2 	: 
A,L68A,EPRD_ICNS,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,EPRD_ICNS,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,L68A,NEI_EXT,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,L68A,NEI_EXT,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NEI_EXT,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,L68A,NETDOM_EUSE,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	206.4 	172.7 	198.5 	171.1 	174.9 	182.9 	109.3 	152.6 	136.3 	142.4 	137.5 	145.2 	: 
A,L68A,NETDOM_EUSE,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104 	394.5 	3357 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,L68A,NETDOM_EUSE,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2267.1 	2894.4 	: 	: 	: 	: 	: 	: 	: 
A,L68A,NETDOM_EUSE,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	712.3 	363.5 	133.8 	253.6 	342.1 	365.8 	211.1 	202.5 	240.2 	242.2 	234.4 	129.1 	127.2 	127.2 	: 
A,L68A,NETDOM_EUSE,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,L68A,NETDOM_EUSE_EP,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,L68A,NETDOM_EUSE_EP,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	206.4 	172.7 	198.5 	171.1 	174.8 	182.8 	109.2 	152.5 	136.3 	142.4 	137.5 	145.2 	: 
A,L68A,NETDOM_EUSE_EP,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.4 	394.5 	3343 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,L68A,NETDOM_EUSE_EP,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2263.8 	2871.5 	: 	: 	: 	: 	: 	: 	: 
A,L68A,NETDOM_EUSE_EP,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	712.3 	363.5 	133.8 	253.6 	342.1 	365.8 	211.1 	202.5 	240.2 	242.2 	234.4 	129.1 	127.2 	127.2 	: 
A,L68A,NETDOM_EUSE_EP,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_EP,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0.1 	0.1 	0.1 	0.1 	0 	0.1 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.5 	0 	14 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,L68A,NETDOM_EUSE_NEP,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.3 	23 	: 	: 	: 	: 	: 	: 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,L68A,NETDOM_EUSE_NEP,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
