freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,PC,LCB35,HU	0.1 	0.2 	0.3 	0.1 u
A,PC,LCB35,HU1	: 	0.1 u	0.2 u	0.2 u
A,PC,LCB35,HU12	: 	: 	: 	0.2 u
A,PC,LCB35,HU2	0.1 u	0.2 u	0.2 u	0 n
A,PC,LCB35,HU22	: 	: 	: 	0.1 u
A,PC,LCB35,HU3	0.1 u	0.2 	0.3 	0.2 u
A,PC,LCB35,HU31	: 	: 	: 	0.3 u
A,PC,LCB35,HU33	: 	: 	: 	0.2 u
A,PC,LCB35,IT	: 	: 	0 u	: 
A,PC,LCB35,ITC	: 	: 	0 u	: 
A,PC,LCB35,ITF	: 	: 	: 	0.1 u
A,PC,LCB35,ITF2	: 	: 	: 	0.2 u
A,PC,LCB35,ITF3	: 	: 	: 	0.1 u
A,PC,LCB35,ITF4	: 	: 	: 	0.2 u
A,PC,LCB35,ITF5	: 	: 	: 	0.1 u
A,PC,LCB35,ITH	: 	: 	0 u	0 n
A,PC,LCB35,ITH3	: 	: 	: 	0.1 u
A,PC,LCB35,ITH5	: 	: 	: 	0 n
A,PC,LCB35,ITI	: 	: 	0 u	0 n
A,PC,LCB35,ITI3	: 	: 	: 	0.1 u
A,PC,LCB35,LT	0 u	: 	0.1 u	0.2 
A,PC,LCB35,LT0	0 u	: 	0.1 u	0.2 
A,PC,LCB35,LT02	: 	: 	: 	0.2 
A,PC,LCB35,LU	: 	: 	: 	0.2 u
A,PC,LCB35,LU0	: 	: 	: 	0.2 u
A,PC,LCB35,LU00	: 	: 	: 	0.2 u
A,PC,LCB35,LV	0 u	0 u	0 u	0.1 u
A,PC,LCB35,LV0	0 u	0 u	0 u	0.1 u
A,PC,LCB35,LV00	: 	: 	: 	0.1 u
A,PC,LCB35,NL	0 u	0.1 u	0.2 	0.2 
A,PC,LCB35,NL1	: 	: 	0.2 u	0.2 u
A,PC,LCB35,NL11	: 	: 	: 	0.6 u
A,PC,LCB35,NL12	: 	: 	: 	0.1 u
A,PC,LCB35,NL13	: 	: 	: 	0 n
A,PC,LCB35,NL2	: 	: 	: 	0 n
A,PC,LCB35,NL21	: 	: 	: 	0 n
A,PC,LCB35,NL22	: 	: 	: 	0 n
A,PC,LCB35,NL23	: 	: 	: 	0.2 u
A,PC,LCB35,NL3	: 	0.3 u	0.6 u	0.4 
A,PC,LCB35,NL31	: 	: 	: 	0 n
A,PC,LCB35,NL32	: 	: 	: 	0 n
A,PC,LCB35,NL33	: 	: 	: 	0 n
A,PC,LCB35,NL34	: 	: 	: 	2.2 
A,PC,LCB35,NL4	0.2 u	: 	: 	0 n
A,PC,LCB35,NL41	: 	: 	: 	0 n
A,PC,LCB35,NL42	: 	: 	: 	0 n
A,PC,LCB35,PL	0.1 	0.1 	0.1 	0.1 
A,PC,LCB35,PL1	0.1 u	0.1 u	0.1 	: 
A,PC,LCB35,PL3	0 u	0.1 	0.2 	: 
A,PC,LCB35,PL4	0 u	0.1 u	0.1 u	0.1 u
A,PC,LCB35,PL41	: 	: 	: 	0 n
A,PC,LCB35,PL42	: 	: 	: 	0.1 u
A,PC,LCB35,PL43	: 	: 	: 	0.2 u
A,PC,LCB35,PL5	0.2 u	0.1 u	0 u	: 
A,PC,LCB35,PL6	0.1 u	: 	0.1 u	0.2 
A,PC,LCB35,PL61	: 	: 	: 	0.5 
A,PC,LCB35,PL62	: 	: 	: 	0.1 u
A,PC,LCB35,PL63	: 	: 	: 	0.1 
A,PC,LCB35,PL7	: 	: 	: 	0 n
A,PC,LCB35,PL72	: 	: 	: 	0.1 u
A,PC,LCB35,PL81	: 	: 	: 	0 n
A,PC,LCB35,PL82	: 	: 	: 	0.1 u
A,PC,LCB35,PL9	: 	: 	: 	0.2 u
A,PC,LCB35,PL92	: 	: 	: 	0.2 u
A,PC,LCB35,PT	: 	: 	0 u	: 
A,PC,LCB35,PT1	: 	: 	0 u	: 
A,PC,LCB35,RO	: 	0.1 	0 u	: 
A,PC,LCB35,RO1	: 	: 	: 	0.1 u
A,PC,LCB35,RO11	: 	: 	: 	0.1 u
A,PC,LCB35,RO2	: 	0 u	0 u	: 
A,PC,LCB35,RO3	: 	0.1 u	0.1 u	: 
A,PC,LCB35,RO4	: 	0.2 	: 	: 
A,PC,LCB35,RO42	: 	: 	: 	0.1 u
A,PC,LCB35,SE	0 	0 	0 	: 
A,PC,LCB35,SE1	0.2 	0.2 	0.1 u	0.1 u
A,PC,LCB35,SE12	: 	: 	: 	0.1 u
A,PC,LCB35,SE2	0.1 u	0 u	0 u	: 
A,PC,LCB35,SE22	: 	: 	: 	0.1 u
A,PC,LCB35,SI	: 	0.2 u	0.3 	: 
A,PC,LCB35,SI0	: 	0.2 u	0.3 	: 
A,PC,LCB35,SK	0.2 	: 	0.1 u	0.1 u
A,PC,LCB35,SK0	0.2 	: 	0.1 u	0.1 u
A,PC,LCB35,SK02	: 	: 	: 	0.2 u
A,PC,LCB35,UK	0.1 	0.1 	0 	: 
A,PC,LCB35,UKC	: 	: 	: 	0.1 u
A,PC,LCB35,UKC1	: 	: 	: 	0.3 u
A,PC,LCB35,UKD	: 	: 	: 	0.1 u
A,PC,LCB35,UKD7	: 	: 	: 	1.3 u
A,PC,LCB35,UKE	0.1 u	: 	: 	0.1 u
A,PC,LCB35,UKE1	: 	: 	: 	0.3 u
A,PC,LCB35,UKF	0.2 u	0.1 u	0.1 u	: 
A,PC,LCB35,UKH	0.3 u	0.3 u	0.3 u	: 
A,PC,LCB35,UKJ	0.1 u	0.4 u	0.1 u	0.1 u
A,PC,LCB35,UKJ1	: 	: 	: 	0.3 u
A,PC,LCB35,UKJ3	: 	: 	: 	0.2 
A,PC,LCB35,UKK	0.2 u	0.2 u	0.1 u	0 n
A,PC,LCB35,UKK1	: 	: 	: 	0.1 u
A,PC,LCB36,BG	: 	0.1 	0.1 	: 
A,PC,LCB36,BG3	: 	0 u	0 u	: 
A,PC,LCB36,BG4	: 	0.2 	0.2 	0.1 
A,PC,LCB36,BG42	: 	: 	: 	0.2 
A,PC,LCB36,DE	: 	0 u	: 	: 
A,PC,LCB36,DE1	: 	0 u	: 	: 
A,PC,LCB36,EL	0.2 	0.2 	0.1 	0.1 
A,PC,LCB36,EL5	0.4 	0.4 	0.3 	0.1 
A,PC,LCB36,EL51	: 	: 	: 	0.3 
A,PC,LCB36,EL52	: 	: 	: 	0.1 u
A,PC,LCB36,EL6	0 u	0 u	0 u	: 
A,PC,LCB36,EL63	: 	: 	: 	0.1 u
A,PC,LCB36,ES	0 	0 	0 	: 
A,PC,LCB36,ES4	0 	0 	0 	: 
A,PC,LCB36,ES43	: 	: 	: 	0.1 
A,PC,LCB36,ES6	: 	: 	0 u	: 
A,PC,LCB36,EU27_2007	: 	0 	0 	0 n
A,PC,LCB36,EU27_2020	: 	: 	0 	: 
A,PC,LCB36,EU28	: 	: 	0 	0 n
A,PC,LCB36,EU_V	0 	0 	0 	0 n
A,PC,LCB36,FR	0 	0 	0 u	: 
A,PC,LCB36,FR2	0 u	: 	: 	: 
A,PC,LCB36,FR4	: 	0 u	0 u	: 
A,PC,LCB36,FR5	0 u	0 u	0 u	: 
A,PC,LCB36,FR6	: 	0 u	0 u	: 
A,PC,LCB36,FR7	0 u	0 u	: 	: 
A,PC,LCB36,HR	: 	: 	0 u	: 
A,PC,LCB36,HR0	: 	: 	0 u	: 
A,PC,LCB36,HU	0 u	0 u	0 u	: 
A,PC,LCB36,HU3	0 u	0 u	0.1 u	0.1 u
A,PC,LCB36,HU32	: 	: 	: 	0.2 u
A,PC,LCB36,IT	0.1 	0.1 	0.1 	: 
A,PC,LCB36,ITF	0 u	0.1 u	0 u	0.1 
A,PC,LCB36,ITF3	: 	: 	: 	0.3 
A,PC,LCB36,ITH	0.2 	0.1 u	0.2 	0.1 u
A,PC,LCB36,ITH3	: 	: 	: 	0.2 u
A,PC,LCB36,ITI	0.1 u	0.1 	0.1 u	0.1 
A,PC,LCB36,ITI2	: 	: 	: 	0.6 
A,PC,LCB36,PL	0.1 	0.1 	0.1 	: 
A,PC,LCB36,PL2	0.1 u	0.3 	: 	: 
A,PC,LCB36,PL3	0.2 	0.1 	0.2 	: 
A,PC,LCB36,PL4	: 	: 	0 u	: 
A,PC,LCB36,PL6	0.1 u	0 u	0 u	: 
A,PC,LCB36,PL61	: 	: 	: 	0.1 u
A,PC,LCB36,PL72	: 	: 	: 	0.1 u
A,PC,LCB36,PL8	: 	: 	: 	0.1 u
A,PC,LCB36,PL81	: 	: 	: 	0.2 u
A,PC,LCB36,PT	0 u	: 	0 u	: 
A,PC,LCB36,PT1	0 u	: 	0 u	: 
A,PC,LCB36,RO	: 	: 	0 u	: 
A,PC,LCB36,RO3	: 	: 	0 u	0.1 u
A,PC,LCB36,RO31	: 	: 	: 	0.1 u
A,PC,LCB36,RO4	: 	: 	0 u	: 
A,PC,LCB37,AT	0.1 u	0 u	0.1 	0.1 
A,PC,LCB37,AT1	0.2 u	0.1 u	0.1 u	0.3 
A,PC,LCB37,AT11	: 	: 	: 	0.1 u
A,PC,LCB37,AT12	: 	: 	: 	0.3 
A,PC,LCB37,AT2	: 	: 	0 u	: 
A,PC,LCB37,AT3	0 u	0 u	0 u	: 
A,PC,LCB37,BE	: 	0.1 u	0.2 	0.2 u
A,PC,LCB37,BE2	: 	0.1 u	0.2 u	0.1 u
A,PC,LCB37,BE23	: 	: 	: 	0.3 u
A,PC,LCB37,BE3	: 	0.1 u	0.2 u	0.2 u
A,PC,LCB37,BE31	: 	: 	: 	0.6 u
A,PC,LCB37,BE32	: 	: 	: 	0.6 u
A,PC,LCB37,BE33	: 	: 	: 	0.3 u
A,PC,LCB37,BG	: 	0.2 	0.2 	0.2 
A,PC,LCB37,BG3	: 	0.3 	0.2 	0.3 
A,PC,LCB37,BG31	: 	: 	: 	0.1 u
A,PC,LCB37,BG32	: 	: 	: 	0.3 u
A,PC,LCB37,BG33	: 	: 	: 	0.4 u
A,PC,LCB37,BG34	: 	: 	: 	0.4 
A,PC,LCB37,BG4	: 	0.1 u	0 u	0.1 u
A,PC,LCB37,BG42	: 	: 	: 	0.2 u
A,PC,LCB37,CZ	0.1 u	0.1 	0.2 	0.1 u
A,PC,LCB37,CZ0	0.1 u	0.1 	0.2 	0.1 u
A,PC,LCB37,CZ03	: 	: 	: 	0.1 u
A,PC,LCB37,CZ04	: 	: 	: 	0.4 u
A,PC,LCB37,CZ05	: 	: 	: 	0.2 u
A,PC,LCB37,DE	0.1 	0.1 	0.1 	0.1 
A,PC,LCB37,DE1	0 u	0 u	0.1 u	0.1 u
A,PC,LCB37,DE12	: 	: 	: 	0.3 u
A,PC,LCB37,DE2	0.3 	0.2 	0.2 	0.3 
A,PC,LCB37,DE21	: 	: 	: 	0.5 
A,PC,LCB37,DE22	: 	: 	: 	0.6 u
A,PC,LCB37,DE25	: 	: 	: 	0.4 u
A,PC,LCB37,DE27	: 	: 	: 	0.2 u
A,PC,LCB37,DE4	: 	: 	: 	0.1 u
A,PC,LCB37,DE40	: 	: 	: 	0.1 u
A,PC,LCB37,DE7	: 	: 	: 	0.1 u
A,PC,LCB37,DE71	: 	: 	: 	0.3 u
A,PC,LCB37,DE9	0.1 u	0.1 u	: 	0.3 
A,PC,LCB37,DE91	: 	: 	: 	0.2 u
A,PC,LCB37,DE92	: 	: 	: 	1.2 
A,PC,LCB37,DE93	: 	: 	: 	0.2 u
A,PC,LCB37,DEA	: 	: 	: 	0.1 u
A,PC,LCB37,DEA1	: 	: 	: 	0.2 u
A,PC,LCB37,DEA4	: 	: 	: 	0.1 u
A,PC,LCB37,DEB	: 	: 	0.1 u	0 n
A,PC,LCB37,DEB3	: 	: 	: 	0.1 u
A,PC,LCB37,DEE	: 	0.1 u	0.1 u	0.1 u
A,PC,LCB37,DEE0	: 	: 	: 	0.1 u
A,PC,LCB37,DEF	: 	: 	0.1 u	0.1 u
A,PC,LCB37,DEF0	: 	: 	: 	0.1 u
A,PC,LCB37,DEG	: 	: 	0.1 u	: 
A,PC,LCB37,DK	: 	0 u	0.1 u	: 
A,PC,LCB37,DK0	: 	0 u	0.1 u	: 
A,PC,LCB37,DK01	: 	: 	: 	0.1 u
A,PC,LCB37,DK03	: 	: 	: 	0.1 u
A,PC,LCB37,EL	: 	: 	0 u	: 
A,PC,LCB37,EL5	: 	: 	0 u	0 n
A,PC,LCB37,EL52	: 	: 	: 	0 n
A,PC,LCB37,EL6	: 	: 	0 u	0 n
A,PC,LCB37,ES	0 u	0 u	0 	: 
A,PC,LCB37,ES2	0 u	0 u	: 	: 
A,PC,LCB37,ES22	: 	: 	: 	0.1 u
A,PC,LCB37,ES4	0 u	0 u	0 	: 
A,PC,LCB37,ES42	: 	: 	: 	0.1 u
A,PC,LCB37,ES5	: 	: 	0.1 u	: 
A,PC,LCB37,ES6	0 u	0 u	0.1 	0 n
A,PC,LCB37,ES61	: 	: 	: 	0 n
A,PC,LCB37,ES62	: 	: 	: 	0.1 u
A,PC,LCB37,EU27_2007	: 	0 	0 	0 n
A,PC,LCB37,EU27_2020	: 	: 	0 	: 
A,PC,LCB37,EU28	: 	: 	0 	0 n
A,PC,LCB37,EU_V	0 	0 	0 	0 n
A,PC,LCB37,FI	0 u	0 u	0 	0 n
A,PC,LCB37,FI1	0 u	0 u	0 	0 n
A,PC,LCB37,FI19	: 	: 	: 	0 n
A,PC,LCB37,FI1B	: 	: 	: 	0.2 
A,PC,LCB37,FI1C	: 	: 	: 	0.1 
A,PC,LCB37,FI1D	: 	: 	: 	0 n
A,PC,LCB37,FI2	: 	: 	: 	0 n
A,PC,LCB37,FI20	: 	: 	: 	0 n
A,PC,LCB37,FR	0 	0 	0 	: 
A,PC,LCB37,FR1	: 	: 	0.4 u	: 
A,PC,LCB37,FR2	0 u	0 u	0.1 	: 
A,PC,LCB37,FR3	0.1 u	: 	: 	: 
A,PC,LCB37,FR5	: 	0 u	0 u	: 
A,PC,LCB37,FR6	0 u	0 u	0 u	: 
A,PC,LCB37,FR8	0 u	0 u	: 	: 
A,PC,LCB37,FRC	: 	: 	: 	0 n
A,PC,LCB37,FRE	: 	: 	: 	0.1 u
A,PC,LCB37,FRE1	: 	: 	: 	0.2 u
A,PC,LCB37,FRH	: 	: 	: 	0 n
A,PC,LCB37,FRH0	: 	: 	: 	0 n
A,PC,LCB37,FRI3	: 	: 	: 	0.1 u
A,PC,LCB37,FRJ	: 	: 	: 	0 n
A,PC,LCB37,FRJ2	: 	: 	: 	0 n
A,PC,LCB37,FRK	: 	: 	: 	0 n
A,PC,LCB37,FRK2	: 	: 	: 	0 n
A,PC,LCB37,FRL	: 	: 	: 	0.1 u
A,PC,LCB37,FRL0	: 	: 	: 	0.1 u
A,PC,LCB37,HU	0.2 	0.1 u	0.1 	0.1 u
A,PC,LCB37,HU2	: 	0.1 u	0.1 u	0.1 u
A,PC,LCB37,HU23	: 	: 	: 	0.1 u
A,PC,LCB37,HU3	0.3 	0.1 u	0.1 u	0.1 u
A,PC,LCB37,HU31	: 	: 	: 	0.1 u
A,PC,LCB37,HU33	: 	: 	: 	0.2 u
A,PC,LCB37,IE	0 u	0.1 u	: 	: 
A,PC,LCB37,IE0	0 u	0.1 u	: 	: 
A,PC,LCB37,IT	0 u	0 u	0.1 	: 
A,PC,LCB37,ITC	0 u	0 u	: 	0 n
A,PC,LCB37,ITC1	: 	: 	: 	0.1 u
A,PC,LCB37,ITF	: 	: 	0.1 	0 n
A,PC,LCB37,ITF2	: 	: 	: 	0.1 u
A,PC,LCB37,ITF4	: 	: 	: 	0.1 u
A,PC,LCB37,ITG	0 u	: 	: 	: 
A,PC,LCB37,ITH	0 u	: 	0.1 u	0 n
A,PC,LCB37,ITH1	: 	: 	: 	0.1 u
A,PC,LCB37,ITH5	: 	: 	: 	0.1 u
A,PC,LCB37,ITI	0 u	0 u	0.1 	0 n
A,PC,LCB37,ITI3	: 	: 	: 	0.1 u
A,PC,LCB37,LT	0 u	: 	: 	: 
A,PC,LCB37,LT0	0 u	: 	: 	: 
A,PC,LCB37,LV	: 	0 u	0 u	: 
A,PC,LCB37,LV0	: 	0 u	0 u	: 
A,PC,LCB37,NL	: 	0.1 u	0.1 u	0 n
A,PC,LCB37,NL1	: 	: 	0.2 u	0 n
A,PC,LCB37,NL11	: 	: 	: 	0 n
A,PC,LCB37,NL12	: 	: 	: 	0 n
A,PC,LCB37,NL13	: 	: 	: 	0 n
A,PC,LCB37,NL2	: 	0.4 u	0.2 u	0.1 u
A,PC,LCB37,NL21	: 	: 	: 	0 n
A,PC,LCB37,NL22	: 	: 	: 	0 n
A,PC,LCB37,NL23	: 	: 	: 	0.7 u
A,PC,LCB37,NL3	: 	: 	: 	0 n
A,PC,LCB37,NL31	: 	: 	: 	0 n
A,PC,LCB37,NL32	: 	: 	: 	0 n
A,PC,LCB37,NL33	: 	: 	: 	0 n
A,PC,LCB37,NL34	: 	: 	: 	0 n
A,PC,LCB37,NL4	: 	: 	: 	0 n
A,PC,LCB37,NL41	: 	: 	: 	0 n
A,PC,LCB37,NL42	: 	: 	: 	0 n
A,PC,LCB37,PL	0 	0.1 	0 	: 
A,PC,LCB37,PL1	0.1 u	0.1 u	0.1 u	: 
A,PC,LCB37,PL2	: 	0.1 u	0 u	0.1 u
A,PC,LCB37,PL21	: 	: 	: 	0.3 u
A,PC,LCB37,PL3	0 u	0.1 u	0.1 u	: 
A,PC,LCB37,PL4	0.1 u	0.1 u	0 u	0 n
A,PC,LCB37,PL42	: 	: 	: 	0.1 u
A,PC,LCB37,PL5	: 	: 	0 u	: 
A,PC,LCB37,PL6	0 u	: 	0 u	0.1 u
A,PC,LCB37,PL61	: 	: 	: 	0.1 u
A,PC,LCB37,PL62	: 	: 	: 	0.1 u
A,PC,LCB37,PL81	: 	: 	: 	0.1 u
A,PC,LCB37,PL9	: 	: 	: 	0.1 u
A,PC,LCB37,PL91	: 	: 	: 	0.4 u
A,PC,LCB37,PT	: 	0 u	0 u	: 
A,PC,LCB37,PT1	: 	0 u	0 u	: 
A,PC,LCB37,RO	: 	: 	0 u	: 
A,PC,LCB37,RO1	: 	: 	: 	0 n
A,PC,LCB37,RO2	: 	: 	: 	0 n
A,PC,LCB37,RO21	: 	: 	: 	0 n
A,PC,LCB37,RO3	: 	: 	0.1 u	: 
A,PC,LCB37,RO4	: 	: 	0 u	: 
A,PC,LCB37,SE	0 u	: 	: 	: 
A,PC,LCB37,SE1	0 u	: 	: 	: 
A,PC,LCB37,SI	0.1 u	0.1 u	: 	: 
A,PC,LCB37,SI0	0.1 u	0.1 u	: 	: 
A,PC,LCB37,SI03	: 	: 	: 	0.1 u
A,PC,LCB37,SK	0 u	: 	0 u	0.2 u
A,PC,LCB37,SK0	0 u	: 	0 u	0.2 u
A,PC,LCB37,SK02	: 	: 	: 	0.6 u
A,PC,LCB37,SK03	: 	: 	: 	0.1 u
A,PC,LCB37,UK	0 u	0 u	0 u	: 
A,PC,LCB37,UKE	0.1 u	: 	: 	0.1 u
A,PC,LCB37,UKE1	: 	: 	: 	0.3 u
A,PC,LCB37,UKF	0.1 u	0.1 u	: 	: 
A,PC,LCB37,UKH	: 	: 	0.2 u	0.1 u
A,PC,LCB37,UKH1	: 	: 	: 	0 n
A,PC,LCB37,UKH3	: 	: 	: 	0.4 u
A,PC,LCB37,UKJ	: 	0.1 u	0.1 u	: 
A,PC,LCB37,UKK	0.1 u	: 	: 	: 
A,PC,LCB4,AT	0.4 	0.4 	0.4 	0.4 
A,PC,LCB4,AT1	1.2 	0.8 	0.8 	0.8 
A,PC,LCB4,AT11	: 	: 	: 	0.6 
A,PC,LCB4,AT12	: 	: 	: 	0.8 
A,PC,LCB4,AT13	: 	: 	: 	1.1 u
A,PC,LCB4,AT2	0.1 u	0.2 	0.2 	0.1 u
A,PC,LCB4,AT21	: 	: 	: 	0.1 u
A,PC,LCB4,AT22	: 	: 	: 	0.1 u
A,PC,LCB4,AT3	0.2 	0.3 	0.4 	0.3 
A,PC,LCB4,AT31	: 	: 	: 	0.4 
A,PC,LCB4,AT33	: 	: 	: 	0.3 u
A,PC,LCB4,BE	0.8 	1.2 	1.3 	1.3 
A,PC,LCB4,BE2	1.4 	2 	1.8 	2.2 
A,PC,LCB4,BE21	: 	: 	: 	0.7 
A,PC,LCB4,BE22	: 	: 	: 	2.8 u
A,PC,LCB4,BE23	: 	: 	: 	0.2 u
A,PC,LCB4,BE24	: 	: 	: 	1 u
A,PC,LCB4,BE25	: 	: 	: 	5.8 
A,PC,LCB4,BE3	0.4 u	0.6 	0.9 	0.6 
A,PC,LCB4,BE31	: 	: 	: 	1.5 u
A,PC,LCB4,BE32	: 	: 	: 	1.1 u
A,PC,LCB4,BE33	: 	: 	: 	1 
A,PC,LCB4,BE35	: 	: 	: 	0.3 u
A,PC,LCB4,BG	: 	0.5 	0.5 	1.1 
A,PC,LCB4,BG3	: 	0.4 	0.4 	1.5 
A,PC,LCB4,BG31	: 	: 	: 	1 
A,PC,LCB4,BG32	: 	: 	: 	1.1 
A,PC,LCB4,BG33	: 	: 	: 	1.7 
A,PC,LCB4,BG34	: 	: 	: 	2 
A,PC,LCB4,BG4	: 	0.7 	0.6 	0.4 
A,PC,LCB4,BG41	: 	: 	: 	0.2 
A,PC,LCB4,BG42	: 	: 	: 	0.6 
A,PC,LCB4,CY	: 	1.4 	1 	0.5 
A,PC,LCB4,CY0	: 	1.4 	1 	0.5 
A,PC,LCB4,CY00	: 	: 	: 	0.5 
A,PC,LCB4,CZ	0.8 	0.6 	0.6 	0.5 
A,PC,LCB4,CZ0	0.8 	0.6 	0.6 	0.5 
A,PC,LCB4,CZ01	: 	: 	: 	1.9 u
A,PC,LCB4,CZ02	: 	: 	: 	0.7 
A,PC,LCB4,CZ03	: 	: 	: 	0.1 u
A,PC,LCB4,CZ04	: 	: 	: 	0.3 u
A,PC,LCB4,CZ05	: 	: 	: 	0.5 
A,PC,LCB4,CZ06	: 	: 	: 	0.6 
A,PC,LCB4,CZ07	: 	: 	: 	1.4 u
A,PC,LCB4,CZ08	: 	: 	: 	0.3 u
A,PC,LCB4,DE	0.6 	0.7 	0.9 	0.6 
A,PC,LCB4,DE1	0.7 	0.7 	0.6 	0.5 u
A,PC,LCB4,DE11	: 	: 	: 	1.1 u
A,PC,LCB4,DE12	: 	: 	: 	0.3 u
A,PC,LCB4,DE13	: 	: 	: 	0.1 u
A,PC,LCB4,DE14	: 	: 	: 	0.2 u
A,PC,LCB4,DE2	0.4 	0.4 	0.7 	0.3 
A,PC,LCB4,DE21	: 	: 	: 	0.5 
A,PC,LCB4,DE23	: 	: 	: 	0.7 
A,PC,LCB4,DE24	: 	: 	: 	0.1 u
A,PC,LCB4,DE25	: 	: 	: 	0.1 u
A,PC,LCB4,DE26	: 	: 	: 	0 n
A,PC,LCB4,DE27	: 	: 	: 	0.6 
A,PC,LCB4,DE3	: 	1.6 u	: 	1.7 u
A,PC,LCB4,DE30	: 	: 	: 	1.7 u
A,PC,LCB4,DE4	0.6 	0.7 	0.4 	0.9 
A,PC,LCB4,DE40	: 	: 	: 	0.9 
A,PC,LCB4,DE5	4.2 u	4.6 u	: 	: 
A,PC,LCB4,DE6	4.6 u	1.9 u	: 	: 
A,PC,LCB4,DE7	0.6 	0.5 	0.6 	0.5 
A,PC,LCB4,DE71	: 	: 	: 	0.4 u
A,PC,LCB4,DE72	: 	: 	: 	0.3 u
A,PC,LCB4,DE73	: 	: 	: 	0.8 
A,PC,LCB4,DE8	0.4 	0.8 	1.3 	0.9 
A,PC,LCB4,DE80	: 	: 	: 	0.9 
A,PC,LCB4,DE9	0.6 	0.5 	0.7 	0.4 
A,PC,LCB4,DE92	: 	: 	: 	0.3 u
A,PC,LCB4,DE93	: 	: 	: 	0.6 
A,PC,LCB4,DE94	: 	: 	: 	0.5 
A,PC,LCB4,DEA	1.4 	1 	1.5 	1.3 
A,PC,LCB4,DEA1	: 	: 	: 	0.8 u
A,PC,LCB4,DEA2	: 	: 	: 	1.4 
A,PC,LCB4,DEA3	: 	: 	: 	0.4 u
A,PC,LCB4,DEA4	: 	: 	: 	1.5 
A,PC,LCB4,DEA5	: 	: 	: 	2.4 u
A,PC,LCB4,DEB	0.7 	0.7 	0.9 	0.4 
A,PC,LCB4,DEB1	: 	: 	: 	0.3 u
A,PC,LCB4,DEB3	: 	: 	: 	0.7 u
A,PC,LCB4,DEC	: 	1.1 u	: 	: 
A,PC,LCB4,DED	0.5 	0.6 	0.7 	0.6 
A,PC,LCB4,DED2	: 	: 	: 	1 
A,PC,LCB4,DED4	: 	: 	: 	0.4 u
A,PC,LCB4,DED5	: 	: 	: 	0.2 u
A,PC,LCB4,DEE	0.9 	0.6 	1.5 	0.8 
A,PC,LCB4,DEE0	: 	: 	: 	0.8 
A,PC,LCB4,DEF	0.2 u	1.1 	0.7 	1.2 
A,PC,LCB4,DEF0	: 	: 	: 	1.2 
A,PC,LCB4,DEG	0.7 	0.9 	1.4 	0.7 
A,PC,LCB4,DEG0	: 	: 	: 	0.7 
A,PC,LCB4,DK	0.7 	0.5 	0.5 	0.9 
A,PC,LCB4,DK0	0.7 	0.5 	0.5 	0.9 
A,PC,LCB4,DK02	: 	: 	: 	1.5 
A,PC,LCB4,DK03	: 	: 	: 	0.6 
A,PC,LCB4,DK04	: 	: 	: 	0.9 
A,PC,LCB4,DK05	: 	: 	: 	1 u
A,PC,LCB4,EE	0.1 u	0.3 	0.6 	0.9 
A,PC,LCB4,EE0	0.1 u	0.3 	0.6 	0.9 
A,PC,LCB4,EE00	: 	: 	: 	0.9 
A,PC,LCB4,EL	0.8 	0.5 	0.5 	0.4 
A,PC,LCB4,EL3	0.8 u	: 	: 	: 
A,PC,LCB4,EL4	0.2 u	0.5 	0.2 u	0.1 u
A,PC,LCB4,EL43	: 	: 	: 	0.2 u
A,PC,LCB4,EL5	0.9 	0.3 	0.5 	0.5 
A,PC,LCB4,EL51	: 	: 	: 	0.4 
A,PC,LCB4,EL52	: 	: 	: 	0.8 
A,PC,LCB4,EL53	: 	: 	: 	0.2 u
A,PC,LCB4,EL54	: 	: 	: 	0.3 u
A,PC,LCB4,EL6	0.9 	0.7 	0.7 	0.4 
A,PC,LCB4,EL61	: 	: 	: 	1 
A,PC,LCB4,EL63	: 	: 	: 	0.5 
A,PC,LCB4,EL64	: 	: 	: 	0.1 u
A,PC,LCB4,EL65	: 	: 	: 	0.3 u
A,PC,LCB4,ES	0.8 	1 	1.1 	1 
A,PC,LCB4,ES1	0.2 	0.3 	0.2 	0.2 
A,PC,LCB4,ES11	: 	: 	: 	0.2 
A,PC,LCB4,ES13	: 	: 	: 	0.2 u
A,PC,LCB4,ES2	0.4 	0.9 	0.5 	0.7 
A,PC,LCB4,ES21	: 	: 	: 	0.6 
A,PC,LCB4,ES22	: 	: 	: 	2.1 
A,PC,LCB4,ES23	: 	: 	: 	0.4 
A,PC,LCB4,ES24	: 	: 	: 	0.5 
A,PC,LCB4,ES3	0.6 u	0.7 	0.5 u	0.4 
A,PC,LCB4,ES30	: 	: 	: 	0.4 
A,PC,LCB4,ES4	1.3 	1.3 	1.6 	1.3 
A,PC,LCB4,ES41	: 	: 	: 	1.6 
A,PC,LCB4,ES42	: 	: 	: 	1.5 
A,PC,LCB4,ES43	: 	: 	: 	0.5 
A,PC,LCB4,ES5	0.4 	0.4 	0.3 	0.7 
A,PC,LCB4,ES51	: 	: 	: 	0.8 
A,PC,LCB4,ES52	: 	: 	: 	0.5 
A,PC,LCB4,ES53	: 	: 	: 	0.7 
A,PC,LCB4,ES6	0.6 	1.2 	1.3 	1 
A,PC,LCB4,ES61	: 	: 	: 	0.9 
A,PC,LCB4,ES62	: 	: 	: 	2 
