freq,unit,landuse,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,PC,LUD5,AT	0.1 	0.1 	0.1 	0.2 
A,PC,LUD5,AT1	0.3 u	0.2 	0.2 	0.3 u
A,PC,LUD5,AT11	0.7 u	0.6 u	0.2 u	0.1 u
A,PC,LUD5,AT12	0.1 u	0.1 u	0.2 u	0.3 u
A,PC,LUD5,AT13	3.9 u	1.4 u	2.7 u	2.3 u
A,PC,LUD5,AT2	0 u	0 u	0.1 u	0.1 u
A,PC,LUD5,AT21	0 u	0.1 u	0.3 u	0.3 u
A,PC,LUD5,AT22	: 	0 u	: 	0.1 u
A,PC,LUD5,AT3	0.1 	0.1 	0.1 	0.1 u
A,PC,LUD5,AT31	0.1 u	0.2 u	0.3 u	0.1 
A,PC,LUD5,AT32	0 u	: 	0.1 u	: 
A,PC,LUD5,AT34	0.2 u	0.4 u	: 	0.6 
A,PC,LUD5,BE	0.2 u	0.3 	0.2 	0.2 
A,PC,LUD5,BE2	0.2 u	0.1 u	0.3 	0.4 
A,PC,LUD5,BE21	: 	: 	1.2 u	0.4 u
A,PC,LUD5,BE23	0.5 u	0.4 u	: 	0.9 u
A,PC,LUD5,BE25	0.5 u	: 	0.3 u	0.6 u
A,PC,LUD5,BE3	0.1 u	0.4 	0.1 u	0.1 u
A,PC,LUD5,BE31	: 	1.9 u	: 	: 
A,PC,LUD5,BE32	: 	: 	: 	0.2 u
A,PC,LUD5,BE34	0.4 u	0.9 u	0.2 u	: 
A,PC,LUD5,BE35	: 	0.3 u	0.3 u	: 
A,PC,LUD5,BG	: 	0.1 	0.1 	: 
A,PC,LUD5,BG3	: 	0.1 	0 u	: 
A,PC,LUD5,BG31	: 	0.1 u	0.1 u	: 
A,PC,LUD5,BG32	: 	0.1 u	: 	: 
A,PC,LUD5,BG34	: 	0 u	: 	: 
A,PC,LUD5,BG4	: 	0.1 u	0.2 	: 
A,PC,LUD5,BG41	: 	0.1 u	0.1 u	: 
A,PC,LUD5,BG42	: 	0.1 u	0.2 u	0.1 u
A,PC,LUD5,CY	: 	0.6 	0.2 	0.4 
A,PC,LUD5,CY0	: 	0.6 	0.2 	0.4 
A,PC,LUD5,CY00	: 	0.6 	0.2 	0.4 
A,PC,LUD5,CZ	0 u	0.1 u	0.1 	0.2 
A,PC,LUD5,CZ0	0 u	0.1 u	0.1 	0.2 
A,PC,LUD5,CZ01	4 u	: 	: 	: 
A,PC,LUD5,CZ02	: 	: 	0.1 u	0.5 u
A,PC,LUD5,CZ03	: 	0.1 u	: 	: 
A,PC,LUD5,CZ05	: 	0.1 u	0.1 u	: 
A,PC,LUD5,CZ06	: 	0.2 u	0.1 u	0.5 u
A,PC,LUD5,CZ07	: 	: 	0.2 u	0.2 u
A,PC,LUD5,CZ08	0.3 u	: 	: 	0.4 u
A,PC,LUD5,DE	0.1 	0.1 	0.1 	0.2 
A,PC,LUD5,DE1	0 u	0.1 u	0.2 	0.3 u
A,PC,LUD5,DE11	0.2 u	0.1 u	0.2 u	0.4 u
A,PC,LUD5,DE13	: 	: 	0.4 u	: 
A,PC,LUD5,DE14	: 	0.2 u	0.1 u	0.8 u
A,PC,LUD5,DE2	0 u	0.1 	0.1 	0.1 u
A,PC,LUD5,DE21	0 u	0.3 u	0.1 u	0.1 u
A,PC,LUD5,DE22	: 	: 	0.1 u	0.2 u
A,PC,LUD5,DE23	: 	0.1 u	0.2 u	: 
A,PC,LUD5,DE25	: 	0.2 u	: 	: 
A,PC,LUD5,DE26	0.1 u	: 	0.3 u	0.1 u
A,PC,LUD5,DE27	: 	0.3 u	0.1 u	: 
A,PC,LUD5,DE3	: 	: 	1.2 u	3.2 u
A,PC,LUD5,DE30	: 	: 	1.2 u	3.2 u
A,PC,LUD5,DE4	0.2 u	0.1 u	0.1 u	0.2 u
A,PC,LUD5,DE40	0.2 u	0.1 u	0.1 u	0.2 u
A,PC,LUD5,DE6	: 	: 	1.5 u	1 u
A,PC,LUD5,DE60	: 	: 	1.5 u	1 u
A,PC,LUD5,DE7	0.1 u	0.2 u	0.2 u	0.1 u
A,PC,LUD5,DE71	: 	0.5 u	0.4 u	0.3 u
A,PC,LUD5,DE72	: 	: 	0.2 u	: 
A,PC,LUD5,DE73	0.1 u	: 	: 	: 
A,PC,LUD5,DE8	: 	0.1 u	: 	: 
A,PC,LUD5,DE80	: 	0.1 u	: 	: 
A,PC,LUD5,DE9	: 	: 	0 u	0.3 
A,PC,LUD5,DE91	: 	: 	0.2 u	0.3 u
A,PC,LUD5,DE92	: 	: 	: 	0.3 u
A,PC,LUD5,DE93	: 	: 	: 	0.3 u
A,PC,LUD5,DE94	: 	: 	0 u	0.1 u
A,PC,LUD5,DEA	0.3 	0.1 u	0.2 	0.3 
A,PC,LUD5,DEA1	: 	: 	0.2 u	: 
A,PC,LUD5,DEA2	0.7 u	0.3 u	0.6 u	0.5 u
A,PC,LUD5,DEA3	: 	: 	: 	0.5 u
A,PC,LUD5,DEA4	0.3 u	0.2 u	: 	: 
A,PC,LUD5,DEA5	0.5 u	: 	: 	0.4 u
A,PC,LUD5,DEB	0.2 u	0.2 u	0.2 u	0.1 u
A,PC,LUD5,DEB1	0.1 u	0.4 u	0.2 u	: 
A,PC,LUD5,DEB2	0.4 u	: 	: 	0.3 u
A,PC,LUD5,DEB3	0.3 u	0.2 u	0.4 u	: 
A,PC,LUD5,DEC	0.6 u	: 	1 u	: 
A,PC,LUD5,DEC0	0.6 u	: 	1 u	: 
A,PC,LUD5,DED	0.1 u	0.1 u	0.2 u	0.1 u
A,PC,LUD5,DED2	: 	: 	0.1 u	: 
A,PC,LUD5,DED4	0.3 u	0.2 u	0.4 u	0.3 u
A,PC,LUD5,DEE	0.1 u	0 u	0.2 u	: 
A,PC,LUD5,DEE0	0.1 u	0 u	0.2 u	: 
A,PC,LUD5,DEF	: 	0 u	0 u	0.1 u
A,PC,LUD5,DEF0	: 	0 u	0 u	0.1 u
A,PC,LUD5,DEG	0.2 u	0.1 u	0.1 u	0.1 u
A,PC,LUD5,DEG0	0.2 u	0.1 u	0.1 u	0.1 u
A,PC,LUD5,DK	0.2 	0.1 	0.1 u	0.2 
A,PC,LUD5,DK0	0.2 	0.1 	0.1 u	0.2 
A,PC,LUD5,DK01	: 	: 	: 	0.7 u
A,PC,LUD5,DK02	0.4 u	0.2 u	0.2 u	0.3 u
A,PC,LUD5,DK04	0.4 u	0.3 u	0.2 u	0.1 u
A,PC,LUD5,DK05	0.2 u	0.2 u	0.1 u	0.3 u
A,PC,LUD5,EE	0.1 u	: 	: 	0.1 
A,PC,LUD5,EE0	0.1 u	: 	: 	0.1 
A,PC,LUD5,EE00	0.1 u	: 	: 	0.1 
A,PC,LUD5,EL	0.1 	0.1 	0.1 	0.1 
A,PC,LUD5,EL3	0.9 u	: 	0.4 u	0.2 u
A,PC,LUD5,EL30	0.9 u	: 	0.4 u	0.2 u
A,PC,LUD5,EL4	0.1 u	0.3 u	0.1 u	0.1 u
A,PC,LUD5,EL42	: 	0.2 u	0.2 u	0.4 u
A,PC,LUD5,EL43	0.2 u	0.4 u	0.1 u	: 
A,PC,LUD5,EL5	0.1 u	0.1 	0 u	0.1 u
A,PC,LUD5,EL51	0.2 u	0.1 u	0.1 u	0.2 u
A,PC,LUD5,EL52	: 	0.2 u	0.1 u	: 
A,PC,LUD5,EL53	0.2 u	0.1 u	: 	: 
A,PC,LUD5,EL6	0.1 u	0.1 	0.1 u	0.1 u
A,PC,LUD5,EL61	0.1 u	0.1 u	0.1 u	0.2 u
A,PC,LUD5,EL63	: 	: 	0.1 u	0.1 u
A,PC,LUD5,EL64	0.1 u	0.1 u	: 	: 
A,PC,LUD5,EL65	0.1 u	0.2 u	0.1 u	: 
A,PC,LUD5,ES	0.1 	0.1 	0.1 	: 
A,PC,LUD5,ES1	0.3 	0.2 	0.1 u	: 
A,PC,LUD5,ES11	0.3 	0.2 	0.2 u	0.1 u
A,PC,LUD5,ES12	0.1 u	: 	: 	: 
A,PC,LUD5,ES13	0.5 u	: 	: 	0.1 u
A,PC,LUD5,ES2	0.1 	0.2 	0.1 u	: 
A,PC,LUD5,ES21	0.1 u	0.3 u	0.2 u	0.2 
A,PC,LUD5,ES22	0.1 u	0.3 u	0.1 u	: 
A,PC,LUD5,ES23	0.4 u	0.5 u	: 	: 
A,PC,LUD5,ES24	0.1 u	0.1 u	0 u	: 
A,PC,LUD5,ES3	0.8 u	1 	1 	0.1 u
A,PC,LUD5,ES30	0.8 u	1 	1 	0.1 u
A,PC,LUD5,ES4	0.1 	0.1 	0.1 	: 
A,PC,LUD5,ES41	0 u	0 u	0 u	: 
A,PC,LUD5,ES42	0.1 	0.1 	0.1 	: 
A,PC,LUD5,ES43	0.1 u	0.2 	0.1 u	: 
A,PC,LUD5,ES5	0.1 	0.2 	0.1 	0.1 
A,PC,LUD5,ES51	: 	0.1 u	0.1 u	0.1 
A,PC,LUD5,ES52	0.2 	0.2 u	0.2 u	: 
A,PC,LUD5,ES53	: 	0.2 u	0.2 u	0.2 
A,PC,LUD5,ES6	0.1 	0.1 	0.1 	: 
A,PC,LUD5,ES61	0.1 	0.1 	0.1 	: 
A,PC,LUD5,ES62	0.3 u	0.2 u	0.2 u	: 
A,PC,LUD5,EU27_2007	: 	0.1 	0.1 	0.1 
A,PC,LUD5,EU27_2020	: 	: 	0.1 	0.1 
A,PC,LUD5,EU28	: 	: 	0.1 	0.1 
A,PC,LUD5,EU_V	0.1 	0.1 	0.1 	0.1 
A,PC,LUD5,FI	0 	0 	0 	0 n
A,PC,LUD5,FI1	0 	0 	0 	0 n
A,PC,LUD5,FI19	0.1 u	0 u	0.1 u	0.2 u
A,PC,LUD5,FI1B	: 	0.1 u	0.2 u	0.1 u
A,PC,LUD5,FI1C	0 u	0.1 u	0.1 u	0.1 u
A,PC,LUD5,FI1D	0 u	0 u	0 u	0 n
A,PC,LUD5,FI2	: 	: 	: 	0 n
A,PC,LUD5,FI20	: 	: 	: 	0 n
A,PC,LUD5,FR	0.1 	0.1 	0.1 	0.1 
A,PC,LUD5,FR1	0.3 u	0.2 u	0.1 u	0.3 u
A,PC,LUD5,FR10	0.3 u	0.2 u	0.1 u	0.3 u
A,PC,LUD5,FR2	0.1 	0 	0 	: 
A,PC,LUD5,FR21	0.1 u	0 u	0 u	: 
A,PC,LUD5,FR22	0 u	: 	: 	: 
A,PC,LUD5,FR23	0.3 u	0.2 u	0.1 u	: 
A,PC,LUD5,FR24	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR3	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR30	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR4	0.1 u	0.1 	0.2 	: 
A,PC,LUD5,FR41	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR42	0.2 u	0.5 u	0.7 u	: 
A,PC,LUD5,FR43	0 u	0.1 u	: 	: 
A,PC,LUD5,FR5	0.1 u	0.1 	0.1 	: 
A,PC,LUD5,FR51	0.2 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR52	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR53	: 	0.1 u	0.1 u	: 
A,PC,LUD5,FR6	0.1 	0 	0 u	: 
A,PC,LUD5,FR61	0.2 	0.1 u	0.1 u	: 
A,PC,LUD5,FR62	0 u	0 u	: 	: 
A,PC,LUD5,FR63	: 	0 u	: 	: 
A,PC,LUD5,FR7	0.1 	0.1 	0.1 u	: 
A,PC,LUD5,FR71	0.1 	0.2 	0 u	: 
A,PC,LUD5,FR72	0.2 u	0.1 u	0.1 u	: 
A,PC,LUD5,FR8	0.1 	0.1 	0.1 	: 
A,PC,LUD5,FR81	0.2 	0.2 u	0.2 u	: 
A,PC,LUD5,FR82	0.1 u	0.1 u	0 u	: 
A,PC,LUD5,FR83	: 	0.2 u	: 	: 
A,PC,LUD5,FRC	: 	: 	: 	0.1 u
A,PC,LUD5,FRC2	: 	: 	: 	0.1 u
A,PC,LUD5,FRD1	: 	: 	: 	0.1 u
A,PC,LUD5,FRE	: 	: 	: 	0.2 u
A,PC,LUD5,FRE1	: 	: 	: 	0.3 u
A,PC,LUD5,FRF	: 	: 	: 	0.1 u
A,PC,LUD5,FRF1	: 	: 	: 	0.1 u
A,PC,LUD5,FRF2	: 	: 	: 	0.1 u
A,PC,LUD5,FRG	: 	: 	: 	0.1 u
A,PC,LUD5,FRG0	: 	: 	: 	0.1 u
A,PC,LUD5,FRH	: 	: 	: 	0.1 u
A,PC,LUD5,FRH0	: 	: 	: 	0.1 u
A,PC,LUD5,FRI2	: 	: 	: 	0.1 u
A,PC,LUD5,FRJ	: 	: 	: 	0.1 
A,PC,LUD5,FRJ1	: 	: 	: 	0.2 u
A,PC,LUD5,FRJ2	: 	: 	: 	0.1 u
A,PC,LUD5,FRK	: 	: 	: 	0.1 u
A,PC,LUD5,FRK1	: 	: 	: 	0.1 u
A,PC,LUD5,FRK2	: 	: 	: 	0.1 u
A,PC,LUD5,FRL	: 	: 	: 	0.1 u
A,PC,LUD5,FRL0	: 	: 	: 	0.1 u
A,PC,LUD5,FRM	: 	: 	: 	1.3 u
A,PC,LUD5,FRM0	: 	: 	: 	1.3 u
A,PC,LUD5,HR	: 	: 	0 u	: 
A,PC,LUD5,HR0	: 	: 	0 u	: 
A,PC,LUD5,HR03	: 	: 	0.1 u	: 
A,PC,LUD5,HU	0.1 	0 u	0 u	0.2 
A,PC,LUD5,HU1	0.4 u	: 	0.3 u	: 
A,PC,LUD5,HU10	0.4 u	: 	0.3 u	: 
A,PC,LUD5,HU2	0.1 u	0 u	0 u	0.2 u
A,PC,LUD5,HU21	0.2 u	0.1 u	0.2 u	0.3 u
A,PC,LUD5,HU22	0.1 u	: 	: 	0.1 u
A,PC,LUD5,HU23	0.1 u	: 	: 	0.3 u
A,PC,LUD5,HU3	0 u	: 	: 	0.2 u
A,PC,LUD5,HU31	: 	: 	: 	0.2 u
A,PC,LUD5,HU33	0.1 u	: 	: 	0.2 u
A,PC,LUD5,IE	0.2 	0 u	0.1 u	: 
A,PC,LUD5,IE0	0.2 	0 u	0.1 u	: 
A,PC,LUD5,IE01	0.2 u	0 u	0.1 u	: 
A,PC,LUD5,IE02	0.2 	: 	0 u	: 
A,PC,LUD5,IE05	: 	: 	: 	0.1 u
A,PC,LUD5,IT	0.3 	0.3 	0.2 	0.1 
A,PC,LUD5,ITC	0.2 	0.2 	0.2 	0.1 
A,PC,LUD5,ITC1	0.2 u	0.1 u	0.2 u	0.1 u
A,PC,LUD5,ITC2	0.4 u	0.5 u	: 	: 
A,PC,LUD5,ITC3	: 	: 	0.3 u	: 
A,PC,LUD5,ITC4	0.4 	0.4 	0.3 	0.2 u
A,PC,LUD5,ITF	0.4 	0.2 	0.1 	0.2 
A,PC,LUD5,ITF1	: 	0.2 u	: 	: 
A,PC,LUD5,ITF2	0.3 u	0.3 u	: 	0.1 u
A,PC,LUD5,ITF3	0.5 u	0.2 u	0.2 u	0.3 u
A,PC,LUD5,ITF4	0.6 	0.3 u	0.2 u	0.1 u
A,PC,LUD5,ITF5	0.2 u	0.1 u	: 	0.3 
A,PC,LUD5,ITF6	0.5 	0.2 u	0.2 u	0.4 u
A,PC,LUD5,ITG	0.2 	0.5 	0.2 	0.1 
A,PC,LUD5,ITG1	0.1 u	0.8 	0.4 	0.2 u
A,PC,LUD5,ITG2	0.3 u	0.2 u	0.1 u	0.1 u
A,PC,LUD5,ITH	0.2 	0.1 	0.2 	0.1 
A,PC,LUD5,ITH1	0.1 u	: 	0.1 u	0.1 u
A,PC,LUD5,ITH2	: 	0.2 u	: 	: 
A,PC,LUD5,ITH3	0.2 u	0.4 	0.3 	0.1 u
A,PC,LUD5,ITH4	: 	0.1 u	: 	: 
A,PC,LUD5,ITH5	0.3 	: 	0.2 u	0.1 u
A,PC,LUD5,ITI	0.2 	0.3 	0.1 	0.1 
A,PC,LUD5,ITI1	0.3 u	0.3 	0.2 u	: 
A,PC,LUD5,ITI2	0.2 u	0.2 u	: 	: 
A,PC,LUD5,ITI3	0.4 u	0.5 u	: 	0.2 u
A,PC,LUD5,ITI4	0.1 u	0.1 u	0.2 u	0.4 u
A,PC,LUD5,LT	0 u	: 	0 u	0.1 u
A,PC,LUD5,LT0	0 u	: 	0 u	0.1 u
A,PC,LUD5,LT00	0 u	: 	0 u	: 
A,PC,LUD5,LT02	: 	: 	: 	0.1 u
A,PC,LUD5,LU	: 	0.8 u	: 	0.9 u
A,PC,LUD5,LU0	: 	0.8 u	: 	0.9 u
A,PC,LUD5,LU00	: 	0.8 u	: 	0.9 u
A,PC,LUD5,LV	: 	0 u	0 u	: 
A,PC,LUD5,LV0	: 	0 u	0 u	: 
A,PC,LUD5,LV00	: 	0 u	0 u	: 
A,PC,LUD5,MT	: 	: 	: 	1.2 u
A,PC,LUD5,MT0	: 	: 	: 	1.2 u
A,PC,LUD5,MT00	: 	: 	: 	1.2 u
A,PC,LUD5,NL	0.1 u	0.5 	0.3 	0.6 
A,PC,LUD5,NL1	: 	0.5 u	0.4 u	0.4 u
A,PC,LUD5,NL11	: 	0.3 u	: 	0.5 u
A,PC,LUD5,NL12	: 	0.6 u	0.8 u	0 n
A,PC,LUD5,NL13	: 	0.6 u	: 	1 u
A,PC,LUD5,NL2	0.1 u	0.3 u	0.2 u	0.4 u
A,PC,LUD5,NL21	: 	: 	0.6 u	0.1 u
A,PC,LUD5,NL22	0.1 u	0.3 u	: 	0.1 u
A,PC,LUD5,NL23	: 	0.9 u	: 	1.2 u
A,PC,LUD5,NL3	0.3 u	0.5 u	0.6 u	0.9 
A,PC,LUD5,NL31	0.8 u	: 	: 	0 n
A,PC,LUD5,NL32	: 	0.4 u	0.5 u	1.1 u
A,PC,LUD5,NL33	0.5 u	0.7 u	1.4 u	1.7 
A,PC,LUD5,NL34	: 	0.9 u	: 	0 n
A,PC,LUD5,NL4	0.2 u	0.9 	: 	0.6 u
A,PC,LUD5,NL41	0.3 u	0.7 u	: 	0.5 u
A,PC,LUD5,NL42	: 	1.5 u	: 	0.7 u
A,PC,LUD5,PL	0.1 	0.1 	0.2 	0.1 
A,PC,LUD5,PL1	0 u	0.1 u	0.1 	: 
A,PC,LUD5,PL11	: 	0.1 u	0.1 u	: 
A,PC,LUD5,PL12	0 u	0 u	0.1 u	: 
A,PC,LUD5,PL2	0.1 u	0.4 	0.4 	0.3 
A,PC,LUD5,PL21	0.1 u	0.1 u	0.1 u	0.1 u
A,PC,LUD5,PL22	0.1 u	0.7 	0.9 	0.5 u
A,PC,LUD5,PL3	0.1 u	0.1 	0.1 	: 
A,PC,LUD5,PL31	0.1 u	0.2 u	: 	: 
A,PC,LUD5,PL32	0.2 u	0.1 u	0.2 u	: 
A,PC,LUD5,PL33	: 	0.3 u	0.2 u	: 
A,PC,LUD5,PL34	: 	: 	0.1 u	: 
A,PC,LUD5,PL4	0.1 u	0.1 	0.2 	0.1 
A,PC,LUD5,PL41	0.1 u	0.2 u	0.3 	0.2 u
A,PC,LUD5,PL42	0.1 u	: 	0.1 u	0.1 u
A,PC,LUD5,PL43	: 	0.2 u	0.1 u	0.1 u
A,PC,LUD5,PL5	0.1 u	0.1 u	0.1 u	0.1 u
A,PC,LUD5,PL51	: 	: 	0.1 u	0.1 u
A,PC,LUD5,PL52	0.2 u	0.3 u	0.1 u	0.2 u
A,PC,LUD5,PL6	0.1 u	0.2 	0.2 	0.1 u
A,PC,LUD5,PL61	: 	0.3 u	0.2 u	: 
A,PC,LUD5,PL62	0.1 u	: 	0.2 u	0.1 u
A,PC,LUD5,PL63	0.1 u	0.2 u	0.3 u	0.2 u
A,PC,LUD5,PL7	: 	: 	: 	0.1 u
A,PC,LUD5,PL71	: 	: 	: 	0.2 u
A,PC,LUD5,PL8	: 	: 	: 	0.1 u
A,PC,LUD5,PL81	: 	: 	: 	0.1 u
A,PC,LUD5,PL82	: 	: 	: 	0.1 u
A,PC,LUD5,PL9	: 	: 	: 	0.1 u
A,PC,LUD5,PL91	: 	: 	: 	0.5 u
A,PC,LUD5,PT	0.2 	0.2 	0.1 	0.1 
A,PC,LUD5,PT1	0.2 	0.2 	0.1 	0.1 
A,PC,LUD5,PT11	0.4 	0.2 	0.1 u	0.1 u
A,PC,LUD5,PT15	: 	0.1 u	: 	: 
A,PC,LUD5,PT16	0 u	0.2 	0.1 u	0.1 u
A,PC,LUD5,PT17	0.6 u	: 	: 	0.5 u
A,PC,LUD5,PT18	0.2 u	0.2 	0.1 u	0.1 u
A,PC,LUD5,RO	: 	0.1 	0 	0.1 
A,PC,LUD5,RO1	: 	0.1 	0 u	0.2 u
A,PC,LUD5,RO11	: 	0.2 	: 	0.2 u
A,PC,LUD5,RO12	: 	0.1 u	0.1 u	0.1 u
A,PC,LUD5,RO2	: 	0 u	0 u	0.1 u
A,PC,LUD5,RO21	: 	: 	: 	0.1 u
A,PC,LUD5,RO22	: 	0.1 u	0 u	: 
A,PC,LUD5,RO3	: 	0.1 u	0 u	0.1 u
A,PC,LUD5,RO31	: 	0.1 u	0 u	0.1 u
A,PC,LUD5,RO32	: 	: 	: 	0.4 u
A,PC,LUD5,RO4	: 	0.1 u	0.1 u	0.1 u
A,PC,LUD5,RO41	: 	0.1 u	0.1 u	: 
A,PC,LUD5,RO42	: 	0.1 u	0 u	0.1 u
A,PC,LUD5,SE	0 	0 u	0 	: 
A,PC,LUD5,SE1	0 u	: 	: 	: 
A,PC,LUD5,SE11	0.2 u	: 	: 	0.1 u
A,PC,LUD5,SE2	0 u	0.1 u	0 u	: 
A,PC,LUD5,SE21	: 	0.1 u	0 u	: 
A,PC,LUD5,SE22	0.2 u	0.1 u	0.2 u	0.1 u
A,PC,LUD5,SE23	: 	0 u	: 	0.1 u
A,PC,LUD5,SE3	0 u	0 u	0 u	: 
A,PC,LUD5,SE31	0 u	: 	0 u	: 
A,PC,LUD5,SE32	0 u	0 u	: 	: 
A,PC,LUD5,SE33	: 	: 	0 u	: 
A,PC,LUD5,SI	0.2 u	0.2 u	0 u	0.1 u
A,PC,LUD5,SI0	0.2 u	0.2 u	0 u	0.1 u
A,PC,LUD5,SI03	0.3 u	0.1 u	: 	: 
A,PC,LUD5,SI04	0.1 u	0.3 u	0.1 u	0.2 u
A,PC,LUD5,SK	0.1 u	0 u	0.1 u	0.2 u
A,PC,LUD5,SK0	0.1 u	0 u	0.1 u	0.2 u
A,PC,LUD5,SK01	: 	: 	: 	0.4 u
A,PC,LUD5,SK02	0.1 u	: 	0.2 u	0.5 u
A,PC,LUD5,SK03	: 	: 	0.2 u	: 
A,PC,LUD5,SK04	0.1 u	0.1 u	: 	: 
A,PC,LUD5,UK	0.1 	0.1 	0.2 	0.1 
A,PC,LUD5,UKC	: 	: 	0.2 u	0.2 u
A,PC,LUD5,UKC2	: 	: 	0.3 u	0.2 u
A,PC,LUD5,UKD	0.4 u	0.5 u	0.3 u	0.3 u
A,PC,LUD5,UKD3	1.3 u	: 	: 	1.5 u
A,PC,LUD5,UKD4	0.8 u	1.5 u	0.4 u	0.4 u
A,PC,LUD5,UKD6	: 	: 	0.7 u	0.4 u
A,PC,LUD5,UKD7	1.9 u	2.8 u	1.9 u	1.1 u
A,PC,LUD5,UKE	: 	0.1 u	0.1 u	0.1 u
A,PC,LUD5,UKE1	: 	: 	0.5 u	: 
A,PC,LUD5,UKE3	: 	: 	: 	0.4 u
A,PC,LUD5,UKE4	: 	0.7 u	: 	0.5 u
A,PC,LUD5,UKF	0.1 u	: 	0.4 u	0.1 u
A,PC,LUD5,UKF1	0.4 u	: 	0.7 u	0.2 u
A,PC,LUD5,UKF2	: 	: 	0.7 u	0.2 u
A,PC,LUD5,UKG	0.1 u	0.2 u	0.1 u	0.1 u
A,PC,LUD5,UKG2	0.2 u	0.4 u	0.2 u	0.1 u
A,PC,LUD5,UKG3	: 	: 	: 	1 u
A,PC,LUD5,UKH	0.3 u	0.1 u	0.3 u	0.4 u
A,PC,LUD5,UKH1	0.2 u	0.2 u	0.3 u	0.3 u
A,PC,LUD5,UKH2	0.5 u	: 	0.6 u	0.7 u
A,PC,LUD5,UKH3	0.5 u	: 	: 	0.4 u
A,PC,LUD5,UKJ	0.2 u	: 	0 u	0.3 u
A,PC,LUD5,UKJ1	0.3 u	: 	0.1 u	0.3 u
A,PC,LUD5,UKJ2	: 	: 	: 	0.3 u
A,PC,LUD5,UKJ4	0.5 u	: 	: 	0.8 u
A,PC,LUD5,UKK	: 	0.1 u	0.1 u	0.1 u
A,PC,LUD5,UKK1	: 	0.3 u	: 	0.1 u
A,PC,LUD5,UKK2	: 	: 	0.6 u	0.2 u
A,PC,LUD5,UKL	0.1 u	0.1 u	0.2 u	: 
A,PC,LUD5,UKL1	0.1 u	0.2 u	0.1 u	: 
A,PC,LUD5,UKL2	: 	: 	0.2 u	: 
A,PC,LUD5,UKM	0 u	0.1 	0.1 u	0.1 u
A,PC,LUD5,UKM2	0.1 u	0.2 u	: 	: 
A,PC,LUD5,UKM3	0.1 u	0.1 u	0.4 u	: 
A,PC,LUD5,UKM5	: 	: 	0.5 u	0.1 u
A,PC,LUD5,UKM6	: 	0 u	: 	: 
A,PC,LUD5,UKM7	: 	: 	: 	0.2 u
A,PC,LUD5,UKM9	: 	: 	: 	0.1 u
A,PC,LUD5,UKN	0.2 u	0.1 u	0.4 u	: 
A,PC,LUD5,UKN0	0.2 u	0.1 u	0.4 u	: 
A,PC,LUD6,AT	2.3 	2.3 	2.6 	3.1 
A,PC,LUD6,AT1	3.2 	3.5 	3.5 	4 
A,PC,LUD6,AT11	5 	3.9 	4 	3.3 
A,PC,LUD6,AT12	2.4 	2.9 	2.7 	3.8 
A,PC,LUD6,AT13	25.8 	25.5 	35.9 	19.6 
A,PC,LUD6,AT2	1.7 	1.4 	1.8 	2.6 
A,PC,LUD6,AT21	1.2 	1.2 	1.6 	2 
A,PC,LUD6,AT22	2.1 	1.5 	1.9 	3 
A,PC,LUD6,AT3	2.1 	2.2 	2.5 	2.8 
A,PC,LUD6,AT31	3 	3.2 	3.5 	4.8 
A,PC,LUD6,AT32	1.8 	2 	2.2 	1.8 
A,PC,LUD6,AT33	1.1 	1.2 	1.3 	1.3 
A,PC,LUD6,AT34	3.1 	3.2 	3.6 	3.7 
A,PC,LUD6,BE	4.9 	4.4 	5.2 	6.2 
A,PC,LUD6,BE1	17.9 u	12.3 u	15.4 u	37.3 u
A,PC,LUD6,BE10	17.9 u	12.3 u	15.4 u	37.3 u
A,PC,LUD6,BE2	6.8 	5.6 	7 	7 
A,PC,LUD6,BE21	9.3 	7.9 	8.6 	9.7 
A,PC,LUD6,BE22	2.5 u	3 	3.1 	5.8 
A,PC,LUD6,BE23	7.2 	6.6 	7.1 	6.4 
A,PC,LUD6,BE24	8.9 	6.6 	8.7 	5 
A,PC,LUD6,BE25	6 	4 	7.4 	7.5 
A,PC,LUD6,BE3	3.2 	3.4 	3.5 	5.2 
A,PC,LUD6,BE31	6.6 u	4.8 	7.2 	8.2 
A,PC,LUD6,BE32	3.5 	3.4 	4 	5.1 
A,PC,LUD6,BE33	5.9 	5.2 	5.7 	8.3 
A,PC,LUD6,BE34	2 	2.8 	2.1 	2.6 u
A,PC,LUD6,BE35	0.6 	1.8 	1.5 	4.1 
A,PC,LUD6,BG	: 	1 	1.4 	1.9 
A,PC,LUD6,BG3	: 	1.2 	1.5 	2 
A,PC,LUD6,BG31	: 	1.4 	1.8 	2.8 
A,PC,LUD6,BG32	: 	1.6 	1.7 	1.7 
A,PC,LUD6,BG33	: 	0.9 	1.4 	1.5 
A,PC,LUD6,BG34	: 	0.8 	1.3 	2 
A,PC,LUD6,BG4	: 	0.8 	1.1 	1.8 
